date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-08-28,SKU-005,1,18,7,298
2024-08-29,SKU-005,5,26,7,298
2024-08-30,SKU-005,9,34,7,298
2024-08-31,SKU-005,1,27,7,298
2024-09-01,SKU-005,3,17,7,298
2024-09-02,SKU-005,10,0,7,298
2024-09-03,SKU-005,11,26,7,298
2024-09-04,SKU-005,10,6,7,298
2024-09-05,SKU-005,3,1,7,298
2024-09-06,SKU-005,1,9,7,298
2024-09-07,SKU-005,6,30,7,298
2024-09-08,SKU-005,0,4,7,298
2024-09-09,SKU-005,0,13,7,298
2024-09-10,SKU-005,6,30,7,298
2024-09-11,SKU-005,3,11,7,298
2024-09-12,SKU-005,6,5,7,298
2024-09-13,SKU-005,1,21,7,298
2024-09-14,SKU-005,10,31,7,298
2024-09-15,SKU-005,2,20,7,298
2024-09-16,SKU-005,9,17,7,298
2024-09-17,SKU-005,9,11,7,298
2024-09-18,SKU-005,9,3,7,298
2024-09-19,SKU-005,2,8,7,298
2024-09-20,SKU-005,2,19,7,298
2024-09-21,SKU-005,4,30,7,298
2024-09-22,SKU-005,5,9,7,298
2024-09-23,SKU-005,1,25,7,298
2024-09-24,SKU-005,9,18,7,298
2024-09-25,SKU-005,0,11,7,298
2024-09-26,SKU-005,0,7,7,298
2024-09-27,SKU-005,8,3,7,298
2024-09-28,SKU-005,4,6,7,298
2024-09-29,SKU-005,9,29,7,298
2024-09-30,SKU-005,10,24,7,298
2024-10-01,SKU-005,3,19,7,298
2024-10-02,SKU-005,8,15,7,298
2024-10-03,SKU-005,11,2,7,298
2024-10-04,SKU-005,1,17,7,298
2024-10-05,SKU-005,11,12,7,298
2024-10-06,SKU-005,7,7,7,298
2024-10-07,SKU-005,9,19,7,298
2024-10-08,SKU-005,4,27,7,298
2024-10-09,SKU-005,10,5,7,298
2024-10-10,SKU-005,9,8,7,298
2024-10-11,SKU-005,8,5,7,298
2024-10-12,SKU-005,0,0,7,298
2024-10-13,SKU-005,0,11,7,298
2024-10-14,SKU-005,9,32,7,298
2024-10-15,SKU-005,7,20,7,298
2024-10-16,SKU-005,8,17,7,298
2024-10-17,SKU-005,9,20,7,298
2024-10-18,SKU-005,11,18,7,298
2024-10-19,SKU-005,1,22,7,298
2024-10-20,SKU-005,5,15,7,298
2024-10-21,SKU-005,5,3,7,298
2024-10-22,SKU-005,11,3,7,298
2024-10-23,SKU-005,8,8,7,298
2024-10-24,SKU-005,9,34,7,298
2024-10-25,SKU-005,8,31,7,298
2024-10-26,SKU-005,11,27,7,298
2024-10-27,SKU-005,3,22,7,298
2024-10-28,SKU-005,10,16,7,298
2024-10-29,SKU-005,0,3,7,298
2024-10-30,SKU-005,0,14,7,298
2024-10-31,SKU-005,6,4,7,298
2024-11-01,SKU-005,2,31,7,298
2024-11-02,SKU-005,5,16,7,298
2024-11-03,SKU-005,3,5,7,298
2024-11-04,SKU-005,10,0,7,298
2024-11-05,SKU-005,6,33,7,298
2024-11-06,SKU-005,1,22,7,298
2024-11-07,SKU-005,10,14,7,298
2024-11-08,SKU-005,2,7,7,298
2024-11-09,SKU-005,6,10,7,298
2024-11-10,SKU-005,5,1,7,298
2024-11-11,SKU-005,9,14,7,298
2024-11-12,SKU-005,6,26,7,298
2024-11-13,SKU-005,3,29,7,298
2024-11-14,SKU-005,3,1,7,298
2024-11-15,SKU-005,0,4,7,298
2024-11-16,SKU-005,0,12,7,298
2024-11-17,SKU-005,5,13,7,298
2024-11-18,SKU-005,2,11,7,298
2024-11-19,SKU-005,11,22,7,298
2024-11-20,SKU-005,8,31,7,298
2024-11-21,SKU-005,9,28,7,298
2024-11-22,SKU-005,1,0,7,298
2024-11-23,SKU-005,1,32,7,298
2024-11-24,SKU-005,9,2,7,298
2024-11-25,SKU-005,2,4,7,298
2024-11-26,SKU-005,8,21,7,298
2024-11-27,SKU-005,6,2,7,298
2024-11-28,SKU-005,8,17,7,298
2024-11-29,SKU-005,5,6,7,298
2024-11-30,SKU-005,7,33,7,298
2024-12-01,SKU-005,6,25,7,298
2024-12-02,SKU-005,0,9,7,298
2024-12-03,SKU-005,0,8,7,298
2024-12-04,SKU-005,6,19,7,298
2024-12-05,SKU-005,11,5,7,298
2024-12-06,SKU-005,4,16,7,298
2024-12-07,SKU-005,1,1,7,298
2024-12-08,SKU-005,10,13,7,298
2024-12-09,SKU-005,9,27,7,298
2024-12-10,SKU-005,10,11,7,298
2024-12-11,SKU-005,7,33,7,298
2024-12-12,SKU-005,10,32,7,298
2024-12-13,SKU-005,3,18,7,298
2024-12-14,SKU-005,5,6,7,298
2024-12-15,SKU-005,8,27,7,298
2024-12-16,SKU-005,11,33,7,298
2024-12-17,SKU-005,2,9,7,298
2024-12-18,SKU-005,11,27,7,298
2024-12-19,SKU-005,0,25,7,298
2024-12-20,SKU-005,0,12,7,298
2024-12-21,SKU-005,2,15,7,298
2024-12-22,SKU-005,8,4,7,298
2024-12-23,SKU-005,4,32,7,298
2024-12-24,SKU-005,4,9,7,298
2024-12-25,SKU-005,7,12,7,298
2024-12-26,SKU-005,2,0,7,298
2024-12-27,SKU-005,9,28,7,298
2024-12-28,SKU-005,3,14,7,298
2024-12-29,SKU-005,11,26,7,298
2024-12-30,SKU-005,11,15,7,298
2024-12-31,SKU-005,4,29,7,298
2025-01-01,SKU-005,1,1,7,298
2025-01-02,SKU-005,11,14,7,298
2025-01-03,SKU-005,9,9,7,298
2025-01-04,SKU-005,10,29,7,298
2025-01-05,SKU-005,0,25,7,298
2025-01-06,SKU-005,0,22,7,298
2025-01-07,SKU-005,9,6,7,298
2025-01-08,SKU-005,11,26,7,298
2025-01-09,SKU-005,9,1,7,298
2025-01-10,SKU-005,10,30,7,298
2025-01-11,SKU-005,3,13,7,298
2025-01-12,SKU-005,6,9,7,298
2025-01-13,SKU-005,7,29,7,298
2025-01-14,SKU-005,8,30,7,298
2025-01-15,SKU-005,4,19,7,298
2025-01-16,SKU-005,6,3,7,298
2025-01-17,SKU-005,5,22,7,298
2025-01-18,SKU-005,1,14,7,298
2025-01-19,SKU-005,3,13,7,298
2025-01-20,SKU-005,6,18,7,298
2025-01-21,SKU-005,11,7,7,298
2025-01-22,SKU-005,0,8,7,298
2025-01-23,SKU-005,0,8,7,298
2025-01-24,SKU-005,5,5,7,298
2025-01-25,SKU-005,5,5,7,298
2025-01-26,SKU-005,11,9,7,298
2025-01-27,SKU-005,2,10,7,298
2025-01-28,SKU-005,6,29,7,298
2025-01-29,SKU-005,8,13,7,298
2025-01-30,SKU-005,10,32,7,298
2025-01-31,SKU-005,3,34,7,298
2025-02-01,SKU-005,7,2,7,298
2025-02-02,SKU-005,4,12,7,298
2025-02-03,SKU-005,9,4,7,298
2025-02-04,SKU-005,4,19,7,298
2025-02-05,SKU-005,4,28,7,298
2025-02-06,SKU-005,4,27,7,298
2025-02-07,SKU-005,5,29,7,298
2025-02-08,SKU-005,0,17,7,298
2025-02-09,SKU-005,0,14,7,298
2025-02-10,SKU-005,3,6,7,298
2025-02-11,SKU-005,10,8,7,298
2025-02-12,SKU-005,3,13,7,298
2025-02-13,SKU-005,5,17,7,298
2025-02-14,SKU-005,4,28,7,298
2025-02-15,SKU-005,8,8,7,298
2025-02-16,SKU-005,8,18,7,298
2025-02-17,SKU-005,10,28,7,298
2025-02-18,SKU-005,6,25,7,298
2025-02-19,SKU-005,2,1,7,298
2025-02-20,SKU-005,9,16,7,298
2025-02-21,SKU-005,1,23,7,298
2025-02-22,SKU-005,2,10,7,298
2025-02-23,SKU-005,5,8,7,298
2025-02-24,SKU-005,4,10,7,298
2025-02-25,SKU-005,0,17,7,298
2025-02-26,SKU-005,0,23,7,298
2025-02-27,SKU-005,7,21,7,298
2025-02-28,SKU-005,4,7,7,298
2025-03-01,SKU-005,10,26,7,298
2025-03-02,SKU-005,1,5,7,298
2025-03-03,SKU-005,2,21,7,298
2025-03-04,SKU-005,2,2,7,298
2025-03-05,SKU-005,11,20,7,298
2025-03-06,SKU-005,8,32,7,298
2025-03-07,SKU-005,8,26,7,298
2025-03-08,SKU-005,1,34,7,298
2025-03-09,SKU-005,9,31,7,298
2025-03-10,SKU-005,6,17,7,298
2025-03-11,SKU-005,2,14,7,298
2025-03-12,SKU-005,7,10,7,298
2025-03-13,SKU-005,3,31,7,298
2025-03-14,SKU-005,0,9,7,298
2025-03-15,SKU-005,0,29,7,298
2025-03-16,SKU-005,5,34,7,298
2025-03-17,SKU-005,11,30,7,298
2025-03-18,SKU-005,7,9,7,298
2025-03-19,SKU-005,11,11,7,298
2025-03-20,SKU-005,7,5,7,298
2025-03-21,SKU-005,7,21,7,298
2025-03-22,SKU-005,3,11,7,298
2025-03-23,SKU-005,8,17,7,298
2025-03-24,SKU-005,1,30,7,298
2025-03-25,SKU-005,6,4,7,298
2025-03-26,SKU-005,1,0,7,298
2025-03-27,SKU-005,10,30,7,298
2025-03-28,SKU-005,9,34,7,298
2025-03-29,SKU-005,8,33,7,298
2025-03-30,SKU-005,10,30,7,298
2025-03-31,SKU-005,0,30,7,298
2025-04-01,SKU-005,0,29,7,298
2025-04-02,SKU-005,11,24,7,298
2025-04-03,SKU-005,7,5,7,298
2025-04-04,SKU-005,8,21,7,298
2025-04-05,SKU-005,5,2,7,298
2025-04-06,SKU-005,4,3,7,298
2025-04-07,SKU-005,7,27,7,298
2025-04-08,SKU-005,3,21,7,298
2025-04-09,SKU-005,8,10,7,298
2025-04-10,SKU-005,3,31,7,298
2025-04-11,SKU-005,4,2,7,298
2025-04-12,SKU-005,6,1,7,298
2025-04-13,SKU-005,2,30,7,298
2025-04-14,SKU-005,11,27,7,298
2025-04-15,SKU-005,5,32,7,298
2025-04-16,SKU-005,6,30,7,298
2025-04-17,SKU-005,0,18,7,298
2025-04-18,SKU-005,0,11,7,298
2025-04-19,SKU-005,6,17,7,298
2025-04-20,SKU-005,11,34,7,298
2025-04-21,SKU-005,10,24,7,298
2025-04-22,SKU-005,7,8,7,298
2025-04-23,SKU-005,3,21,7,298
2025-04-24,SKU-005,5,9,7,298
2025-04-25,SKU-005,1,17,7,298
2025-04-26,SKU-005,11,16,7,298
2025-04-27,SKU-005,3,28,7,298
2025-04-28,SKU-005,9,32,7,298
2025-04-29,SKU-005,8,31,7,298
2025-04-30,SKU-005,3,10,7,298
2025-05-01,SKU-005,8,19,7,298
2025-05-02,SKU-005,7,14,7,298
2025-05-03,SKU-005,8,20,7,298
2025-05-04,SKU-005,0,17,7,298
2025-05-05,SKU-005,0,6,7,298
2025-05-06,SKU-005,4,31,7,298
2025-05-07,SKU-005,11,14,7,298
2025-05-08,SKU-005,3,5,7,298
2025-05-09,SKU-005,10,4,7,298
2025-05-10,SKU-005,4,18,7,298
2025-05-11,SKU-005,2,5,7,298
2025-05-12,SKU-005,7,16,7,298
2025-05-13,SKU-005,2,22,7,298
2025-05-14,SKU-005,4,1,7,298
2025-05-15,SKU-005,11,21,7,298
2025-05-16,SKU-005,5,19,7,298
2025-05-17,SKU-005,4,17,7,298
2025-05-18,SKU-005,5,20,7,298
2025-05-19,SKU-005,5,1,7,298
2025-05-20,SKU-005,4,27,7,298
2025-05-21,SKU-005,0,31,7,298
2025-05-22,SKU-005,0,7,7,298
2025-05-23,SKU-005,10,31,7,298
2025-05-24,SKU-005,7,6,7,298
2025-05-25,SKU-005,2,12,7,298
2025-05-26,SKU-005,1,3,7,298
2025-05-27,SKU-005,1,18,7,298
2025-05-28,SKU-005,1,1,7,298
2025-05-29,SKU-005,7,34,7,298
2025-05-30,SKU-005,1,28,7,298
2025-05-31,SKU-005,9,1,7,298
2025-06-01,SKU-005,11,7,7,298
2025-06-02,SKU-005,9,15,7,298
2025-06-03,SKU-005,2,28,7,298
2025-06-04,SKU-005,4,25,7,298
2025-06-05,SKU-005,2,2,7,298
2025-06-06,SKU-005,11,21,7,298
2025-06-07,SKU-005,0,12,7,298
2025-06-08,SKU-005,0,1,7,298
2025-06-09,SKU-005,3,13,7,298
2025-06-10,SKU-005,4,30,7,298
2025-06-11,SKU-005,2,4,7,298
2025-06-12,SKU-005,8,0,7,298
2025-06-13,SKU-005,6,25,7,298
2025-06-14,SKU-005,6,8,7,298
2025-06-15,SKU-005,9,24,7,298
2025-06-16,SKU-005,7,21,7,298
2025-06-17,SKU-005,7,11,7,298
2025-06-18,SKU-005,8,25,7,298
2025-06-19,SKU-005,6,16,7,298
2025-06-20,SKU-005,11,23,7,298
2025-06-21,SKU-005,9,15,7,298
2025-06-22,SKU-005,9,26,7,298
2025-06-23,SKU-005,9,22,7,298
2025-06-24,SKU-005,0,23,7,298
2025-06-25,SKU-005,0,5,7,298
2025-06-26,SKU-005,3,30,7,298
2025-06-27,SKU-005,4,30,7,298
2025-06-28,SKU-005,7,24,7,298
2025-06-29,SKU-005,3,0,7,298
2025-06-30,SKU-005,9,13,7,298
2025-07-01,SKU-005,7,30,7,298
2025-07-02,SKU-005,3,7,7,298
2025-07-03,SKU-005,8,6,7,298
2025-07-04,SKU-005,6,11,7,298
2025-07-05,SKU-005,7,30,7,298
2025-07-06,SKU-005,1,31,7,298
2025-07-07,SKU-005,9,11,7,298
2025-07-08,SKU-005,1,14,7,298
2025-07-09,SKU-005,4,27,7,298
2025-07-10,SKU-005,1,15,7,298
2025-07-11,SKU-005,0,16,7,298
2025-07-12,SKU-005,0,2,7,298
2025-07-13,SKU-005,5,11,7,298
2024-01-01,SKU-006,2,16,8,340
2024-01-02,SKU-006,4,29,8,340
2024-01-03,SKU-006,9,10,8,340
2024-01-04,SKU-006,1,18,8,340
2024-01-05,SKU-006,4,9,8,340
2024-01-06,SKU-006,8,24,8,340
2024-01-07,SKU-006,4,23,8,340
2024-01-08,SKU-006,9,3,8,340
2024-01-09,SKU-006,4,21,8,340
2024-01-10,SKU-006,1,17,8,340
2024-01-11,SKU-006,4,32,8,340
2024-01-12,SKU-006,6,23,8,340
2024-01-13,SKU-006,0,33,8,340
2024-01-14,SKU-006,0,19,8,340
2024-01-15,SKU-006,1,19,8,340
2024-01-16,SKU-006,11,21,8,340
2024-01-17,SKU-006,6,6,8,340
2024-01-18,SKU-006,2,6,8,340
2024-01-19,SKU-006,10,30,8,340
2024-01-20,SKU-006,1,17,8,340
2024-01-21,SKU-006,1,11,8,340
2024-01-22,SKU-006,4,3,8,340
2024-01-23,SKU-006,10,13,8,340
2024-01-24,SKU-006,1,29,8,340
2024-01-25,SKU-006,3,31,8,340
2024-01-26,SKU-006,11,24,8,340
2024-01-27,SKU-006,2,23,8,340
2024-01-28,SKU-006,10,10,8,340
2024-01-29,SKU-006,8,26,8,340
2024-01-30,SKU-006,0,12,8,340
2024-01-31,SKU-006,0,20,8,340
2024-02-01,SKU-006,7,31,8,340
2024-02-02,SKU-006,10,33,8,340
2024-02-03,SKU-006,8,21,8,340
2024-02-04,SKU-006,5,29,8,340
2024-02-05,SKU-006,10,10,8,340
2024-02-06,SKU-006,5,13,8,340
2024-02-07,SKU-006,1,21,8,340
2024-02-08,SKU-006,2,1,8,340
2024-02-09,SKU-006,3,27,8,340
2024-02-10,SKU-006,6,1,8,340
2024-02-11,SKU-006,7,30,8,340
2024-02-12,SKU-006,3,6,8,340
2024-02-13,SKU-006,3,20,8,340
2024-02-14,SKU-006,6,0,8,340
2024-02-15,SKU-006,1,30,8,340
2024-02-16,SKU-006,0,8,8,340
2024-02-17,SKU-006,0,10,8,340
2024-02-18,SKU-006,2,3,8,340
2024-02-19,SKU-006,1,32,8,340
2024-02-20,SKU-006,5,2,8,340
2024-02-21,SKU-006,5,4,8,340
2024-02-22,SKU-006,9,7,8,340
2024-02-23,SKU-006,3,27,8,340
2024-02-24,SKU-006,10,24,8,340
2024-02-25,SKU-006,8,18,8,340
2024-02-26,SKU-006,10,14,8,340
2024-02-27,SKU-006,9,24,8,340
2024-02-28,SKU-006,9,21,8,340
2024-02-29,SKU-006,4,23,8,340
2024-03-01,SKU-006,6,2,8,340
2024-03-02,SKU-006,2,3,8,340
2024-03-03,SKU-006,10,0,8,340
2024-03-04,SKU-006,0,3,8,340
2024-03-05,SKU-006,0,4,8,340
2024-03-06,SKU-006,7,9,8,340
2024-03-07,SKU-006,9,22,8,340
2024-03-08,SKU-006,3,5,8,340
2024-03-09,SKU-006,5,9,8,340
2024-03-10,SKU-006,10,30,8,340
2024-03-11,SKU-006,4,2,8,340
2024-03-12,SKU-006,5,28,8,340
2024-03-13,SKU-006,5,26,8,340
2024-03-14,SKU-006,4,23,8,340
2024-03-15,SKU-006,7,9,8,340
2024-03-16,SKU-006,1,1,8,340
2024-03-17,SKU-006,10,6,8,340
2024-03-18,SKU-006,2,28,8,340
2024-03-19,SKU-006,5,9,8,340
2024-03-20,SKU-006,1,24,8,340
2024-03-21,SKU-006,0,7,8,340
2024-03-22,SKU-006,0,34,8,340
2024-03-23,SKU-006,1,7,8,340
2024-03-24,SKU-006,2,13,8,340
2024-03-25,SKU-006,2,30,8,340
2024-03-26,SKU-006,8,4,8,340
2024-03-27,SKU-006,5,25,8,340
2024-03-28,SKU-006,3,17,8,340
2024-03-29,SKU-006,9,29,8,340
2024-03-30,SKU-006,4,8,8,340
2024-03-31,SKU-006,6,19,8,340
2024-04-01,SKU-006,8,18,8,340
2024-04-02,SKU-006,2,13,8,340
2024-04-03,SKU-006,7,8,8,340
2024-04-04,SKU-006,7,8,8,340
2024-04-05,SKU-006,6,15,8,340
2024-04-06,SKU-006,2,4,8,340
2024-04-07,SKU-006,0,7,8,340
2024-04-08,SKU-006,0,23,8,340
2024-04-09,SKU-006,8,15,8,340
2024-04-10,SKU-006,7,9,8,340
2024-04-11,SKU-006,8,34,8,340
2024-04-12,SKU-006,1,9,8,340
2024-04-13,SKU-006,5,30,8,340
2024-04-14,SKU-006,1,17,8,340
2024-04-15,SKU-006,9,33,8,340
2024-04-16,SKU-006,10,6,8,340
2024-04-17,SKU-006,3,34,8,340
2024-04-18,SKU-006,11,26,8,340
2024-04-19,SKU-006,3,9,8,340
2024-04-20,SKU-006,5,8,8,340
2024-04-21,SKU-006,9,14,8,340
2024-04-22,SKU-006,9,34,8,340
2024-04-23,SKU-006,1,29,8,340
2024-04-24,SKU-006,0,28,8,340
2024-04-25,SKU-006,0,31,8,340
2024-04-26,SKU-006,5,9,8,340
2024-04-27,SKU-006,7,8,8,340
2024-04-28,SKU-006,11,34,8,340
2024-04-29,SKU-006,8,0,8,340
2024-04-30,SKU-006,5,17,8,340
2024-05-01,SKU-006,8,31,8,340
2024-05-02,SKU-006,9,22,8,340
2024-05-03,SKU-006,2,6,8,340
2024-05-04,SKU-006,11,25,8,340
2024-05-05,SKU-006,4,25,8,340
2024-05-06,SKU-006,2,5,8,340
2024-05-07,SKU-006,4,27,8,340
2024-05-08,SKU-006,11,13,8,340
2024-05-09,SKU-006,7,1,8,340
2024-05-10,SKU-006,2,31,8,340
2024-05-11,SKU-006,0,6,8,340
2024-05-12,SKU-006,0,13,8,340
2024-05-13,SKU-006,5,2,8,340
2024-05-14,SKU-006,10,29,8,340
2024-05-15,SKU-006,11,8,8,340
2024-05-16,SKU-006,8,1,8,340
2024-05-17,SKU-006,6,0,8,340
2024-05-18,SKU-006,9,30,8,340
2024-05-19,SKU-006,10,28,8,340
2024-05-20,SKU-006,3,29,8,340
2024-05-21,SKU-006,9,25,8,340
2024-05-22,SKU-006,9,4,8,340
2024-05-23,SKU-006,7,31,8,340
2024-05-24,SKU-006,1,22,8,340
2024-05-25,SKU-006,6,26,8,340
2024-05-26,SKU-006,4,29,8,340
2024-05-27,SKU-006,9,31,8,340
2024-05-28,SKU-006,0,26,8,340
2024-05-29,SKU-006,0,12,8,340
2024-05-30,SKU-006,9,18,8,340
2024-05-31,SKU-006,1,7,8,340
2024-06-01,SKU-006,2,23,8,340
2024-06-02,SKU-006,5,34,8,340
2024-06-03,SKU-006,8,31,8,340
2024-06-04,SKU-006,10,18,8,340
2024-06-05,SKU-006,8,3,8,340
2024-06-06,SKU-006,1,16,8,340
2024-06-07,SKU-006,1,7,8,340
2024-06-08,SKU-006,1,12,8,340
2024-06-09,SKU-006,11,23,8,340
2024-06-10,SKU-006,8,5,8,340
2024-06-11,SKU-006,7,27,8,340
2024-06-12,SKU-006,4,7,8,340
2024-06-13,SKU-006,10,31,8,340
2024-06-14,SKU-006,0,8,8,340
2024-06-15,SKU-006,0,9,8,340
2024-06-16,SKU-006,5,32,8,340
2024-06-17,SKU-006,4,27,8,340
2024-06-18,SKU-006,11,5,8,340
2024-06-19,SKU-006,11,6,8,340
2024-06-20,SKU-006,8,26,8,340
2024-06-21,SKU-006,9,23,8,340
2024-06-22,SKU-006,3,14,8,340
2024-06-23,SKU-006,8,26,8,340
2024-06-24,SKU-006,10,16,8,340
2024-06-25,SKU-006,10,12,8,340
2024-06-26,SKU-006,11,23,8,340
2024-06-27,SKU-006,2,24,8,340
2024-06-28,SKU-006,1,31,8,340
2024-06-29,SKU-006,2,15,8,340
2024-06-30,SKU-006,4,28,8,340
2024-07-01,SKU-006,0,19,8,340
2024-07-02,SKU-006,0,3,8,340
2024-07-03,SKU-006,6,25,8,340
2024-07-04,SKU-006,6,1,8,340
2024-07-05,SKU-006,7,12,8,340
2024-07-06,SKU-006,8,13,8,340
2024-07-07,SKU-006,3,9,8,340
2024-07-08,SKU-006,9,13,8,340
2024-07-09,SKU-006,8,11,8,340
2024-07-10,SKU-006,6,26,8,340
2024-07-11,SKU-006,11,9,8,340
2024-07-12,SKU-006,1,6,8,340
2024-07-13,SKU-006,5,5,8,340
2024-07-14,SKU-006,5,10,8,340
2024-07-15,SKU-006,3,33,8,340
2024-07-16,SKU-006,5,31,8,340
2024-07-17,SKU-006,7,24,8,340
2024-07-18,SKU-006,0,11,8,340
2024-07-19,SKU-006,0,17,8,340
2024-07-20,SKU-006,7,19,8,340
2024-07-21,SKU-006,8,1,8,340
2024-07-22,SKU-006,6,0,8,340
2024-07-23,SKU-006,6,9,8,340
2024-07-24,SKU-006,3,18,8,340
2024-07-25,SKU-006,8,22,8,340
2024-07-26,SKU-006,2,13,8,340
2024-07-27,SKU-006,10,2,8,340
2024-07-28,SKU-006,9,4,8,340
2024-07-29,SKU-006,1,27,8,340
2024-07-30,SKU-006,8,1,8,340
2024-07-31,SKU-006,5,0,8,340
2024-08-01,SKU-006,4,6,8,340
2024-08-02,SKU-006,5,23,8,340
2024-08-03,SKU-006,4,19,8,340
2024-08-04,SKU-006,0,34,8,340
2024-08-05,SKU-006,0,32,8,340
2024-08-06,SKU-006,9,23,8,340
2024-08-07,SKU-006,2,16,8,340
2024-08-08,SKU-006,4,25,8,340
2024-08-09,SKU-006,3,9,8,340
2024-08-10,SKU-006,7,33,8,340
2024-08-11,SKU-006,6,21,8,340
2024-08-12,SKU-006,10,14,8,340
2024-08-13,SKU-006,4,33,8,340
2024-08-14,SKU-006,10,27,8,340
2024-08-15,SKU-006,10,17,8,340
2024-08-16,SKU-006,1,7,8,340
2024-08-17,SKU-006,8,9,8,340
2024-08-18,SKU-006,1,7,8,340
2024-08-19,SKU-006,9,4,8,340
2024-08-20,SKU-006,8,16,8,340
2024-08-21,SKU-006,0,20,8,340
2024-08-22,SKU-006,0,16,8,340
2024-08-23,SKU-006,11,32,8,340
2024-08-24,SKU-006,6,31,8,340
2024-08-25,SKU-006,6,0,8,340
2024-08-26,SKU-006,2,15,8,340
2024-08-27,SKU-006,5,32,8,340
2024-08-28,SKU-006,8,10,8,340
2024-08-29,SKU-006,4,14,8,340
2024-08-30,SKU-006,8,18,8,340
2024-08-31,SKU-006,11,32,8,340
2024-09-01,SKU-006,7,17,8,340
2024-09-02,SKU-006,5,10,8,340
2024-09-03,SKU-006,9,14,8,340
2024-09-04,SKU-006,2,7,8,340
2024-09-05,SKU-006,8,29,8,340
2024-09-06,SKU-006,1,16,8,340
2024-09-07,SKU-006,0,18,8,340
2024-09-08,SKU-006,0,16,8,340
2024-09-09,SKU-006,10,16,8,340
2024-09-10,SKU-006,10,20,8,340
2024-09-11,SKU-006,7,33,8,340
2024-09-12,SKU-006,7,20,8,340
2024-09-13,SKU-006,10,16,8,340
2024-09-14,SKU-006,10,20,8,340
2024-09-15,SKU-006,11,28,8,340
2024-09-16,SKU-006,7,3,8,340
2024-09-17,SKU-006,3,21,8,340
2024-09-18,SKU-006,1,23,8,340
2024-09-19,SKU-006,3,2,8,340
2024-09-20,SKU-006,4,33,8,340
2024-09-21,SKU-006,7,32,8,340
2024-09-22,SKU-006,4,15,8,340
2024-09-23,SKU-006,5,27,8,340
2024-09-24,SKU-006,0,27,8,340
2024-09-25,SKU-006,0,28,8,340
2024-09-26,SKU-006,5,28,8,340
2024-09-27,SKU-006,5,33,8,340
2024-09-28,SKU-006,5,33,8,340
2024-09-29,SKU-006,2,34,8,340
2024-09-30,SKU-006,4,18,8,340
2024-10-01,SKU-006,3,14,8,340
2024-10-02,SKU-006,2,5,8,340
2024-10-03,SKU-006,3,33,8,340
2024-10-04,SKU-006,9,2,8,340
2024-10-05,SKU-006,1,33,8,340
2024-10-06,SKU-006,1,4,8,340
2024-10-07,SKU-006,8,12,8,340
2024-10-08,SKU-006,1,19,8,340
2024-10-09,SKU-006,5,7,8,340
2024-10-10,SKU-006,8,26,8,340
2024-10-11,SKU-006,0,27,8,340
2024-10-12,SKU-006,0,8,8,340
2024-10-13,SKU-006,3,31,8,340
2024-10-14,SKU-006,8,14,8,340
2024-10-15,SKU-006,4,15,8,340
2024-10-16,SKU-006,3,25,8,340
2024-10-17,SKU-006,1,29,8,340
2024-10-18,SKU-006,2,29,8,340
2024-10-19,SKU-006,2,31,8,340
2024-10-20,SKU-006,4,30,8,340
2024-10-21,SKU-006,8,18,8,340
2024-10-22,SKU-006,8,31,8,340
2024-10-23,SKU-006,2,7,8,340
2024-10-24,SKU-006,9,3,8,340
2024-10-25,SKU-006,6,23,8,340
2024-10-26,SKU-006,10,26,8,340
2024-10-27,SKU-006,1,12,8,340
2024-10-28,SKU-006,0,0,8,340
2024-10-29,SKU-006,0,21,8,340
2024-10-30,SKU-006,4,16,8,340
2024-10-31,SKU-006,5,2,8,340
2024-11-01,SKU-006,6,33,8,340
2024-11-02,SKU-006,7,19,8,340
2024-11-03,SKU-006,11,14,8,340
2024-11-04,SKU-006,11,27,8,340
2024-11-05,SKU-006,2,30,8,340
2024-11-06,SKU-006,8,28,8,340
2024-11-07,SKU-006,7,24,8,340
2024-11-08,SKU-006,2,9,8,340
2024-11-09,SKU-006,6,12,8,340
2024-11-10,SKU-006,5,31,8,340
2024-11-11,SKU-006,7,26,8,340
2024-11-12,SKU-006,9,8,8,340
2024-11-13,SKU-006,9,29,8,340
2024-11-14,SKU-006,0,15,8,340
2024-11-15,SKU-006,0,16,8,340
2024-11-16,SKU-006,5,3,8,340
2024-11-17,SKU-006,11,1,8,340
2024-11-18,SKU-006,4,0,8,340
2024-11-19,SKU-006,8,24,8,340
2024-11-20,SKU-006,3,26,8,340
2024-11-21,SKU-006,10,28,8,340
2024-11-22,SKU-006,7,15,8,340
2024-11-23,SKU-006,4,1,8,340
2024-11-24,SKU-006,8,22,8,340
2024-11-25,SKU-006,1,23,8,340
2024-11-26,SKU-006,5,30,8,340
2024-11-27,SKU-006,9,15,8,340
2024-11-28,SKU-006,2,6,8,340
2024-11-29,SKU-006,10,3,8,340
2024-11-30,SKU-006,1,10,8,340
2024-12-01,SKU-006,0,20,8,340
2024-12-02,SKU-006,0,19,8,340
2024-12-03,SKU-006,2,0,8,340
2024-12-04,SKU-006,8,6,8,340
2024-12-05,SKU-006,7,34,8,340
2024-12-06,SKU-006,11,0,8,340
2024-12-07,SKU-006,3,18,8,340
2024-12-08,SKU-006,4,1,8,340
2024-12-09,SKU-006,2,6,8,340
2024-12-10,SKU-006,2,10,8,340
