sku_id,category,subcategory,snapshot_date,on_hand_units,on_order_units,inventory_position,lead_time_days,source_reorder_point,calculated_risk_threshold,demand_rate_weekly,forecast_rate_weekly,preferred_demand_source,coverage_weeks,shortfall_units,stockout_risk,overstock_risk,volatility_cv,unit_cost,excess_units_over_healthy,inventory_value_exposure_rupees,stockout_shortfall_rupees,rupee_value_at_stake,decision,decision_reason,data_quality_flag,weeks_observed
SKU02964,Stationery & Office,Notebooks,2025-12-31 00:00:00,7077.0,0.0,7077.0,14.0,1540.0,6.0,3.0,0.0,d3_forecast,2359.0,0.0,0.0,1.0,,148.88,7065.0,1051837.2,0.0,1051837.2,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU04147,Home Care,Air Fresheners,2025-12-31 00:00:00,7641.0,0.0,7641.0,14.0,1661.0,6.0,3.0,0.0,d3_forecast,2547.0,0.0,0.0,1.0,,137.71,7629.0,1050589.59,0.0,1050589.59,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU02112,Stationery & Office,Notebooks,2025-12-31 00:00:00,8479.0,0.0,8479.0,14.0,1789.0,3.0,1.5,1.0,d3_forecast,5652.666666666667,0.0,0.0,1.0,,123.35,8473.0,1045144.5499999999,0.0,1045144.5499999999,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU02423,Electronics & Accessories,Mobile Accessories,2025-12-31 00:00:00,382.0,0.0,382.0,14.0,223.0,2.75,1.375,1.375,d3_forecast,277.8181818181818,0.0,0.0,1.0,0.54110822483116,2717.56,376.5,1023161.34,0.0,1023161.34,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,ok,8.0
SKU03737,Grocery,Spices & Seasoning,2025-12-31 00:00:00,6812.0,0.0,6812.0,14.0,1663.0,3.0,1.5,1.0,d3_forecast,4541.333333333333,0.0,0.0,1.0,,150.1,6806.0,1021580.6,0.0,1021580.6,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU00262,Snacks & Confectionery,Chocolates,2025-12-31 00:00:00,7920.0,0.0,7920.0,14.0,1785.0,2.0,1.0,0.0,d3_forecast,7920.0,0.0,0.0,1.0,,128.94,7916.0,1020689.04,0.0,1020689.04,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03254,Stationery & Office,Office Supplies,2025-12-31 00:00:00,7477.0,0.0,7477.0,14.0,1654.0,2.0,1.0,0.0,d3_forecast,7477.0,0.0,0.0,1.0,,134.91,7473.0,1008182.4299999999,0.0,1008182.4299999999,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU04421,Electronics & Accessories,Small Appliances,2025-12-31 00:00:00,401.0,0.0,401.0,14.0,192.0,2.0,1.0,0.0,d3_forecast,401.0,0.0,0.0,1.0,,2520.92,397.0,1000805.24,0.0,1000805.24,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU02520,Stationery & Office,Notebooks,2025-12-31 00:00:00,7911.0,0.0,7911.0,14.0,1719.0,6.0,3.0,0.0,d3_forecast,2637.0,0.0,0.0,1.0,,125.85,7899.0,994089.1499999999,0.0,994089.1499999999,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03436,Snacks & Confectionery,Chips & Crisps,2025-12-31 00:00:00,7770.0,0.0,7770.0,14.0,1841.0,2.4375,1.6,1.21875,d3_forecast,6375.384615384615,0.0,0.0,1.0,0.5590169943749473,127.47,7765.125,989820.48375,0.0,989820.48375,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,5.0
SKU03281,Snacks & Confectionery,Chips & Crisps,2025-12-31 00:00:00,10211.0,0.0,10211.0,14.0,2181.0,3.0,1.5,1.0,d3_forecast,6807.333333333333,0.0,0.0,1.0,,96.88,10205.0,988660.3999999999,0.0,988660.3999999999,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04107,Dairy & Bakery,Butter & Ghee,2025-12-31 00:00:00,7804.0,0.0,7804.0,14.0,1726.0,2.0,1.0,0.0,d3_forecast,7804.0,0.0,0.0,1.0,,126.03,7800.0,983034.0,0.0,983034.0,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03932,Dairy & Bakery,Milk,2025-12-31 00:00:00,9179.0,0.0,9179.0,14.0,1910.0,2.0,1.0,1.0,d3_forecast,9179.0,0.0,0.0,1.0,,107.12,9175.0,982826.0,0.0,982826.0,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01534,Apparel & Footwear,Footwear,2025-12-31 00:00:00,495.0,0.0,495.0,14.0,172.0,3.8249999999999997,1.9090909090909092,1.9124999999999999,d3_forecast,258.8235294117647,0.0,0.0,1.0,0.5471012044321931,2016.22,487.35,982604.817,0.0,982604.817,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,ok,11.0
SKU02570,Beverages,Soft Drinks,2025-12-31 00:00:00,8864.0,0.0,8864.0,14.0,1943.0,4.0,2.0,1.0,d3_forecast,4432.0,0.0,0.0,1.0,,110.51,8856.0,978676.56,0.0,978676.56,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU00228,Electronics & Accessories,Mobile Accessories,2025-12-31 00:00:00,495.0,0.0,495.0,14.0,180.0,2.6666666666666665,1.5,1.3333333333333333,d3_forecast,371.25,0.0,0.0,1.0,0.38490017945975047,1970.47,489.6666666666667,964873.4766666667,0.0,964873.4766666667,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU02500,Dairy & Bakery,Eggs,2025-12-31 00:00:00,8585.0,0.0,8585.0,14.0,1935.0,4.0,2.0,0.0,d3_forecast,4292.5,0.0,0.0,1.0,,112.45,8577.0,964483.65,0.0,964483.65,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU00677,Electronics & Accessories,Mobile Accessories,2025-12-31 00:00:00,394.0,0.0,394.0,14.0,380.0,4.0,2.0,3.0,d3_forecast,197.0,0.0,0.0,1.0,,2495.92,386.0,963425.12,0.0,963425.12,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01070,Home Care,Pest Control,2025-12-31 00:00:00,7217.0,0.0,7217.0,14.0,1643.0,3.0,1.5,1.0,d3_forecast,4811.333333333333,0.0,0.0,1.0,,133.29,7211.0,961154.19,0.0,961154.19,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU03130,Electronics & Accessories,Small Appliances,2025-12-31 00:00:00,387.0,0.0,387.0,14.0,181.0,2.0,1.0,1.0,d3_forecast,387.0,0.0,0.0,1.0,0.0,2504.6,383.0,959261.7999999999,0.0,959261.7999999999,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,6.0
SKU01389,Electronics & Accessories,Mobile Accessories,2025-12-31 00:00:00,474.0,0.0,474.0,14.0,326.0,4.0,2.0,2.0,d3_forecast,237.0,0.0,0.0,1.0,,2053.94,466.0,957136.04,0.0,957136.04,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU04194,Dairy & Bakery,Cheese,2025-12-31 00:00:00,7126.0,0.0,7126.0,14.0,1580.0,4.0,2.0,0.0,d3_forecast,3563.0,0.0,0.0,1.0,,133.83,7118.0,952601.9400000001,0.0,952601.9400000001,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03105,Snacks & Confectionery,Candy,2025-12-31 00:00:00,8195.0,0.0,8195.0,14.0,1764.0,6.0,3.0,1.0,d3_forecast,2731.6666666666665,0.0,0.0,1.0,,115.79,8183.0,947509.5700000001,0.0,947509.5700000001,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04292,Personal Care,Oral Care,2025-12-31 00:00:00,7275.0,0.0,7275.0,14.0,1650.0,2.0,1.0,0.0,d3_forecast,7275.0,0.0,0.0,1.0,,130.29,7271.0,947338.59,0.0,947338.59,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU01734,Home & Kitchen,Cookware,2025-12-31 00:00:00,462.0,0.0,462.0,14.0,221.0,4.0,2.0,0.0,d3_forecast,231.0,0.0,0.0,1.0,,2074.54,454.0,941841.16,0.0,941841.16,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03284,Personal Care,Bath & Body,2025-12-31 00:00:00,6422.0,0.0,6422.0,14.0,1479.0,4.0,1.75,2.0,d3_forecast,3211.0,0.0,0.0,1.0,0.5471012044321932,146.77,6414.0,941382.78,0.0,941382.78,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU04605,Snacks & Confectionery,Chocolates,2025-12-31 00:00:00,7236.0,0.0,7236.0,14.0,1589.0,4.666666666666667,2.3333333333333335,3.0,d3_forecast,3101.142857142857,0.0,0.0,1.0,,129.91,7226.666666666667,938816.2666666667,0.0,938816.2666666667,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU04443,Grocery,Sugar & Salt,2025-12-31 00:00:00,8071.0,0.0,8071.0,14.0,1725.0,2.0,1.0,1.0,d3_forecast,8071.0,0.0,0.0,1.0,,116.32,8067.0,938353.44,0.0,938353.44,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU03773,Home Care,Air Fresheners,2025-12-31 00:00:00,8090.0,0.0,8090.0,14.0,1822.0,3.75,2.25,1.875,d3_forecast,4314.666666666667,0.0,0.0,1.0,0.42552315900281695,115.06,8082.5,929972.4500000001,0.0,929972.4500000001,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU00342,Home & Kitchen,Home Decor,2025-12-31 00:00:00,6864.0,0.0,6864.0,14.0,1566.0,2.0,1.0,0.0,d3_forecast,6864.0,0.0,0.0,1.0,,135.24,6860.0,927746.4,0.0,927746.4,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU01822,Stationery & Office,Office Supplies,2025-12-31 00:00:00,8786.0,0.0,8786.0,14.0,1891.0,8.0,4.0,0.0,d3_forecast,2196.5,0.0,0.0,1.0,,105.39,8770.0,924270.3,0.0,924270.3,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU00367,Home & Kitchen,Storage & Containers,2025-12-31 00:00:00,774.0,0.0,774.0,14.0,348.0,3.0,1.5,1.0,d3_forecast,516.0,0.0,0.0,1.0,,1201.33,768.0,922621.44,0.0,922621.44,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU00650,Home Care,Surface Cleaners,2025-12-31 00:00:00,4384.0,0.0,4384.0,14.0,990.0,2.0,1.0,1.0,d3_forecast,4384.0,0.0,0.0,1.0,,210.08,4380.0,920150.4,0.0,920150.4,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU00767,Frozen Foods,Frozen Meat,2025-12-31 00:00:00,4371.0,0.0,4371.0,14.0,1035.0,6.0,3.0,0.0,d3_forecast,1457.0,0.0,0.0,1.0,,210.39,4359.0,917090.0099999999,0.0,917090.0099999999,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03031,Snacks & Confectionery,Chocolates,2025-12-31 00:00:00,8024.0,0.0,8024.0,14.0,1771.0,8.0,4.0,0.0,d3_forecast,2006.0,0.0,0.0,1.0,,113.9,8008.0,912111.2000000001,0.0,912111.2000000001,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU00535,Snacks & Confectionery,Chocolates,2025-12-31 00:00:00,6972.0,0.0,6972.0,14.0,1557.0,3.0,1.5,2.0,d3_forecast,4648.0,0.0,0.0,1.0,,130.34,6966.0,907948.4400000001,0.0,907948.4400000001,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU03493,Stationery & Office,Office Supplies,2025-12-31 00:00:00,7540.0,0.0,7540.0,14.0,1733.0,4.0,2.0,0.0,d3_forecast,3770.0,0.0,0.0,1.0,,120.23,7532.0,905572.36,0.0,905572.36,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03416,Dairy & Bakery,Bread,2025-12-31 00:00:00,7112.0,0.0,7112.0,14.0,1695.0,6.0,3.0,0.0,d3_forecast,2370.6666666666665,0.0,0.0,1.0,,126.44,7100.0,897724.0,0.0,897724.0,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU00972,Beverages,Tea,2025-12-31 00:00:00,5611.0,0.0,5611.0,14.0,1188.0,8.0,4.0,3.0,d3_forecast,1402.75,0.0,0.0,1.0,,160.25,5595.0,896598.75,0.0,896598.75,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU03457,Dairy & Bakery,Cheese,2025-12-31 00:00:00,7441.0,0.0,7441.0,14.0,1609.0,3.5,1.6,1.75,d3_forecast,4252.0,0.0,0.0,1.0,0.5590169943749473,120.2,7434.0,893566.8,0.0,893566.8,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,5.0
SKU04797,Personal Care,Bath & Body,2025-12-31 00:00:00,4377.0,0.0,4377.0,14.0,984.0,2.0,1.0,0.0,d3_forecast,4377.0,0.0,0.0,1.0,,203.57,4373.0,890211.61,0.0,890211.61,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU00462,Home Care,Dishwashing,2025-12-31 00:00:00,6636.0,0.0,6636.0,14.0,1405.0,3.3333333333333335,1.6666666666666667,2.0,d3_forecast,3981.6,0.0,0.0,1.0,,133.73,6629.333333333333,886540.7466666666,0.0,886540.7466666666,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU00991,Home & Kitchen,Cookware,2025-12-31 00:00:00,6857.0,0.0,6857.0,14.0,1587.0,4.0,1.75,2.0,d3_forecast,3428.5,0.0,0.0,1.0,0.8571428571428571,127.96,6849.0,876398.0399999999,0.0,876398.0399999999,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU04475,Personal Care,Men's Grooming,2025-12-31 00:00:00,9740.0,0.0,9740.0,14.0,2147.0,9.0,4.5,5.0,d3_forecast,2164.4444444444443,0.0,0.0,1.0,,89.89,9722.0,873910.58,0.0,873910.58,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU02094,Beverages,Juices,2025-12-31 00:00:00,4523.0,0.0,4523.0,14.0,1048.0,5.0,2.5,4.0,d3_forecast,1809.2,0.0,0.0,1.0,,192.47,4513.0,868617.11,0.0,868617.11,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01396,Health & Wellness,First Aid,2025-12-31 00:00:00,8350.0,0.0,8350.0,14.0,1800.0,4.0,2.0,0.0,d3_forecast,4175.0,0.0,0.0,1.0,,104.01,8342.0,867651.42,0.0,867651.42,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU02918,Electronics & Accessories,Batteries,2025-12-31 00:00:00,541.0,0.0,541.0,14.0,297.0,4.6875,2.0,2.34375,d3_forecast,230.82666666666665,0.0,0.0,1.0,0.5,1612.16,531.625,857064.56,0.0,857064.56,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,5.0
SKU02590,Personal Care,Oral Care,2025-12-31 00:00:00,6176.0,0.0,6176.0,14.0,1384.0,2.0,1.0,0.0,d3_forecast,6176.0,0.0,0.0,1.0,,138.83,6172.0,856858.7600000001,0.0,856858.7600000001,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU02448,Electronics & Accessories,Batteries,2025-12-31 00:00:00,627.0,0.0,627.0,14.0,322.0,3.3333333333333335,2.75,1.6666666666666667,d3_forecast,376.2,0.0,0.0,1.0,0.8592392047732015,1380.72,620.3333333333334,856506.64,0.0,856506.64,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU04401,Grocery,Spices & Seasoning,2025-12-31 00:00:00,7220.0,0.0,7220.0,14.0,1621.0,2.0,1.0,1.0,d3_forecast,7220.0,0.0,0.0,1.0,,117.79,7216.0,849972.64,0.0,849972.64,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU03609,Grocery,Pulses & Lentils,2025-12-31 00:00:00,9392.0,0.0,9392.0,14.0,2008.0,2.0,1.0,0.0,d3_forecast,9392.0,0.0,0.0,1.0,,90.5,9388.0,849614.0,0.0,849614.0,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU04516,Apparel & Footwear,Kids Wear,2025-12-31 00:00:00,721.0,0.0,721.0,14.0,404.0,4.666666666666667,2.3333333333333335,2.0,d3_forecast,309.0,0.0,0.0,1.0,,1193.17,711.6666666666666,849139.3166666667,0.0,849139.3166666667,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU02630,Grocery,Pulses & Lentils,2025-12-31 00:00:00,4668.0,0.0,4668.0,14.0,1091.0,2.583333333333333,1.75,1.2916666666666665,d3_forecast,3613.9354838709683,0.0,0.0,1.0,0.5471012044321932,181.91,4662.833333333333,848216.0116666666,0.0,848216.0116666666,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU03432,Apparel & Footwear,Men's Wear,2025-12-31 00:00:00,519.0,0.0,519.0,14.0,360.0,3.3333333333333335,1.6666666666666667,2.0,d3_forecast,311.4,0.0,0.0,1.0,,1649.68,512.3333333333334,845186.0533333335,0.0,845186.0533333335,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU02057,Beverages,Energy Drinks,2025-12-31 00:00:00,7224.0,0.0,7224.0,14.0,1559.0,5.333333333333333,2.5,2.6666666666666665,d3_forecast,2709.0,0.0,0.0,1.0,0.5163977794943222,117.15,7213.333333333333,845042.0,0.0,845042.0,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU04177,Home & Kitchen,Cookware,2025-12-31 00:00:00,540.0,0.0,540.0,14.0,269.0,2.0,1.0,1.0,d3_forecast,540.0,0.0,0.0,1.0,,1574.45,536.0,843905.2000000001,0.0,843905.2000000001,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01805,Stationery & Office,Writing Instruments,2025-12-31 00:00:00,8896.0,0.0,8896.0,14.0,1896.0,2.0,1.0,0.0,d3_forecast,8896.0,0.0,0.0,1.0,,94.75,8892.0,842517.0,0.0,842517.0,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU04591,Dairy & Bakery,Butter & Ghee,2025-12-31 00:00:00,7049.0,0.0,7049.0,14.0,1500.0,2.6666666666666665,1.3333333333333333,1.5,d3_forecast,5286.75,0.0,0.0,1.0,,119.57,7043.666666666667,842211.2233333333,0.0,842211.2233333333,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU01032,Stationery & Office,Office Supplies,2025-12-31 00:00:00,5816.0,0.0,5816.0,14.0,1392.0,2.0,1.0,0.0,d3_forecast,5816.0,0.0,0.0,1.0,,144.67,5812.0,840822.0399999999,0.0,840822.0399999999,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03052,Home & Kitchen,Cookware,2025-12-31 00:00:00,555.0,0.0,555.0,14.0,269.0,3.75,1.8333333333333333,1.875,d3_forecast,296.0,0.0,0.0,1.0,0.5362865892273683,1528.57,547.5,836892.075,0.0,836892.075,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,6.0
SKU00837,Health & Wellness,OTC Medicine,2025-12-31 00:00:00,8483.0,0.0,8483.0,14.0,2046.0,4.0,2.0,1.0,d3_forecast,4241.5,0.0,0.0,1.0,,98.63,8475.0,835889.25,0.0,835889.25,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01356,Snacks & Confectionery,Biscuits & Cookies,2025-12-31 00:00:00,6931.0,0.0,6931.0,14.0,1502.0,2.0,1.0,0.0,d3_forecast,6931.0,0.0,0.0,1.0,,119.86,6927.0,830270.22,0.0,830270.22,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03467,Grocery,Spices & Seasoning,2025-12-31 00:00:00,4818.0,0.0,4818.0,14.0,1129.0,2.6666666666666665,1.3333333333333333,1.5,d3_forecast,3613.5,0.0,0.0,1.0,,172.45,4812.666666666667,829944.3666666667,0.0,829944.3666666667,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU02488,Electronics & Accessories,Small Appliances,2025-12-31 00:00:00,351.0,0.0,351.0,14.0,331.0,4.25,2.0,2.125,d3_forecast,165.1764705882353,0.0,0.0,1.0,0.408248290463863,2419.46,342.5,828665.05,0.0,828665.05,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU04118,Stationery & Office,Notebooks,2025-12-31 00:00:00,5534.0,0.0,5534.0,14.0,1197.0,8.833333333333332,4.25,4.416666666666666,d3_forecast,1252.9811320754718,0.0,0.0,1.0,0.5882352941176471,150.01,5516.333333333333,827505.1633333332,0.0,827505.1633333332,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU04222,Snacks & Confectionery,Biscuits & Cookies,2025-12-31 00:00:00,8692.0,0.0,8692.0,14.0,1945.0,3.3333333333333335,1.6666666666666667,1.5,d3_forecast,5215.2,0.0,0.0,1.0,,94.61,8685.333333333334,821719.3866666667,0.0,821719.3866666667,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU04653,Snacks & Confectionery,Namkeen,2025-12-31 00:00:00,7936.0,0.0,7936.0,14.0,1744.0,4.0,2.0,0.0,d3_forecast,3968.0,0.0,0.0,1.0,,103.45,7928.0,820151.6,0.0,820151.6,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03009,Electronics & Accessories,Small Appliances,2025-12-31 00:00:00,405.0,0.0,405.0,14.0,278.0,4.0,1.75,2.0,d3_forecast,202.5,0.0,0.0,1.0,0.5471012044321932,2047.94,397.0,813032.18,0.0,813032.18,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU04065,Electronics & Accessories,Small Appliances,2025-12-31 00:00:00,354.0,0.0,354.0,14.0,177.0,3.0,1.4,1.5,d3_forecast,236.0,0.0,0.0,1.0,0.63887656499994,2335.8,348.0,812858.4,0.0,812858.4,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,5.0
SKU04057,Home & Kitchen,Storage & Containers,2025-12-31 00:00:00,711.0,0.0,711.0,14.0,385.0,2.0,1.0,0.0,d3_forecast,711.0,0.0,0.0,1.0,,1144.5,707.0,809161.5,0.0,809161.5,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU02718,Beverages,Soft Drinks,2025-12-31 00:00:00,7986.0,0.0,7986.0,14.0,1737.0,2.0,1.0,1.0,d3_forecast,7986.0,0.0,0.0,1.0,,101.03,7982.0,806421.46,0.0,806421.46,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04958,Stationery & Office,Notebooks,2025-12-31 00:00:00,7988.0,0.0,7988.0,14.0,1805.0,2.0,1.0,0.0,d3_forecast,7988.0,0.0,0.0,1.0,,100.89,7984.0,805505.76,0.0,805505.76,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU00821,Dairy & Bakery,Eggs,2025-12-31 00:00:00,6430.0,0.0,6430.0,14.0,1530.0,10.0,5.0,0.0,d3_forecast,1286.0,0.0,0.0,1.0,,125.25,6410.0,802852.5,0.0,802852.5,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03968,Beverages,Soft Drinks,2025-12-31 00:00:00,8543.0,0.0,8543.0,14.0,1745.0,2.0,1.0,0.0,d3_forecast,8543.0,0.0,0.0,1.0,,93.93,8539.0,802068.27,0.0,802068.27,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU04249,Grocery,Sugar & Salt,2025-12-31 00:00:00,7206.0,0.0,7206.0,14.0,1627.0,2.0,1.0,1.0,d3_forecast,7206.0,0.0,0.0,1.0,,111.12,7202.0,800286.24,0.0,800286.24,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04369,Electronics & Accessories,Small Appliances,2025-12-31 00:00:00,735.0,0.0,735.0,14.0,356.0,2.6666666666666665,1.3333333333333333,1.5,d3_forecast,551.25,0.0,0.0,1.0,,1096.09,729.6666666666666,799780.3366666666,0.0,799780.3366666666,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
