date,sku_id,units_sold,revenue,unit_price,promo_flag
2022-12-21,SKU01903,4,1439.96,359.99,
2022-12-21,SKU02162,4,1603.96,400.99,
2022-12-21,SKU02166,4,1739.12,434.78,
2022-12-21,SKU02327,1,753.71,753.71,
2022-12-21,SKU02340,1,234.67,234.67,
2022-12-21,SKU02417,1,1108.44,1108.44,
2022-12-21,SKU02621,1,898.35,898.35,
2022-12-21,SKU03057,1,206.34,206.34,
2022-12-21,SKU03292,1,164.03,164.03,
2022-12-21,SKU03535,1,178.62,178.62,
2022-12-21,SKU03714,3,3381.93,1127.31,
2022-12-21,SKU04157,1,2448.01,2678.35,1
2022-12-21,SKU04248,1,158.02,158.02,
2022-12-21,SKU04321,2,1922.6,961.3,
2022-12-21,SKU04472,3,461.07,153.69,
2022-12-21,SKU04642,2,660.68,330.34,
2022-12-21,SKU04773,3,1302.72,434.24,
2022-12-22,SKU00062,1,456.5,499.45,1
2022-12-22,SKU00942,2,345.8,172.9,
2022-12-22,SKU01014,2,549.0,274.5,
2022-12-22,SKU01451,1,119.56,119.56,
2022-12-22,SKU01913,1,208.36,208.36,
2022-12-22,SKU02290,1,173.84,173.84,
2022-12-22,SKU02503,1,280.9,280.9,
2022-12-22,SKU02659,1,601.35,601.35,
2022-12-22,SKU03215,5,847.15,169.43,
2022-12-22,SKU03282,1,1550.85,1550.85,
2022-12-22,SKU03571,2,2087.74,1043.87,
2022-12-22,SKU03578,1,225.73,225.73,
2022-12-22,SKU04406,1,101.0,128.17,1
2022-12-22,SKU04411,3,1236.87,412.29,
2022-12-22,SKU04530,2,486.18,243.09,
2022-12-23,SKU00824,3,1175.25,391.75,
2022-12-23,SKU01189,1,2299.8,2299.8,
2022-12-23,SKU01371,2,2555.22,1277.61,
2022-12-23,SKU01652,4,772.28,193.07,
2022-12-23,SKU01655,1,62.18,62.18,
2022-12-23,SKU01775,1,204.15,204.15,
2022-12-23,SKU02156,1,184.79,184.79,
2022-12-23,SKU02648,1,883.45,883.45,
2022-12-23,SKU02655,1,52.73,66.91,1
2022-12-23,SKU02736,2,307.02,153.51,
2022-12-23,SKU03063,1,363.59,363.59,
2022-12-23,SKU03199,3,234.24,78.08,
2022-12-23,SKU04157,1,2448.01,2678.35,1
2022-12-23,SKU04171,1,652.08,652.08,
2022-12-23,SKU04185,1,79.83,79.83,
2022-12-23,SKU04188,1,180.9,180.9,
2022-12-23,SKU04321,1,961.3,961.3,
2022-12-23,SKU04381,4,768.28,192.07,
2022-12-23,SKU04772,4,7811.72,1952.93,
2022-12-24,SKU00283,1,560.13,560.13,
2022-12-24,SKU01027,1,82.61,82.61,
2022-12-24,SKU01189,1,2299.8,2299.8,
2022-12-24,SKU01693,4,5933.16,1483.29,
2022-12-24,SKU02343,2,419.44,209.72,
2022-12-24,SKU02702,2,684.16,342.08,
2022-12-24,SKU02841,3,815.88,271.96,
2022-12-24,SKU02930,2,340.32,170.16,
2022-12-24,SKU03207,1,196.37,196.37,
2022-12-24,SKU03647,4,5325.11,1456.54,1
2022-12-24,SKU03648,2,624.22,312.11,
2022-12-24,SKU03890,2,1318.78,659.39,
2022-12-24,SKU04100,2,304.74,152.37,
2022-12-24,SKU04191,5,533.5,106.7,
2022-12-24,SKU04321,3,2883.9,961.2999999999998,
2022-12-24,SKU04358,1,430.16,430.16,
2022-12-24,SKU04588,1,279.4,279.4,
2022-12-24,SKU04943,1,145.62,145.62,
2022-12-25,SKU00242,2,344.34,218.49,1
2022-12-25,SKU00263,1,443.51,443.51,
2022-12-25,SKU00286,1,64.45,64.45,
2022-12-25,SKU00291,5,952.2,190.44,
2022-12-25,SKU00328,2,409.94,204.97,
2022-12-25,SKU00668,5,1097.25,219.45,
2022-12-25,SKU00801,2,167.84,83.92,
2022-12-25,SKU00823,2,366.06,183.03,
2022-12-25,SKU00921,1,3074.53,3363.82,1
2022-12-25,SKU00984,2,3564.04,1782.02,
2022-12-25,SKU01141,1,86.85,110.22,1
2022-12-25,SKU01153,1,820.22,897.4,1
2022-12-25,SKU01446,2,385.86,192.93,
2022-12-25,SKU01984,1,254.86,254.86,
2022-12-25,SKU02383,1,328.02,328.02,
2022-12-25,SKU02517,1,66.66,84.6,1
2022-12-25,SKU02692,1,1914.86,2095.03,1
2022-12-25,SKU02812,2,600.14,300.07,
2022-12-25,SKU02930,2,340.32,170.16,
2022-12-25,SKU03573,1,1738.69,1738.69,
2022-12-25,SKU03727,2,3036.18,1660.93,1
2022-12-25,SKU03760,2,1286.92,643.46,
2022-12-25,SKU04046,3,344.49,114.83,
2022-12-25,SKU04321,4,3845.2,961.3,
2022-12-26,SKU00469,1,152.95,152.95,
2022-12-26,SKU00484,3,537.12,179.04,
2022-12-26,SKU00552,3,2326.2,775.4,
2022-12-26,SKU02361,2,111.79,70.93,1
2022-12-26,SKU02570,1,179.97,179.97,
2022-12-26,SKU03292,1,164.03,164.03,
2022-12-26,SKU03568,2,504.52,252.26,
2022-12-26,SKU03812,1,1167.25,1167.25,
2022-12-26,SKU03912,1,181.63,181.63,
2022-12-26,SKU04046,1,114.83,114.83,
2022-12-26,SKU04105,1,464.78,464.78,
2022-12-26,SKU04321,1,961.3,961.3,
2022-12-26,SKU04596,3,1006.6500000000001,335.55,
2022-12-26,SKU04895,5,9375.2,1875.0400000000002,
2022-12-27,SKU00315,2,769.08,384.54,
2022-12-27,SKU01045,3,1353.87,451.29,
2022-12-27,SKU01809,2,2144.12,1072.06,
2022-12-27,SKU02479,3,2617.65,872.5499999999998,
2022-12-27,SKU02737,3,945.42,315.14,
2022-12-27,SKU02807,3,555.78,185.26,
2022-12-27,SKU03840,2,510.24,255.12,
2022-12-27,SKU04321,7,6729.099999999999,961.3,
2022-12-27,SKU04416,1,600.57,600.57,
2022-12-28,SKU00411,2,478.14,239.07,
2022-12-28,SKU00509,1,238.23,238.23,
2022-12-28,SKU01059,2,353.98,176.99,
2022-12-28,SKU01091,3,1952.43,650.81,
2022-12-28,SKU01427,1,956.01,956.01,
2022-12-28,SKU01736,3,220.74,73.58,
2022-12-28,SKU01768,2,723.34,361.67,
2022-12-28,SKU02111,2,350.62,175.31,
2022-12-28,SKU02153,3,2030.76,676.92,
2022-12-28,SKU02462,1,171.89,171.89,
2022-12-28,SKU02531,1,143.49,143.49,
2022-12-28,SKU02706,2,465.64,232.82,
2022-12-28,SKU02755,1,805.74,805.74,
2022-12-28,SKU03233,1,334.11,334.11,
2022-12-28,SKU04290,3,598.71,199.57000000000002,
2022-12-28,SKU04321,5,4806.5,961.3,
2022-12-28,SKU04646,1,82.38,82.38,
2022-12-28,SKU04671,1,205.55,205.55,
2022-12-28,SKU04684,1,124.43,124.43,
2022-12-28,SKU04926,1,458.92,458.92,
2022-12-29,SKU00197,3,991.86,330.62,
2022-12-29,SKU00286,1,64.45,64.45,
2022-12-29,SKU00289,1,539.37,539.37,
2022-12-29,SKU00322,3,1076.97,358.99,
2022-12-29,SKU00573,1,247.12,247.12,
2022-12-29,SKU00726,1,974.67,974.67,
2022-12-29,SKU00953,3,821.97,273.99,
2022-12-29,SKU01009,2,446.84,223.42,
2022-12-29,SKU01030,2,449.0,224.5,
2022-12-29,SKU01138,5,905.75,181.15,
2022-12-29,SKU01190,3,1039.44,346.48,
2022-12-29,SKU01371,1,1277.61,1277.61,
2022-12-29,SKU01704,3,359.76,119.92,
2022-12-29,SKU01799,1,244.14,244.14,
2022-12-29,SKU01956,2,520.62,260.31,
2022-12-29,SKU02163,3,2375.1,791.7000000000002,
2022-12-29,SKU02303,1,180.7,180.7,
2022-12-29,SKU02640,3,4689.66,1563.22,
2022-12-29,SKU02984,3,1095.3,365.1000000000001,
2022-12-29,SKU03345,2,265.08,132.54,
2022-12-29,SKU03790,1,745.39,745.39,
2022-12-29,SKU03829,1,660.71,660.71,
2022-12-29,SKU03968,1,119.45,119.45,
2022-12-29,SKU04046,1,114.83,114.83,
2022-12-29,SKU04103,1,104.71,104.71,
2022-12-29,SKU04321,1,961.3,961.3,
2022-12-29,SKU04711,1,291.42,291.42,
2022-12-29,SKU04812,2,503.38,251.69,
2022-12-29,SKU04895,2,3750.08,1875.04,
2022-12-30,SKU00079,4,791.6,197.9,
2022-12-30,SKU00135,3,574.56,191.52,
2022-12-30,SKU00278,3,5423.52,1807.84,
2022-12-30,SKU00286,1,64.45,64.45,
2022-12-30,SKU00668,1,219.45,219.45,
2022-12-30,SKU00698,1,231.37,231.37,
2022-12-30,SKU01111,2,603.0,301.5,
2022-12-30,SKU01331,4,351.0,87.75,
2022-12-30,SKU01550,2,68.96,34.48,
2022-12-30,SKU02107,2,1621.82,810.91,
2022-12-30,SKU02247,3,537.9,179.30000000000004,
2022-12-30,SKU02321,1,1199.36,1199.36,
2022-12-30,SKU02712,1,168.07,168.07,
2022-12-30,SKU02747,3,1683.78,561.26,
2022-12-30,SKU03460,1,2773.93,3034.93,1
2022-12-30,SKU03564,2,211.76,105.88,
2022-12-30,SKU03647,5,6656.39,1456.54,1
2022-12-30,SKU03755,2,2370.84,1185.42,
2022-12-30,SKU04309,4,507.36,126.84,
2022-12-30,SKU04515,5,1220.95,244.19,
2022-12-30,SKU04596,3,1006.65,335.55,
2022-12-30,SKU04677,2,335.7,167.85,
2022-12-31,SKU00190,1,145.42,145.42,
2022-12-31,SKU00407,1,2531.62,2769.83,1
2022-12-31,SKU01110,1,1608.9,1608.9,
2022-12-31,SKU01197,1,2209.52,2209.52,
2022-12-31,SKU01575,2,1000.0,500.0,
2022-12-31,SKU01898,1,304.55,304.55,
2022-12-31,SKU01968,1,599.03,599.03,
2022-12-31,SKU02345,1,335.5,335.5,
2022-12-31,SKU02778,3,513.57,171.18999999999997,
2022-12-31,SKU02858,5,453.5,90.7,
2022-12-31,SKU02887,2,4148.96,2074.48,
2022-12-31,SKU03002,1,52.44,52.44,
2022-12-31,SKU03007,1,2447.79,2447.79,
2022-12-31,SKU03365,4,944.4,236.1,
2022-12-31,SKU03727,1,1518.09,1660.93,1
2022-12-31,SKU03881,1,565.72,565.72,
2022-12-31,SKU03902,1,342.12,342.12,
2022-12-31,SKU04166,3,791.01,263.67,
2022-12-31,SKU04245,2,435.56,217.78,
2022-12-31,SKU04321,1,961.3,961.3,
2022-12-31,SKU04350,1,394.93,394.93,
2022-12-31,SKU04558,1,839.49,839.49,
2022-12-31,SKU04586,5,2406.9,481.38,
2022-12-31,SKU04985,2,2155.61,1179.22,1
2023-01-01,SKU00082,2,960.32,480.16,
2023-01-01,SKU00101,2,245.14,122.57,
2023-01-01,SKU00363,3,3311.25,1103.75,
2023-01-01,SKU00500,4,5058.32,1264.58,
2023-01-01,SKU00635,3,460.02,153.34,
2023-01-01,SKU00996,1,117.61,117.61,
2023-01-01,SKU01695,1,1209.62,1323.43,1
2023-01-01,SKU02475,1,203.98,203.98,
2023-01-01,SKU02850,1,261.58,261.58,
2023-01-01,SKU03166,2,667.66,333.83,
2023-01-01,SKU03417,3,1414.5,471.5,
2023-01-01,SKU04829,3,478.26,159.42,
2023-01-01,SKU04954,4,1498.88,374.72,
2023-01-02,SKU00793,1,1050.17,1050.17,
2023-01-02,SKU01509,1,1268.69,1268.69,
2023-01-02,SKU01635,1,958.36,1048.53,1
2023-01-02,SKU02011,3,3679.23,1226.41,
2023-01-02,SKU02954,3,1809.9,603.3,
2023-01-02,SKU02988,2,505.96,252.98,
2023-01-02,SKU03476,1,622.84,681.44,1
2023-01-02,SKU04032,1,203.7,203.7,
2023-01-02,SKU04321,1,961.3,961.3,
2023-01-03,SKU00052,2,2744.3,1372.15,
2023-01-03,SKU00079,2,395.8,197.9,
2023-01-03,SKU00388,1,63.62,63.62,
2023-01-03,SKU00929,1,158.05,158.05,
2023-01-03,SKU01549,1,235.17,235.17,
2023-01-03,SKU01608,2,343.4,171.7,
2023-01-03,SKU02304,1,407.42,407.42,
2023-01-03,SKU02588,2,187.64,93.82,
2023-01-03,SKU02747,3,1683.78,561.26,
2023-01-03,SKU02954,1,603.3,603.3,
2023-01-03,SKU03162,1,365.6,365.6,
2023-01-03,SKU03226,2,750.3,375.15,
2023-01-03,SKU03588,1,609.28,609.28,
2023-01-03,SKU04255,3,855.36,285.12,
2023-01-04,SKU00164,1,113.99,113.99,
2023-01-04,SKU01207,1,437.42,437.42,
2023-01-04,SKU01331,2,175.5,87.75,
2023-01-04,SKU01485,3,1428.54,476.18,
2023-01-04,SKU01628,2,312.36,156.18,
2023-01-04,SKU01629,2,188.06,94.03,
2023-01-04,SKU01803,5,1580.5,316.1,
2023-01-04,SKU02131,3,3318.21,1106.07,
2023-01-04,SKU02338,1,313.63,313.63,
2023-01-04,SKU02391,1,120.15,120.15,
2023-01-04,SKU02439,1,307.32,307.32,
2023-01-04,SKU02954,1,603.3,603.3,
2023-01-04,SKU03550,1,865.57,865.57,
2023-01-04,SKU03633,1,118.27,118.27,
2023-01-04,SKU03787,5,3473.35,694.67,
2023-01-04,SKU04321,2,1922.6,961.3,
2023-01-04,SKU04430,2,264.3,132.15,
2023-01-05,SKU00049,3,1752.75,584.25,
2023-01-05,SKU00254,2,211.1,105.55,
2023-01-05,SKU00410,1,1081.09,1081.09,
2023-01-05,SKU00453,1,349.65,382.55,1
2023-01-05,SKU00531,3,8088.79,2949.9600000000005,1
2023-01-05,SKU00605,1,420.44,420.44,
2023-01-05,SKU00978,1,524.42,524.42,
2023-01-05,SKU01095,3,3832.68,1277.56,
2023-01-05,SKU01338,3,1063.92,354.64000000000004,
2023-01-05,SKU02503,2,561.8,280.9,
2023-01-05,SKU02660,1,81.91,81.91,
2023-01-05,SKU02984,1,365.1,365.1,
2023-01-05,SKU04183,4,3059.76,764.94,
2023-01-05,SKU04321,2,1922.6,961.3,
2023-01-05,SKU04390,2,3664.6,1832.3,
2023-01-05,SKU04622,4,8103.32,2025.83,
2023-01-06,SKU01037,1,178.07,178.07,
2023-01-06,SKU01061,2,1595.98,797.99,
2023-01-06,SKU02385,1,2269.28,2269.28,
2023-01-06,SKU02968,1,1011.61,1011.61,
2023-01-06,SKU03157,3,501.75,167.25,
2023-01-06,SKU03193,1,259.16,259.16,
2023-01-06,SKU03292,1,164.03,164.03,
2023-01-06,SKU03542,2,3132.88,1566.44,
2023-01-06,SKU04824,1,1024.94,1024.94,
2023-01-07,SKU00376,1,207.45,207.45,
2023-01-07,SKU00415,1,1769.39,1769.39,
2023-01-07,SKU00762,1,169.42,169.42,
2023-01-07,SKU00823,1,183.03,183.03,
2023-01-07,SKU00994,2,1204.26,602.13,
2023-01-07,SKU01294,4,1767.48,441.87,
2023-01-07,SKU02333,1,53.1,53.1,
2023-01-07,SKU02567,2,744.0,372.0,
2023-01-07,SKU03293,1,274.48,274.48,
2023-01-07,SKU03535,4,714.48,178.62,
2023-01-07,SKU04687,1,58.4,58.4,
2023-01-07,SKU04705,3,441.09,147.03,
2023-01-08,SKU01004,1,2343.18,2343.18,
2023-01-08,SKU02141,3,1415.64,471.87999999999994,
2023-01-08,SKU02176,3,2969.61,989.87,
2023-01-08,SKU02317,1,287.3,287.3,
2023-01-08,SKU03171,1,144.79,144.79,
2023-01-08,SKU03354,2,94.88,47.44,
2023-01-08,SKU03546,2,992.34,496.17,
2023-01-08,SKU03955,1,499.04,499.04,
2023-01-08,SKU04159,1,2188.36,2188.36,
2023-01-08,SKU04168,1,701.3,701.3,
2023-01-08,SKU04309,3,380.52,126.83999999999999,
2023-01-08,SKU04318,2,411.0,205.5,
2023-01-08,SKU04321,1,961.3,961.3,
2023-01-08,SKU04377,1,152.67,152.67,
2023-01-08,SKU04954,4,1498.88,374.72,
2023-01-09,SKU00015,1,277.24,277.24,
2023-01-09,SKU00123,1,99.13,99.13,
2023-01-09,SKU00313,3,2636.28,878.7599999999999,
2023-01-09,SKU00404,2,460.16,230.08,
2023-01-09,SKU00633,1,189.01,189.01,
2023-01-09,SKU00657,1,520.54,520.54,
2023-01-09,SKU01089,1,134.77,134.77,
2023-01-09,SKU01296,1,84.47,84.47,
2023-01-09,SKU01730,1,100.9,100.9,
2023-01-09,SKU02079,1,153.65,153.65,
2023-01-09,SKU03193,3,777.48,259.16,
2023-01-09,SKU03271,1,587.02,587.02,
2023-01-09,SKU03891,2,319.38,159.69,
2023-01-09,SKU04021,2,361.06,180.53,
2023-01-09,SKU04046,1,114.83,114.83,
2023-01-09,SKU04321,3,2883.8999999999996,961.2999999999998,
2023-01-09,SKU04571,2,1737.04,868.52,
2023-01-10,SKU00641,1,164.18,164.18,
2023-01-10,SKU00658,2,303.3,151.65,
2023-01-10,SKU00949,1,210.68,210.68,
2023-01-10,SKU01045,2,902.58,451.29,
2023-01-10,SKU01059,3,530.97,176.99,
2023-01-10,SKU01125,3,3437.31,1145.77,
2023-01-10,SKU01819,3,3136.32,1045.44,
2023-01-10,SKU01926,1,641.51,641.51,
2023-01-10,SKU02526,1,698.11,698.11,
2023-01-10,SKU03128,1,58.56,58.56,
2023-01-10,SKU03568,2,504.52,252.26,
2023-01-10,SKU04032,1,203.7,203.7,
2023-01-10,SKU04318,1,205.5,205.5,
2023-01-10,SKU04320,1,2952.52,2952.52,
2023-01-10,SKU04849,2,2915.96,1457.98,
2023-01-11,SKU00896,1,194.43,194.43,
2023-01-11,SKU00942,1,172.9,172.9,
2023-01-11,SKU00953,2,547.98,273.99,
2023-01-11,SKU01168,4,1079.08,269.77,
2023-01-11,SKU02218,2,264.06,132.03,
2023-01-11,SKU02930,2,340.32,170.16,
2023-01-11,SKU03185,2,658.22,329.11,
2023-01-11,SKU03727,3,4982.79,1660.93,
2023-01-11,SKU04321,3,2883.8999999999996,961.2999999999998,
2023-01-11,SKU04609,2,1151.6,575.8,
2023-01-11,SKU04627,2,1260.94,630.47,
2023-01-12,SKU00500,1,1264.58,1264.58,
2023-01-12,SKU00920,2,229.46,114.73,
2023-01-12,SKU01677,1,127.3,127.3,
2023-01-12,SKU01993,2,284.34,142.17,
2023-01-12,SKU02301,2,2042.82,1021.41,
2023-01-12,SKU02381,1,987.93,987.93,
2023-01-12,SKU02389,5,4154.1,830.82,
2023-01-12,SKU02442,1,507.66,507.66,
2023-01-12,SKU02536,4,1624.76,406.19,
2023-01-12,SKU02776,1,234.93,234.93,
2023-01-12,SKU03137,3,495.69,165.23,
2023-01-12,SKU03752,2,239.7,119.85,
2023-01-12,SKU03840,2,510.24,255.12,
2023-01-12,SKU04069,1,485.51,485.51,
2023-01-12,SKU04321,2,1922.6,961.3,
2023-01-12,SKU04447,2,2381.28,1190.64,
2023-01-13,SKU00387,5,3164.8,632.96,
2023-01-13,SKU01254,1,116.86,116.86,
2023-01-13,SKU02046,2,4018.94,2009.47,
2023-01-13,SKU02335,3,1180.68,393.56,
2023-01-13,SKU02532,2,231.34,115.67,
2023-01-13,SKU03267,3,650.22,216.74,
2023-01-13,SKU03310,1,724.69,724.69,
2023-01-13,SKU03404,1,2511.82,2511.82,
2023-01-13,SKU03911,2,178.04,89.02,
2023-01-13,SKU04036,1,952.04,952.04,
2023-01-13,SKU04125,2,439.64,219.82,
2023-01-13,SKU04313,1,644.69,644.69,
2023-01-13,SKU04320,5,14762.6,2952.52,
2023-01-13,SKU04321,3,2883.9,961.2999999999998,
2023-01-13,SKU04529,3,3570.84,1190.28,
2023-01-13,SKU04871,1,761.27,761.27,
2023-01-14,SKU00079,2,395.8,197.9,
2023-01-14,SKU00994,3,1806.39,602.13,
2023-01-14,SKU02403,1,200.51,200.51,
2023-01-14,SKU02531,1,143.49,143.49,
2023-01-14,SKU02789,1,1348.1,1348.1,
2023-01-14,SKU02849,1,73.3,73.3,
2023-01-14,SKU03878,1,123.56,123.56,
2023-01-14,SKU04026,3,722.91,240.97,
2023-01-14,SKU04321,5,4806.5,961.3,
2023-01-14,SKU04367,1,362.71,362.71,
2023-01-14,SKU04596,1,335.55,335.55,
2023-01-14,SKU04677,2,335.7,167.85,
2023-01-15,SKU00196,1,90.98,90.98,
2023-01-15,SKU00272,3,3681.84,1227.28,
2023-01-15,SKU00286,1,64.45,64.45,
2023-01-15,SKU02048,1,520.27,520.27,
2023-01-15,SKU02071,1,179.94,179.94,
2023-01-15,SKU02297,1,1276.77,1276.77,
2023-01-15,SKU03001,2,5430.64,2715.32,
2023-01-15,SKU03461,2,1723.5,861.75,
2023-01-15,SKU03550,4,3462.28,865.57,
2023-01-15,SKU03733,2,1196.56,598.28,
2023-01-15,SKU04042,1,242.79,242.79,
2023-01-15,SKU04056,1,1184.05,1184.05,
2023-01-15,SKU04321,1,961.3,961.3,
2023-01-15,SKU04451,3,181.83,60.60999999999999,
2023-01-16,SKU01079,1,125.88,125.88,
2023-01-16,SKU01199,2,5078.16,2539.08,
2023-01-16,SKU01432,2,157.62,78.81,
2023-01-16,SKU02737,2,630.28,315.14,
2023-01-16,SKU02952,1,158.78,158.78,
2023-01-16,SKU03397,3,1179.21,393.07,
2023-01-16,SKU03475,2,4608.56,2304.28,
2023-01-16,SKU03702,2,947.3,473.65,
2023-01-16,SKU04321,2,1922.6,961.3,
2023-01-16,SKU04610,4,8319.56,2079.89,
2023-01-17,SKU00020,1,109.5,109.5,
2023-01-17,SKU00953,3,821.97,273.99,
2023-01-17,SKU02176,1,989.87,989.87,
2023-01-17,SKU02195,5,2431.5,486.3,
2023-01-17,SKU02407,2,992.6,496.3,
2023-01-17,SKU02920,3,205.41,68.47,
2023-01-17,SKU02973,1,242.96,242.96,
2023-01-17,SKU03196,1,837.3,837.3,
2023-01-17,SKU03756,1,1150.76,1150.76,
2023-01-17,SKU03785,4,933.92,233.48,
2023-01-17,SKU03978,1,192.57,192.57,
2023-01-17,SKU04363,1,151.12,151.12,
2023-01-17,SKU04562,1,1316.91,1316.91,
2023-01-17,SKU04932,2,623.86,311.93,
2023-01-17,SKU04936,1,328.89,328.89,
2023-01-18,SKU00137,2,290.86,145.43,
2023-01-18,SKU00845,2,1341.66,670.83,
2023-01-18,SKU01188,2,562.1,281.05,
2023-01-18,SKU01189,1,2299.8,2299.8,
2023-01-18,SKU01445,1,3469.54,3469.54,
2023-01-18,SKU01664,4,1746.08,436.52,
2023-01-18,SKU02375,2,170.12,85.06,
2023-01-18,SKU02618,2,491.98,245.99,
2023-01-18,SKU02690,1,249.77,249.77,
2023-01-18,SKU02866,1,94.26,94.26,
2023-01-18,SKU03130,1,4194.16,4194.16,
2023-01-18,SKU03170,1,324.84,324.84,
2023-01-18,SKU03292,2,328.06,164.03,
2023-01-18,SKU03836,1,442.52,442.52,
2023-01-18,SKU04321,3,2883.8999999999996,961.2999999999998,
2023-01-18,SKU04423,2,451.2,225.6,
2023-01-19,SKU00131,2,238.48,119.24,
2023-01-19,SKU00324,1,498.27,498.27,
2023-01-19,SKU00539,1,199.63,199.63,
2023-01-19,SKU00753,3,540.06,180.02,
2023-01-19,SKU01343,1,332.15,332.15,
2023-01-19,SKU01579,4,1536.36,384.09,
2023-01-19,SKU01699,1,228.35,228.35,
2023-01-19,SKU02219,1,164.19,164.19,
2023-01-19,SKU02648,4,3533.8,883.45,
2023-01-19,SKU02923,1,124.18,124.18,
2023-01-19,SKU03476,1,681.44,681.44,
2023-01-19,SKU03531,1,1772.13,1772.13,
2023-01-19,SKU04009,1,63.37,63.37,
2023-01-19,SKU04306,4,651.76,162.94,
2023-01-19,SKU04321,1,961.3,961.3,
2023-01-19,SKU04381,1,192.07,192.07,
2023-01-19,SKU04796,1,1974.55,1974.55,
2023-01-19,SKU04847,2,1261.92,630.96,
2023-01-20,SKU00483,1,180.8,180.8,
2023-01-20,SKU01239,3,6446.22,2148.74,
2023-01-20,SKU01420,1,213.65,213.65,
2023-01-20,SKU02648,1,883.45,883.45,
2023-01-20,SKU03134,2,393.88,196.94,
2023-01-20,SKU03587,2,505.44,252.72,
2023-01-20,SKU03751,4,1573.52,393.38,
2023-01-20,SKU03887,4,2057.12,514.28,
2023-01-20,SKU04082,1,52.98,52.98,
2023-01-20,SKU04230,2,328.46,164.23,
2023-01-20,SKU04321,3,2883.8999999999996,961.2999999999998,
2023-01-20,SKU04574,1,71.96,71.96,
2023-01-21,SKU00079,1,197.9,197.9,
2023-01-21,SKU00456,1,291.76,291.76,
2023-01-21,SKU00548,1,910.03,910.03,
2023-01-21,SKU00938,1,47.74,47.74,
2023-01-21,SKU01501,2,199.4,99.7,
2023-01-21,SKU02747,1,561.26,561.26,
2023-01-21,SKU03422,1,1121.44,1121.44,
2023-01-21,SKU03859,4,438.6,109.65,
2023-01-21,SKU04034,1,1575.82,1575.82,
2023-01-21,SKU04321,2,1922.6,961.3,
2023-01-21,SKU04856,1,245.47,245.47,
2023-01-22,SKU01388,1,163.36,163.36,
2023-01-22,SKU01485,3,1428.54,476.18,
2023-01-22,SKU01670,1,280.78,280.78,
2023-01-22,SKU01870,5,1130.8,226.16,
2023-01-22,SKU02414,1,380.1,380.1,
2023-01-22,SKU03088,2,447.1,223.55,
2023-01-22,SKU03292,5,820.15,164.03,
2023-01-22,SKU03535,1,178.62,178.62,
2023-01-22,SKU03727,1,1660.93,1660.93,
2023-01-22,SKU04166,2,527.34,263.67,
2023-01-22,SKU04321,3,2883.9,961.2999999999998,
2023-01-22,SKU04345,1,144.23,144.23,
2023-01-22,SKU04570,1,122.7,122.7,
2023-01-22,SKU04765,3,6927.81,2309.27,
2023-01-23,SKU00096,1,210.25,210.25,
2023-01-23,SKU00694,1,179.71,179.71,
2023-01-23,SKU01397,3,12544.74,4181.58,
2023-01-23,SKU01691,4,970.68,242.67,
2023-01-23,SKU01960,1,98.1,98.1,
2023-01-23,SKU02015,1,104.06,104.06,
2023-01-23,SKU02265,1,846.76,846.76,
2023-01-23,SKU02348,1,1458.3,1458.3,
2023-01-23,SKU02505,3,3964.8,1321.6,
2023-01-23,SKU03537,1,150.25,150.25,
2023-01-23,SKU03576,2,123.94,61.97,
2023-01-23,SKU04032,2,407.4,203.7,
2023-01-23,SKU04141,2,541.6,270.8,
2023-01-23,SKU04321,1,961.3,961.3,
2023-01-23,SKU04564,4,354.04,88.51,
2023-01-24,SKU00278,2,3615.68,1807.84,
2023-01-24,SKU00422,3,829.89,276.63,
2023-01-24,SKU01576,2,1419.08,709.54,
2023-01-24,SKU03163,2,602.02,301.01,
2023-01-24,SKU03883,1,181.52,181.52,
2023-01-25,SKU00004,1,233.64,233.64,
2023-01-25,SKU00263,3,1330.53,443.51,
2023-01-25,SKU00458,1,452.69,452.69,
2023-01-25,SKU00697,2,356.98,178.49,
2023-01-25,SKU01085,3,790.92,263.64,
2023-01-25,SKU02132,1,428.85,428.85,
2023-01-25,SKU02434,2,1467.22,733.61,
2023-01-25,SKU02511,3,513.87,171.29,
2023-01-25,SKU02668,3,3367.47,1122.49,
2023-01-25,SKU03226,2,750.3,375.15,
2023-01-25,SKU03292,1,164.03,164.03,
2023-01-25,SKU04154,2,703.54,351.77,
2023-01-25,SKU04321,7,6729.1,961.3000000000001,
2023-01-25,SKU04571,2,1737.04,868.52,
2023-01-26,SKU00317,2,221.18,110.59,
2023-01-26,SKU00468,3,302.22,100.74,
2023-01-26,SKU00500,1,1264.58,1264.58,
2023-01-26,SKU00643,1,490.78,490.78,
2023-01-26,SKU02141,1,471.88,471.88,
2023-01-26,SKU02311,2,1300.44,650.22,
2023-01-26,SKU02449,1,137.83,137.83,
2023-01-26,SKU02572,1,572.11,572.11,
2023-01-26,SKU02848,1,334.01,334.01,
2023-01-26,SKU04242,5,5463.4,1092.68,
2023-01-26,SKU04321,5,4806.5,961.3,
2023-01-26,SKU04373,1,1033.69,1033.69,
2023-01-26,SKU04663,1,715.73,715.73,
2023-01-27,SKU00366,4,789.24,197.31,
2023-01-27,SKU00692,1,235.52,235.52,
2023-01-27,SKU01003,1,324.39,324.39,
2023-01-27,SKU01281,2,363.02,181.51,
2023-01-27,SKU01811,2,2703.88,1351.94,
