sku_id,category,subcategory,launch_date,unit_cost,list_price
SKU01085,Health & Wellness,OTC Medicine,2023-01-25,178.76,263.64
SKU01086,Personal Care,Bath & Body,2022-11-10,91.34,123.82
SKU01087,Grocery,Spices & Seasoning,2022-08-06,134.89,231.99
SKU01088,Beverages,Juices,2022-03-10,129.11,183.33
SKU01089,Dairy & Bakery,Yogurt,2023-01-09,103.27,134.77
SKU01090,Grocery,Pulses & Lentils,2024-01-25,145.58,261.96
SKU01091,Frozen Foods,Ice Cream,2022-01-27,445.8,650.81
SKU01092,Apparel & Footwear,Men's Wear,2022-03-10,1152.13,1883.52
SKU01093,Stationery & Office,Office Supplies,2023-04-16,60.87,90.9
SKU01094,Home Care,Dishwashing,2024-07-18,158.97,210.83
SKU01095,Home & Kitchen,Home Decor,2023-01-05,923.06,1277.56
SKU01096,Stationery & Office,Notebooks,2022-01-25,58.88,79.71
SKU01097,Home & Kitchen,Home Decor,2025-08-10,823.62,1366.05
SKU01098,Home Care,Surface Cleaners,2022-01-19,52.99,69.89
SKU01099,Dairy & Bakery,Milk,2022-03-23,135.54,192.67
SKU01100,Stationery & Office,Notebooks,2022-07-24,96.66,170.38
SKU01101,Snacks & Confectionery,Namkeen,2023-10-07,96.64,126.22
SKU01102,Personal Care,Skin Care,2023-07-17,191.95,340.37
SKU01103,Grocery,Pulses & Lentils,2024-06-18,124.15,222.82
SKU01104,Apparel & Footwear,Kids Wear,2023-02-14,826.23,1089.39
SKU01105,Health & Wellness,Vitamins & Supplements,2022-04-27,397.59,718.64
SKU01106,Beverages,Soft Drinks,2022-07-17,66.3,115.88
SKU01107,Snacks & Confectionery,Namkeen,2024-05-17,37.18,67.08
SKU01108,Frozen Foods,Ice Cream,2022-02-12,371.56,482.5
SKU01109,Frozen Foods,Ice Cream,2023-12-16,272.79,486.1
SKU01110,Apparel & Footwear,Footwear,2022-02-05,1034.8,1608.9
SKU01111,Dairy & Bakery,Milk,2022-12-30,182.18,301.5
SKU01112,Stationery & Office,Writing Instruments,2025-03-20,94.42,148.59
SKU01113,Home Care,Dishwashing,2023-09-10,186.15,298.97
SKU01114,Apparel & Footwear,Footwear,2024-12-18,428.39,554.93
SKU01115,Snacks & Confectionery,Chocolates,2022-12-06,92.22,124.25
SKU01116,Grocery,Rice & Grains,2022-07-12,229.74,297.88
SKU01117,Grocery,Spices & Seasoning,2023-02-08,115.05,157.6
SKU01118,Personal Care,Skin Care,2025-06-26,322.93,510.49
SKU01119,Stationery & Office,Notebooks,2025-11-25,108.07,181.19
SKU01120,Grocery,Spices & Seasoning,2022-03-15,145.42,213.08
SKU01121,Personal Care,Oral Care,2025-04-13,202.28,316.47
SKU01122,Beverages,Coffee,2022-03-04,103.44,145.52
SKU01123,Stationery & Office,Writing Instruments,,54.41,97.2
SKU01124,Electronics & Accessories,Small Appliances,2022-05-02,1212.19,1664.53
SKU01125,Apparel & Footwear,Kids Wear,2023-01-10,715.98,1145.77
SKU01126,Electronics & Accessories,Mobile Accessories,2022-10-29,1142.25,1716.23
SKU01127,Health & Wellness,Vitamins & Supplements,2022-08-28,649.66,817.54
SKU01128,Apparel & Footwear,Footwear,2022-09-01,1698.13,2811.97
SKU01129,Grocery,Rice & Grains,2022-02-03,191.02,329.67
SKU01130,Home & Kitchen,Storage & Containers,2022-04-21,1063.27,1764.9
SKU01131,Electronics & Accessories,Mobile Accessories,2022-03-08,1113.72,1745.98
SKU01132,Electronics & Accessories,Mobile Accessories,2022-10-27,224.23,327.79
SKU01133,Personal Care,Oral Care,2022-04-24,276.24,347.45
SKU01134,Apparel & Footwear,Men's Wear,2022-08-08,1007.57,1312.85
SKU01135,Personal Care,Oral Care,2024-01-21,134.23,184.19
SKU01136,Grocery,Sugar & Salt,2022-07-07,223.79,306.5
SKU01137,Home & Kitchen,Cookware,2022-03-10,798.87,1286.53
SKU01138,Snacks & Confectionery,Chips & Crisps,2022-03-04,141.66,181.15
SKU01139,Beverages,Juices,2022-05-18,94.17,137.5
SKU01140,Health & Wellness,OTC Medicine,2023-12-27,275.98,467.27
SKU01141,Snacks & Confectionery,Chocolates,2022-12-25,86.81,110.22
SKU01142,Home & Kitchen,Storage & Containers,2022-08-15,287.22,424.49
SKU01143,Home Care,Laundry,2022-09-05,241.96,410.89
SKU01144,Grocery,Spices & Seasoning,2025-11-08,158.31,215.74
SKU01145,Stationery & Office,Notebooks,2022-12-19,20.69,34.0
SKU01146,Frozen Foods,Ice Cream,2024-02-13,126.85,212.51
SKU01147,Dairy & Bakery,Milk,2022-08-21,153.82,249.35
SKU01148,Electronics & Accessories,Small Appliances,2025-03-28,1192.45,1716.82
SKU01149,Frozen Foods,Frozen Meat,2022-03-30,311.86,500.46
SKU01150,Grocery,Pulses & Lentils,2022-12-18,156.62,279.57
SKU01151,Apparel & Footwear,Women's Wear,2022-11-04,1189.74,1839.22
SKU01152,Personal Care,Skin Care,2022-03-29,295.8,486.03
SKU01153,Electronics & Accessories,Mobile Accessories,2022-02-10,608.31,897.4
SKU01154,Home & Kitchen,Storage & Containers,2022-10-28,1029.08,1547.75
SKU01155,Health & Wellness,Vitamins & Supplements,2022-11-03,567.35,996.18
SKU01156,Electronics & Accessories,Batteries,2022-04-20,1288.0,2106.88
SKU01157,Dairy & Bakery,Eggs,2022-03-18,141.99,228.88
SKU01158,Snacks & Confectionery,Chips & Crisps,2023-04-16,60.7,90.44
SKU01159,Personal Care,Hair Care,2022-01-20,272.97,361.28
SKU01160,Home & Kitchen,Cookware,2022-10-02,461.12,762.62
SKU01161,Frozen Foods,Frozen Meat,,259.83,440.73
SKU01162,Personal Care,Hair Care,2022-07-24,85.18,154.8
SKU01163,Apparel & Footwear,Men's Wear,2022-10-27,2383.36,3396.91
SKU01164,Home & Kitchen,Cookware,2022-03-30,152.68,241.81
SKU01165,Home & Kitchen,Home Decor,2022-01-06,715.04,996.52
SKU01166,Dairy & Bakery,Milk,2022-10-02,280.82,388.66
SKU01167,Electronics & Accessories,Small Appliances,2022-02-15,1031.07,1837.34
SKU01168,Health & Wellness,OTC Medicine,2022-08-24,176.59,269.77
SKU01169,Home Care,Surface Cleaners,2022-09-22,116.0,146.46
SKU01170,Personal Care,Hair Care,2022-03-10,226.17,365.5
SKU01171,Beverages,Coffee,2024-09-27,56.64,83.0
SKU01172,Dairy & Bakery,Yogurt,2022-06-12,206.83,302.18
SKU01173,Frozen Foods,Frozen Vegetables,2025-11-28,213.43,346.97
SKU01174,Home & Kitchen,Home Decor,,1462.83,1964.02
SKU01175,Home & Kitchen,Home Decor,2025-11-07,340.63,618.29
SKU01176,Snacks & Confectionery,Chips & Crisps,2022-10-01,57.95,95.51
SKU01177,Electronics & Accessories,Mobile Accessories,2024-01-08,979.02,1402.34
SKU01178,Beverages,Coffee,2022-02-12,74.74,95.91
SKU01179,Electronics & Accessories,Mobile Accessories,2023-09-04,735.54,1331.57
SKU01180,Personal Care,Bath & Body,2022-02-12,315.33,450.33
SKU01181,Home Care,Laundry,2022-06-27,240.78,437.11
SKU01182,Electronics & Accessories,Small Appliances,2022-01-15,1669.45,2365.65
SKU01183,Home Care,Dishwashing,2022-12-13,149.11,228.38
SKU01184,Apparel & Footwear,Men's Wear,2022-11-03,587.09,891.4
SKU01185,Frozen Foods,Frozen Vegetables,2025-02-06,353.88,446.89
SKU01186,Stationery & Office,Notebooks,,78.9,109.5
SKU01187,Health & Wellness,First Aid,,377.06,629.38
SKU01188,Dairy & Bakery,Milk,2023-01-18,224.65,281.05
SKU01189,Apparel & Footwear,Footwear,2022-01-13,1412.47,2299.8
SKU01190,Personal Care,Bath & Body,2022-12-29,249.98,346.48
SKU01191,Frozen Foods,Frozen Meat,,484.26,672.51
SKU01192,Beverages,Energy Drinks,2023-10-07,113.77,149.22
SKU01193,Beverages,Tea,2023-12-14,164.96,253.89
SKU01194,Frozen Foods,Ice Cream,2024-09-26,449.48,620.84
SKU01195,Snacks & Confectionery,Chips & Crisps,2024-10-01,135.37,191.61
SKU01196,Stationery & Office,Office Supplies,2022-10-14,81.87,124.22
SKU01197,Home & Kitchen,Storage & Containers,2022-03-11,1721.19,2209.52
SKU01198,Electronics & Accessories,Small Appliances,2022-05-14,2249.46,3669.7
SKU01199,Electronics & Accessories,Batteries,2022-11-09,1538.86,2539.08
SKU01200,Health & Wellness,OTC Medicine,2024-08-01,689.14,973.91
SKU01201,Grocery,Cooking Oil,2023-05-25,79.64,133.28
SKU01202,Personal Care,Skin Care,2023-08-08,250.32,330.45
SKU01203,Home Care,Laundry,2024-09-30,320.79,505.24
SKU01204,Home & Kitchen,Home Decor,,1549.55,2364.73
SKU01205,Snacks & Confectionery,Namkeen,2024-01-17,51.87,71.98
SKU01206,Home Care,Dishwashing,2023-06-17,313.01,405.83
SKU01207,Personal Care,Bath & Body,2023-01-04,316.03,437.42
SKU01208,Beverages,Soft Drinks,2024-01-09,66.73,116.35
SKU01209,Beverages,Soft Drinks,2024-12-24,63.07,99.4
SKU01210,Personal Care,Oral Care,2023-03-27,206.3,279.72
SKU01211,Grocery,Flour & Atta,2022-06-25,203.13,261.45
SKU01212,Grocery,Sugar & Salt,2025-01-13,170.36,240.47
SKU01213,Personal Care,Bath & Body,,296.36,423.96
SKU01214,Snacks & Confectionery,Biscuits & Cookies,2022-03-02,59.79,92.73
SKU01215,Frozen Foods,Ready Meals,,180.07,268.96
SKU01216,Grocery,Cooking Oil,,401.3,609.83
SKU01217,Dairy & Bakery,Eggs,2025-10-23,103.83,184.17
SKU01218,Home Care,Laundry,2022-08-01,208.35,375.09
SKU01219,Stationery & Office,Notebooks,,223.91,317.89
SKU01220,Health & Wellness,Vitamins & Supplements,2022-01-15,590.79,872.06
SKU01221,Home & Kitchen,Home Decor,2022-03-03,1248.87,2043.23
SKU01222,Personal Care,Skin Care,2022-03-31,518.64,670.78
SKU01223,Home Care,Pest Control,2023-10-24,163.64,271.98
SKU01224,Home Care,Air Fresheners,2024-08-13,204.59,282.15
SKU01225,Home & Kitchen,Cookware,2024-05-13,1323.81,1771.96
SKU01226,Stationery & Office,Office Supplies,2022-07-28,112.53,148.05
SKU01227,Stationery & Office,Notebooks,2023-03-02,305.31,401.78
SKU01228,Apparel & Footwear,Men's Wear,2023-06-13,1028.0,1373.33
SKU01229,Frozen Foods,Ice Cream,,327.48,492.86
SKU01230,Frozen Foods,Frozen Meat,2025-03-30,485.17,687.23
SKU01231,Stationery & Office,Notebooks,2022-01-02,229.58,300.33
SKU01232,Dairy & Bakery,Cheese,2022-01-06,272.8,416.45
SKU01233,Personal Care,Bath & Body,2022-07-31,335.89,468.0
SKU01234,Home & Kitchen,Cookware,2022-01-29,1431.69,2427.07
SKU01235,Personal Care,Hair Care,2025-03-04,195.73,283.19
SKU01236,Snacks & Confectionery,Chocolates,2022-07-10,63.79,109.0
SKU01237,Frozen Foods,Frozen Meat,2024-04-18,696.97,974.68
SKU01238,Dairy & Bakery,Eggs,2022-06-05,113.84,176.71
SKU01239,Home & Kitchen,Cookware,2023-01-20,1304.2,2148.74
SKU01240,Home & Kitchen,Storage & Containers,2022-04-02,723.69,1130.44
SKU01241,Dairy & Bakery,Eggs,2022-02-22,139.57,192.42
SKU01242,Frozen Foods,Frozen Meat,2023-10-09,322.4,414.93
SKU01243,Stationery & Office,Notebooks,2022-05-03,115.3,208.57
SKU01244,Electronics & Accessories,Batteries,2022-10-22,1316.93,2224.69
SKU01245,Snacks & Confectionery,Chocolates,2022-01-31,27.74,38.18
SKU01246,Health & Wellness,Vitamins & Supplements,2022-11-06,364.68,526.86
SKU01247,Health & Wellness,First Aid,2025-02-13,521.99,828.82
SKU01248,Health & Wellness,Vitamins & Supplements,2022-02-25,272.19,381.79
SKU01249,Grocery,Flour & Atta,2025-04-29,86.04,112.21
SKU01250,Dairy & Bakery,Yogurt,2022-05-31,34.75,56.55
SKU01251,Home & Kitchen,Storage & Containers,2023-08-02,1754.99,2613.85
SKU01252,Snacks & Confectionery,Namkeen,2022-10-06,52.9,95.29
SKU01253,Dairy & Bakery,Cheese,2022-12-07,179.77,228.57
SKU01254,Dairy & Bakery,Yogurt,2022-05-09,87.69,116.86
SKU01255,Snacks & Confectionery,Candy,2022-05-04,123.6,182.77
SKU01256,Beverages,Energy Drinks,2022-06-19,125.21,156.9
SKU01257,Personal Care,Bath & Body,2023-09-24,219.07,362.06
SKU01258,Home & Kitchen,Storage & Containers,2022-01-08,1580.01,2146.77
SKU01259,Grocery,Flour & Atta,2022-11-01,275.86,371.59
SKU01260,Dairy & Bakery,Yogurt,2025-12-23,270.1,356.47
SKU01261,Grocery,Sugar & Salt,2022-09-20,236.56,327.98
SKU01262,Frozen Foods,Frozen Meat,,354.22,592.69
SKU01263,Dairy & Bakery,Milk,2022-04-01,105.97,185.0
SKU01264,Apparel & Footwear,Men's Wear,2022-11-07,659.92,1108.95
SKU01265,Health & Wellness,Vitamins & Supplements,2022-11-13,840.62,1099.45
SKU01266,Apparel & Footwear,Men's Wear,2023-07-07,569.19,875.0
SKU01267,Health & Wellness,Vitamins & Supplements,2023-09-28,669.22,974.77
SKU01268,Home Care,Laundry,,187.34,336.73
SKU01269,Home & Kitchen,Home Decor,2022-05-26,1935.15,2876.02
SKU01270,Home Care,Laundry,2024-03-08,184.48,282.8
SKU01271,Stationery & Office,Writing Instruments,2022-02-09,157.87,230.92
SKU01272,Stationery & Office,Writing Instruments,2022-03-31,248.57,386.08
SKU01273,Health & Wellness,Vitamins & Supplements,2022-11-26,382.47,672.35
SKU01274,Electronics & Accessories,Small Appliances,2022-02-11,313.23,558.36
SKU01275,Dairy & Bakery,Yogurt,,76.04,96.57
SKU01276,Apparel & Footwear,Footwear,2022-05-19,1395.07,1990.24
SKU01277,Electronics & Accessories,Small Appliances,2022-11-24,1111.82,1564.08
SKU01278,Home & Kitchen,Storage & Containers,2022-01-31,900.78,1156.55
SKU01279,Dairy & Bakery,Eggs,,109.82,159.69
SKU01280,Apparel & Footwear,Men's Wear,2022-06-19,417.54,593.19
SKU01281,Home Care,Pest Control,2022-01-10,123.56,181.51
SKU01282,Snacks & Confectionery,Namkeen,2023-06-27,23.39,39.37
SKU01283,Snacks & Confectionery,Biscuits & Cookies,2022-04-26,44.03,70.13
SKU01284,Frozen Foods,Frozen Meat,2022-05-18,204.52,265.24
SKU01285,Dairy & Bakery,Bread,2024-04-27,245.17,370.92
SKU01286,Beverages,Soft Drinks,2024-04-23,51.38,85.48
SKU01287,Home Care,Pest Control,2023-11-14,302.1,399.07
SKU01288,Health & Wellness,Vitamins & Supplements,2022-09-02,224.78,393.1
SKU01289,Dairy & Bakery,Milk,2023-06-20,182.92,257.68
SKU01290,Stationery & Office,Notebooks,2022-01-11,62.8,86.62
SKU01291,Apparel & Footwear,Footwear,2022-02-05,394.0,629.45
SKU01292,Frozen Foods,Frozen Meat,2023-11-30,356.17,601.93
SKU01293,Stationery & Office,Writing Instruments,2022-04-24,151.47,228.78
SKU01294,Home Care,Pest Control,2023-01-07,326.44,441.87
SKU01295,Beverages,Soft Drinks,2023-01-29,114.68,148.61
SKU01296,Grocery,Spices & Seasoning,2023-01-09,63.68,84.47
SKU01297,Stationery & Office,Notebooks,2022-04-16,161.83,280.29
SKU01298,Stationery & Office,Office Supplies,2023-12-02,113.69,187.71
SKU01299,Electronics & Accessories,Mobile Accessories,2022-03-13,1806.91,2565.74
SKU01300,Beverages,Soft Drinks,2022-07-10,97.52,134.05
SKU01301,Dairy & Bakery,Eggs,2023-12-22,264.09,478.27
SKU01302,Grocery,Spices & Seasoning,,147.39,251.67
SKU01303,Grocery,Sugar & Salt,,237.08,413.39
SKU01304,Snacks & Confectionery,Namkeen,2024-10-12,48.4,76.18
SKU01305,Frozen Foods,Frozen Meat,2023-10-29,533.96,741.4
SKU01306,Grocery,Pulses & Lentils,2022-11-18,213.41,271.58
SKU01307,Stationery & Office,Notebooks,2023-02-06,80.95,141.42
SKU01308,Home Care,Air Fresheners,2025-05-07,71.35,105.47
SKU01309,Dairy & Bakery,Butter & Ghee,2023-06-13,304.95,474.17
SKU01310,Frozen Foods,Frozen Meat,2023-06-18,477.85,735.63
SKU01311,Apparel & Footwear,Men's Wear,2023-06-17,504.56,889.85
SKU01312,Dairy & Bakery,Butter & Ghee,2022-02-23,95.03,152.76
SKU01313,Grocery,Pulses & Lentils,,268.64,438.16
SKU01314,Grocery,Rice & Grains,2023-05-04,237.5,325.53
SKU01315,Home & Kitchen,Cookware,2022-01-03,1204.49,1695.35
SKU01316,Beverages,Tea,2025-02-21,135.15,190.6
SKU01317,Health & Wellness,First Aid,2022-01-05,438.36,644.83
SKU01318,Personal Care,Skin Care,2023-11-16,221.19,348.04
SKU01319,Apparel & Footwear,Kids Wear,2024-04-05,1251.62,2048.66
SKU01320,Grocery,Rice & Grains,2024-12-07,126.09,228.08
SKU01321,Home & Kitchen,Cookware,2025-07-29,650.24,1107.76
SKU01322,Electronics & Accessories,Mobile Accessories,2022-02-21,548.04,905.89
SKU01323,Home Care,Surface Cleaners,2025-10-11,238.57,300.51
SKU01324,Snacks & Confectionery,Candy,2023-03-20,50.43,63.63
SKU01325,Stationery & Office,Notebooks,2022-02-06,198.61,267.7
SKU01326,Dairy & Bakery,Cheese,2024-04-29,174.42,248.26
SKU01327,Home Care,Dishwashing,2025-08-05,298.49,416.18
SKU01328,Personal Care,Hair Care,2025-10-02,303.26,433.14
SKU01329,Snacks & Confectionery,Namkeen,2025-05-01,43.97,61.78
SKU01330,Personal Care,Hair Care,2022-03-16,110.98,183.49
SKU01331,Beverages,Tea,2022-02-28,69.69,87.75
SKU01332,Grocery,Sugar & Salt,2022-04-18,49.24,66.62
SKU01333,Dairy & Bakery,Yogurt,2022-12-13,53.3,87.58
SKU01334,Beverages,Tea,2023-11-02,78.02,115.01
SKU01335,Personal Care,Bath & Body,2023-12-23,176.69,236.44
SKU01336,Home & Kitchen,Home Decor,2023-08-04,625.68,804.43
SKU01337,Beverages,Coffee,2024-12-06,146.63,226.99
SKU01338,Grocery,Pulses & Lentils,2022-05-11,237.94,354.64
SKU01339,Beverages,Soft Drinks,2023-07-22,151.79,241.91
SKU01340,Frozen Foods,Frozen Vegetables,2022-07-21,453.6,704.19
SKU01341,Dairy & Bakery,Yogurt,2022-09-24,31.53,51.95
SKU01342,Home Care,Surface Cleaners,2022-03-20,199.42,357.71
SKU01343,Grocery,Pulses & Lentils,2022-02-12,217.25,332.15
SKU01344,Dairy & Bakery,Butter & Ghee,2023-12-17,146.48,219.4
SKU01345,Personal Care,Hair Care,,256.29,344.03
SKU01346,Home Care,Pest Control,2022-09-14,210.24,308.88
SKU01347,Frozen Foods,Ice Cream,2022-02-18,313.56,496.45
SKU01348,Apparel & Footwear,Footwear,,785.57,1179.87
SKU01349,Home Care,Dishwashing,2022-10-06,256.84,342.9
SKU01350,Home & Kitchen,Storage & Containers,2023-03-23,940.48,1403.21
SKU01351,Frozen Foods,Frozen Vegetables,2022-08-08,336.67,488.78
SKU01352,Dairy & Bakery,Yogurt,2023-06-03,88.89,149.83
SKU01353,Snacks & Confectionery,Chocolates,2022-08-21,44.09,79.89
SKU01354,Dairy & Bakery,Bread,2023-07-26,77.91,99.58
SKU01355,Health & Wellness,First Aid,2022-04-12,818.53,1326.65
SKU01356,Snacks & Confectionery,Biscuits & Cookies,2025-12-19,119.86,188.2
SKU01357,Home & Kitchen,Home Decor,2022-10-05,614.61,1062.03
SKU01358,Home Care,Surface Cleaners,2022-08-20,122.11,180.03
SKU01359,Home & Kitchen,Home Decor,2022-02-08,222.76,303.38
SKU01360,Electronics & Accessories,Mobile Accessories,2025-12-05,944.88,1309.57
SKU01361,Personal Care,Hair Care,2022-09-24,556.59,728.62
SKU01362,Snacks & Confectionery,Candy,2022-11-21,35.12,56.5
SKU01363,Electronics & Accessories,Mobile Accessories,2022-04-17,2002.05,3184.6
SKU01364,Dairy & Bakery,Milk,2022-04-29,101.26,127.95
SKU01365,Snacks & Confectionery,Candy,2023-08-01,38.36,57.76
SKU01366,Stationery & Office,Notebooks,2023-08-05,167.81,221.2
SKU01367,Home Care,Dishwashing,2024-04-27,473.29,673.36
SKU01368,Grocery,Flour & Atta,2024-11-06,316.74,532.15
SKU01369,Home Care,Laundry,2023-08-10,108.39,137.32
SKU01370,Home Care,Laundry,2022-02-07,123.07,195.01
SKU01371,Home & Kitchen,Cookware,2022-01-08,907.68,1277.61
SKU01372,Electronics & Accessories,Mobile Accessories,2025-09-17,965.07,1572.73
SKU01373,Snacks & Confectionery,Chips & Crisps,2023-08-02,51.35,74.0
SKU01374,Beverages,Coffee,2022-04-24,52.83,77.09
SKU01375,Health & Wellness,Vitamins & Supplements,2024-02-19,235.72,383.13
SKU01376,Grocery,Rice & Grains,2023-04-02,357.83,448.86
SKU01377,Dairy & Bakery,Milk,2022-02-17,76.8,131.24
SKU01378,Beverages,Bottled Water,,101.21,153.18
SKU01379,Grocery,Sugar & Salt,2022-10-01,107.81,193.26
SKU01380,Stationery & Office,Writing Instruments,,188.68,261.81
SKU01381,Beverages,Soft Drinks,2022-04-13,196.04,294.56
SKU01382,Grocery,Pulses & Lentils,2023-05-16,246.15,356.73
SKU01383,Stationery & Office,Writing Instruments,2022-06-16,146.11,201.63
SKU01384,Snacks & Confectionery,Chips & Crisps,2023-06-27,165.66,223.56
SKU01385,Apparel & Footwear,Footwear,2024-12-22,782.68,988.91
SKU01386,Grocery,Spices & Seasoning,2022-06-17,211.86,276.58
SKU01387,Beverages,Bottled Water,2023-08-18,149.16,236.41
SKU01388,Beverages,Energy Drinks,2022-08-16,119.55,163.36
SKU01389,Electronics & Accessories,Mobile Accessories,2023-11-11,2053.94,3609.79
SKU01390,Health & Wellness,Vitamins & Supplements,2022-11-07,404.62,692.78
SKU01391,Home Care,Pest Control,2025-03-22,230.39,346.5
SKU01392,Snacks & Confectionery,Candy,2022-03-17,86.95,130.77
SKU01393,Beverages,Juices,2022-05-27,85.39,126.23
SKU01394,Frozen Foods,Ice Cream,2023-10-10,374.05,559.28
SKU01395,Snacks & Confectionery,Chips & Crisps,2022-11-04,86.92,122.37
SKU01396,Health & Wellness,First Aid,2024-03-11,104.01,131.89
SKU01397,Electronics & Accessories,Small Appliances,2022-04-02,2480.4,4181.58
SKU01398,Home & Kitchen,Home Decor,2022-09-16,414.53,648.34
SKU01399,Home Care,Surface Cleaners,2022-06-08,158.18,278.2
SKU01400,Grocery,Spices & Seasoning,2023-03-14,108.65,181.09
SKU01401,Dairy & Bakery,Bread,2024-01-19,159.44,200.09
SKU01402,Home & Kitchen,Home Decor,2025-11-13,693.84,1239.24
SKU01403,Frozen Foods,Frozen Vegetables,2022-01-01,443.37,734.76
SKU01404,Health & Wellness,First Aid,2022-11-17,796.67,1213.28
SKU01405,Home Care,Surface Cleaners,2023-10-14,361.03,579.34
SKU01406,Beverages,Tea,2022-04-20,93.02,135.53
SKU01407,Home & Kitchen,Cookware,2025-08-16,1082.62,1357.33
SKU01408,Apparel & Footwear,Women's Wear,2022-02-04,1756.61,2419.63
SKU01409,Stationery & Office,Office Supplies,2023-04-01,128.66,197.5
SKU01410,Home & Kitchen,Cookware,2023-11-12,959.42,1331.17
SKU01411,Dairy & Bakery,Bread,2022-08-03,167.58,218.18
SKU01412,Dairy & Bakery,Bread,2024-01-02,117.38,193.3
SKU01413,Snacks & Confectionery,Chocolates,2024-06-14,133.17,182.61
SKU01414,Stationery & Office,Notebooks,2022-02-25,136.08,193.44
SKU01415,Frozen Foods,Frozen Vegetables,2023-04-24,455.67,621.27
SKU01416,Home Care,Dishwashing,2024-06-12,104.64,183.25
SKU01417,Stationery & Office,Notebooks,2024-05-01,137.09,186.97
SKU01418,Health & Wellness,Vitamins & Supplements,2022-11-16,814.3,1090.09
SKU01419,Home & Kitchen,Cookware,2024-01-08,504.77,699.31
SKU01420,Stationery & Office,Notebooks,2022-01-28,128.04,213.65
SKU01421,Grocery,Sugar & Salt,2022-01-10,146.75,248.59
SKU01422,Personal Care,Bath & Body,2023-01-29,227.57,309.79
SKU01423,Electronics & Accessories,Mobile Accessories,2024-03-29,2040.58,2866.27
SKU01424,Apparel & Footwear,Kids Wear,2023-04-18,471.47,592.37
SKU01425,Beverages,Soft Drinks,2025-04-01,28.79,43.38
SKU01426,Dairy & Bakery,Butter & Ghee,,167.71,276.15
SKU01427,Frozen Foods,Frozen Vegetables,2022-12-28,709.77,956.01
SKU01428,Apparel & Footwear,Men's Wear,2023-10-30,2043.62,2772.39
SKU01429,Beverages,Soft Drinks,2024-06-23,49.78,73.13
SKU01430,Health & Wellness,First Aid,,472.19,641.12
SKU01431,Dairy & Bakery,Butter & Ghee,,191.99,305.88
SKU01432,Snacks & Confectionery,Biscuits & Cookies,2022-08-15,47.6,78.81
SKU01433,Frozen Foods,Ice Cream,,461.8,794.12
SKU01434,Personal Care,Bath & Body,2023-07-30,454.77,730.42
SKU01435,Health & Wellness,OTC Medicine,2022-01-23,740.69,1037.9
SKU01436,Dairy & Bakery,Bread,2024-12-23,103.65,168.64
SKU01437,Apparel & Footwear,Kids Wear,2024-01-30,1195.13,1550.38
SKU01438,Grocery,Cooking Oil,2022-05-06,182.51,298.01
SKU01439,Home & Kitchen,Cookware,2022-07-12,712.28,987.75
SKU01440,Grocery,Cooking Oil,,125.23,183.65
SKU01441,Electronics & Accessories,Mobile Accessories,,466.41,773.63
SKU01442,Personal Care,Men's Grooming,2023-03-19,255.29,370.49
SKU01443,Personal Care,Hair Care,2022-04-08,137.76,174.67
SKU01444,Grocery,Spices & Seasoning,,272.69,346.92
SKU01445,Electronics & Accessories,Small Appliances,2023-01-18,2161.17,3469.54
SKU01446,Beverages,Bottled Water,2022-07-16,131.99,192.93
SKU01447,Health & Wellness,OTC Medicine,2025-12-26,659.37,1121.92
SKU01448,Electronics & Accessories,Batteries,2025-05-07,445.96,668.35
SKU01449,Home & Kitchen,Cookware,2023-09-11,1407.21,2232.35
SKU01450,Electronics & Accessories,Mobile Accessories,2022-12-20,1589.7,2031.9
SKU01451,Dairy & Bakery,Milk,2022-12-22,84.67,119.56
SKU01452,Electronics & Accessories,Small Appliances,2022-02-17,904.78,1517.49
SKU01453,Apparel & Footwear,Women's Wear,2022-05-26,1004.68,1258.86
SKU01454,Dairy & Bakery,Cheese,,83.51,115.42
SKU01455,Beverages,Bottled Water,2025-08-01,57.25,98.09
SKU01456,Home & Kitchen,Cookware,2022-03-11,811.51,1082.17
SKU01457,Beverages,Energy Drinks,,74.65,108.29
SKU01458,Health & Wellness,OTC Medicine,2022-04-12,358.71,551.81
SKU01459,Snacks & Confectionery,Chips & Crisps,2024-12-02,56.31,93.99
SKU01460,Beverages,Coffee,2024-10-09,53.69,86.67
SKU01461,Apparel & Footwear,Women's Wear,2025-07-21,424.35,717.03
SKU01462,Beverages,Soft Drinks,2022-01-23,48.5,64.6
SKU01463,Electronics & Accessories,Small Appliances,2022-07-16,1012.35,1637.46
SKU01464,Electronics & Accessories,Mobile Accessories,,1583.09,2371.71
SKU01465,Grocery,Pulses & Lentils,,205.94,260.03
SKU01466,Snacks & Confectionery,Chips & Crisps,2022-01-16,27.39,34.29
SKU01467,Apparel & Footwear,Women's Wear,2024-08-23,1134.42,1516.97
SKU01468,Frozen Foods,Ice Cream,2022-11-08,484.21,645.85
SKU01469,Beverages,Juices,2022-03-13,54.43,69.23
SKU01470,Stationery & Office,Notebooks,2022-08-13,103.9,138.68
SKU01471,Dairy & Bakery,Milk,,65.01,98.1
SKU01472,Grocery,Sugar & Salt,2024-04-27,255.83,452.74
SKU01473,Stationery & Office,Office Supplies,2022-07-09,40.82,67.8
SKU01474,Grocery,Sugar & Salt,2024-05-15,160.13,242.2
SKU01475,Frozen Foods,Ice Cream,2023-05-20,486.47,789.28
