date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-12-31,SKU00744,60,0,14,52
2025-12-31,SKU00745,99,0,14,37
2025-12-31,SKU00746,37,0,14,20
2025-12-31,SKU00747,74,0,14,61
2025-12-31,SKU00748,54,0,14,22
2025-12-31,SKU00749,8237,0,14,1803
2025-12-31,SKU00751,484,0,14,219
2025-12-31,SKU00752,103,0,14,146
2025-12-31,SKU00754,432,0,14,200
2025-12-31,SKU00755,138,0,14,66
2025-12-31,SKU00756,241,0,14,119
2025-12-31,SKU00758,6798,0,14,1514
2025-12-31,SKU00759,234,0,14,125
2025-12-31,SKU00760,203,0,14,118
2025-12-31,SKU00761,300,0,14,164
2025-12-31,SKU00762,290,0,14,117
2025-12-31,SKU00763,202,0,14,125
2025-12-31,SKU00764,112,0,14,65
2025-12-31,SKU00765,507,0,14,248
2025-12-31,SKU00766,61,0,14,66
2025-12-31,SKU00767,4371,0,14,1035
2025-12-31,SKU00768,267,0,14,161
2025-12-31,SKU00769,89,0,14,130
2025-12-31,SKU00770,53,0,14,40
2025-12-31,SKU00772,378,0,14,327
2025-12-31,SKU00773,208,0,14,201
2025-12-31,SKU00774,0,0,14,1321
2025-12-31,SKU00775,7225,0,14,1593
2025-12-31,SKU00776,284,0,14,150
2025-12-31,SKU00777,92,0,14,93
2025-12-31,SKU00778,635,0,14,283
2025-12-31,SKU00779,50,0,14,49
2025-12-31,SKU00780,137,0,14,107
2025-12-31,SKU00781,97,0,14,40
2025-12-31,SKU00782,249,0,14,146
2025-12-31,SKU00783,442,0,14,241
2025-12-31,SKU00784,335,0,14,251
2025-12-31,SKU00785,321,0,14,245
2025-12-31,SKU00786,115,0,14,126
2025-12-31,SKU00787,468,0,14,374
2025-12-31,SKU00788,4093,0,14,1043
2025-12-31,SKU00789,117,0,14,75
2025-12-31,SKU00791,277,0,14,165
2025-12-31,SKU00792,109,0,14,262
2025-12-31,SKU00793,95,0,14,97
2025-12-31,SKU00794,95,0,14,136
2025-12-31,SKU00795,113,0,14,102
2025-12-31,SKU00796,12,0,14,180
2025-12-31,SKU00797,85,0,14,44
2025-12-31,SKU00798,198,0,14,112
2025-12-31,SKU00799,408,0,14,172
2025-12-31,SKU00800,311,0,14,254
2025-12-31,SKU00801,189,0,14,117
2025-12-31,SKU00802,39,0,14,33
2025-12-31,SKU00803,195,0,14,108
2025-12-31,SKU00804,269,0,14,356
2025-12-31,SKU00805,185,0,14,124
2025-12-31,SKU00806,462,0,14,216
2025-12-31,SKU00807,44,0,14,58
2025-12-31,SKU00808,28,0,14,47
2025-12-31,SKU00809,118,0,14,181
2025-12-31,SKU00810,284,0,14,179
2025-12-31,SKU00811,519,0,14,229
2025-12-31,SKU00813,254,0,14,132
2025-12-31,SKU00815,102,0,14,38
2025-12-31,SKU00816,2,0,14,99
2025-12-31,SKU00818,324,0,14,206
2025-12-31,SKU00819,765,0,14,376
2025-12-31,SKU00820,269,0,14,94
2025-12-31,SKU00821,6430,0,14,1530
2025-12-31,SKU00822,314,0,14,129
2025-12-31,SKU00823,0,0,14,1320
2025-12-31,SKU00824,165,0,14,209
2025-12-31,SKU00825,33,0,14,69
2025-12-31,SKU00827,337,0,14,192
2025-12-31,SKU00828,285,0,14,151
2025-12-31,SKU00829,145,0,14,166
2025-12-31,SKU00830,0,0,14,1303
2025-12-31,SKU00831,27,0,14,66
2025-12-31,SKU00832,0,0,14,1074
2025-12-31,SKU00833,125,0,14,68
2025-12-31,SKU00834,496,0,14,233
2025-12-31,SKU00835,333,0,14,316
2025-12-31,SKU00837,8483,0,14,2046
2025-12-31,SKU00838,23,0,14,49
2025-12-31,SKU00839,9,0,14,41
2025-12-31,SKU00840,765,0,14,472
2025-12-31,SKU00841,136,0,14,105
2025-12-31,SKU00842,190,0,14,140
2025-12-31,SKU00843,93,0,14,101
2025-12-31,SKU00844,252,0,14,155
2025-12-31,SKU00845,128,0,14,1158
2025-12-31,SKU00846,209,0,14,149
2025-12-31,SKU00848,261,0,14,211
2025-12-31,SKU00849,60,0,14,146
2025-12-31,SKU00850,241,0,14,131
2025-12-31,SKU00851,246,0,14,223
2025-12-31,SKU00852,235,0,14,147
2025-12-31,SKU00853,306,0,14,220
2025-12-31,SKU00854,382,0,14,181
2025-12-31,SKU00855,6862,0,14,1598
2025-12-31,SKU00856,214,0,14,135
2025-12-31,SKU00857,76,0,14,134
2025-12-31,SKU00858,7832,0,14,1692
2025-12-31,SKU00859,110,0,14,52
2025-12-31,SKU00860,5359,0,14,1205
2025-12-31,SKU00861,24,0,14,125
2025-12-31,SKU00863,78,0,14,148
2025-12-31,SKU00864,339,0,14,183
2025-12-31,SKU00865,221,0,14,97
2025-12-31,SKU00866,487,0,14,223
2025-12-31,SKU00867,49,0,14,81
2025-12-31,SKU00868,287,0,14,97
2025-12-31,SKU00869,367,0,14,168
2025-12-31,SKU00870,519,0,14,348
2025-12-31,SKU00872,223,0,14,223
2025-12-31,SKU00873,428,0,14,197
2025-12-31,SKU00874,4280,0,14,974
2025-12-31,SKU00875,297,0,14,154
2025-12-31,SKU00876,105,0,14,41
2025-12-31,SKU00877,14,0,14,43
2025-12-31,SKU00878,122,0,14,289
2025-12-31,SKU00879,105,0,14,100
2025-12-31,SKU00880,138,0,14,161
2025-12-31,SKU00881,286,0,14,173
2025-12-31,SKU00882,214,0,14,122
2025-12-31,SKU00883,230,0,14,154
2025-12-31,SKU00884,124,0,14,191
2025-12-31,SKU00885,138,0,14,47
2025-12-31,SKU00886,3,0,14,31
2025-12-31,SKU00887,184,0,14,113
2025-12-31,SKU00888,294,0,14,207
2025-12-31,SKU00889,275,0,14,100
2025-12-31,SKU00890,7185,0,14,1618
2025-12-31,SKU00891,113,0,14,89
2025-12-31,SKU00892,141,0,14,183
2025-12-31,SKU00893,107,0,14,984
2025-12-31,SKU00894,5444,0,14,1275
2025-12-31,SKU00895,355,0,14,238
2025-12-31,SKU00896,115,0,14,64
2025-12-31,SKU00897,180,0,14,144
2025-12-31,SKU00898,284,0,14,136
2025-12-31,SKU00899,289,0,14,103
2025-12-31,SKU00900,524,0,14,251
2025-12-31,SKU00901,153,0,14,86
2025-12-31,SKU00902,364,0,14,198
2025-12-31,SKU00904,207,0,14,83
2025-12-31,SKU00905,144,0,14,119
2025-12-31,SKU00906,6529,0,14,1440
2025-12-31,SKU00908,124,0,14,110
2025-12-31,SKU00909,269,0,14,175
2025-12-31,SKU00911,242,0,14,132
2025-12-31,SKU00912,164,0,14,146
2025-12-31,SKU00913,117,0,14,83
2025-12-31,SKU00914,177,0,14,111
2025-12-31,SKU00915,171,0,14,171
2025-12-31,SKU00916,510,0,14,292
2025-12-31,SKU00917,172,0,14,97
2025-12-31,SKU00918,150,0,14,88
2025-12-31,SKU00919,693,0,14,273
2025-12-31,SKU00920,0,0,14,1260
2025-12-31,SKU00921,86,0,14,81
2025-12-31,SKU00922,7,0,14,93
2025-12-31,SKU00923,107,0,14,142
2025-12-31,SKU00924,23,0,14,90
2025-12-31,SKU00925,229,0,14,142
2025-12-31,SKU00926,275,0,14,262
2025-12-31,SKU00927,457,0,14,241
2025-12-31,SKU00928,229,0,14,152
2025-12-31,SKU00929,171,0,14,1480
2025-12-31,SKU00930,183,0,14,185
2025-12-31,SKU00931,417,0,14,176
2025-12-31,SKU00932,8091,0,14,1922
2025-12-31,SKU00933,115,0,14,66
2025-12-31,SKU00934,192,0,14,110
2025-12-31,SKU00935,7070,0,14,1609
2025-12-31,SKU00936,5503,0,14,1225
2025-12-31,SKU00937,265,0,14,213
2025-12-31,SKU00938,80,0,14,64
2025-12-31,SKU00939,370,0,14,194
2025-12-31,SKU00940,640,0,14,328
2025-12-31,SKU00942,0,0,14,1293
2025-12-31,SKU00944,122,0,14,183
2025-12-31,SKU00945,430,0,14,230
2025-12-31,SKU00946,144,0,14,99
2025-12-31,SKU00948,100,0,14,49
2025-12-31,SKU00949,230,0,14,209
2025-12-31,SKU00950,221,0,14,92
2025-12-31,SKU00951,191,0,14,154
2025-12-31,SKU00953,0,0,14,1107
2025-12-31,SKU00954,7648,0,14,1873
2025-12-31,SKU00955,246,0,14,159
2025-12-31,SKU00956,13,0,14,119
2025-12-31,SKU00957,211,0,14,87
2025-12-31,SKU00958,3732,0,14,809
2025-12-31,SKU00959,51,0,14,42
2025-12-31,SKU00960,347,0,14,164
2025-12-31,SKU00961,321,0,14,143
2025-12-31,SKU00962,141,0,14,81
2025-12-31,SKU00963,195,0,14,79
2025-12-31,SKU00964,86,0,14,108
2025-12-31,SKU00965,7641,0,14,1718
2025-12-31,SKU00966,162,0,14,91
2025-12-31,SKU00967,119,0,14,51
2025-12-31,SKU00968,176,0,14,203
2025-12-31,SKU00970,267,0,14,169
2025-12-31,SKU00971,193,0,14,212
2025-12-31,SKU00972,5611,0,14,1188
2025-12-31,SKU00973,466,0,14,274
2025-12-31,SKU00974,0,0,14,823
2025-12-31,SKU00975,413,0,14,196
2025-12-31,SKU00976,234,0,14,1327
2025-12-31,SKU00977,208,0,14,110
2025-12-31,SKU00978,8163,0,14,1682
2025-12-31,SKU00979,26,0,14,59
2025-12-31,SKU00980,62,0,14,151
2025-12-31,SKU00981,237,0,14,171
2025-12-31,SKU00982,161,0,14,135
2025-12-31,SKU00983,253,0,14,101
2025-12-31,SKU00984,150,0,14,181
2025-12-31,SKU00986,7521,0,14,1700
2025-12-31,SKU00987,9126,0,14,1998
2025-12-31,SKU00988,61,0,14,30
2025-12-31,SKU00989,246,0,14,116
2025-12-31,SKU00990,490,0,14,333
2025-12-31,SKU00991,6857,0,14,1587
2025-12-31,SKU00992,179,0,14,124
2025-12-31,SKU00993,64,0,14,29
2025-12-31,SKU00994,0,0,14,1267
2025-12-31,SKU00996,158,0,14,1749
2025-12-31,SKU00997,339,0,14,213
2025-12-31,SKU00998,109,0,14,94
2025-12-31,SKU01001,281,0,14,150
2025-12-31,SKU01002,144,0,14,98
2025-12-31,SKU01003,180,0,14,156
2025-12-31,SKU01004,248,0,14,172
2025-12-31,SKU01005,222,0,14,199
2025-12-31,SKU01006,337,0,14,131
2025-12-31,SKU01007,305,0,14,294
2025-12-31,SKU01008,118,0,14,72
2025-12-31,SKU01009,0,0,14,1256
2025-12-31,SKU01010,67,0,14,201
2025-12-31,SKU01011,24,0,14,75
2025-12-31,SKU01012,404,0,14,252
2025-12-31,SKU01015,291,0,14,234
2025-12-31,SKU01017,4908,0,14,1092
2025-12-31,SKU01018,221,0,14,113
2025-12-31,SKU01019,125,0,14,84
2025-12-31,SKU01020,76,0,14,229
2025-12-31,SKU01021,0,0,14,1778
2025-12-31,SKU01022,228,0,14,210
2025-12-31,SKU01023,5138,0,14,1367
2025-12-31,SKU01024,64,0,14,27
2025-12-31,SKU01025,472,0,14,293
2025-12-31,SKU01027,124,0,14,58
2025-12-31,SKU01028,123,0,14,172
2025-12-31,SKU01029,297,0,14,200
2025-12-31,SKU01030,0,0,14,1257
2025-12-31,SKU01031,7383,0,14,1821
2025-12-31,SKU01032,5816,0,14,1392
2025-12-31,SKU01033,253,0,14,188
2025-12-31,SKU01034,5335,0,14,1058
2025-12-31,SKU01036,118,0,14,100
2025-12-31,SKU01037,0,0,14,1308
2025-12-31,SKU01038,7546,0,14,1644
2025-12-31,SKU01039,40,0,14,49
2025-12-31,SKU01041,44,0,14,134
2025-12-31,SKU01042,7768,0,14,1711
2025-12-31,SKU01043,150,0,14,123
2025-12-31,SKU01044,284,0,14,198
2025-12-31,SKU01045,0,0,14,1256
2025-12-31,SKU01046,7262,0,14,1695
2025-12-31,SKU01047,159,0,14,141
2025-12-31,SKU01048,70,0,14,1251
2025-12-31,SKU01049,122,0,14,53
2025-12-31,SKU01050,64,0,14,57
2025-12-31,SKU01052,5998,0,14,1348
2025-12-31,SKU01053,303,0,14,219
2025-12-31,SKU01054,271,0,14,119
2025-12-31,SKU01055,21,0,14,52
2025-12-31,SKU01056,279,0,14,141
2025-12-31,SKU01057,85,0,14,51
2025-12-31,SKU01058,91,0,14,48
2025-12-31,SKU01059,162,0,14,99
2025-12-31,SKU01061,278,0,14,126
2025-12-31,SKU01063,7715,0,14,1758
2025-12-31,SKU01064,371,0,14,166
2025-12-31,SKU01065,81,0,14,61
2025-12-31,SKU01066,311,0,14,244
2025-12-31,SKU01067,499,0,14,286
2025-12-31,SKU01068,8004,0,14,1741
2025-12-31,SKU01069,30,0,14,30
2025-12-31,SKU01070,7217,0,14,1643
2025-12-31,SKU01071,405,0,14,217
2025-12-31,SKU01072,241,0,14,214
2025-12-31,SKU01073,269,0,14,120
2025-12-31,SKU01074,106,0,14,49
2025-12-31,SKU01075,6602,0,14,1413
2025-12-31,SKU01076,370,0,14,220
2025-12-31,SKU01077,11,0,14,65
2025-12-31,SKU01078,229,0,14,194
2025-12-31,SKU01081,696,0,14,376
2025-12-31,SKU01082,363,0,14,223
2025-12-31,SKU01083,13,0,14,34
2025-12-31,SKU01085,360,0,14,213
2025-12-31,SKU01086,421,0,14,337
2025-12-31,SKU01087,62,0,14,140
2025-12-31,SKU01088,185,0,14,126
2025-12-31,SKU01090,16,0,14,21
2025-12-31,SKU01091,62,0,14,79
2025-12-31,SKU01092,459,0,14,286
2025-12-31,SKU01093,19,0,14,71
2025-12-31,SKU01094,103,0,14,37
2025-12-31,SKU01095,170,0,14,79
2025-12-31,SKU01096,118,0,14,95
2025-12-31,SKU01097,91,0,14,112
2025-12-31,SKU01099,102,0,14,108
2025-12-31,SKU01100,304,0,14,183
2025-12-31,SKU01101,90,0,14,55
2025-12-31,SKU01102,83,0,14,73
2025-12-31,SKU01103,34,0,14,34
2025-12-31,SKU01104,7823,0,14,1755
2025-12-31,SKU01106,71,0,14,87
2025-12-31,SKU01107,318,0,14,187
2025-12-31,SKU01108,253,0,14,133
2025-12-31,SKU01109,395,0,14,232
2025-12-31,SKU01110,79,0,14,97
2025-12-31,SKU01112,7745,0,14,1798
2025-12-31,SKU01113,153,0,14,95
2025-12-31,SKU01114,124,0,14,111
2025-12-31,SKU01115,3,0,14,25
2025-12-31,SKU01116,71,0,14,49
2025-12-31,SKU01117,557,0,14,288
2025-12-31,SKU01118,70,0,14,165
2025-12-31,SKU01119,126,0,14,174
2025-12-31,SKU01120,220,0,14,147
2025-12-31,SKU01121,225,0,14,236
2025-12-31,SKU01122,20,0,14,97
2025-12-31,SKU01123,283,0,14,220
2025-12-31,SKU01124,614,0,14,344
2025-12-31,SKU01125,173,0,14,158
2025-12-31,SKU01127,197,0,14,244
2025-12-31,SKU01128,276,0,14,200
2025-12-31,SKU01129,52,0,14,89
2025-12-31,SKU01130,248,0,14,136
2025-12-31,SKU01131,124,0,14,86
2025-12-31,SKU01132,445,0,14,273
2025-12-31,SKU01133,7078,0,14,1686
2025-12-31,SKU01134,57,0,14,59
2025-12-31,SKU01135,176,0,14,82
2025-12-31,SKU01136,498,0,14,237
2025-12-31,SKU01137,401,0,14,171
2025-12-31,SKU01138,0,0,14,1541
2025-12-31,SKU01140,541,0,14,255
2025-12-31,SKU01142,272,0,14,150
2025-12-31,SKU01143,3,0,14,93
2025-12-31,SKU01144,425,0,14,287
2025-12-31,SKU01145,449,0,14,156
2025-12-31,SKU01146,422,0,14,314
2025-12-31,SKU01147,108,0,14,198
2025-12-31,SKU01148,64,0,14,29
2025-12-31,SKU01149,32,0,14,26
2025-12-31,SKU01150,54,0,14,81
2025-12-31,SKU01151,256,0,14,136
2025-12-31,SKU01152,0,0,14,1646
2025-12-31,SKU01153,0,0,14,1412
2025-12-31,SKU01154,163,0,14,62
2025-12-31,SKU01155,382,0,14,257
2025-12-31,SKU01156,190,0,14,162
2025-12-31,SKU01157,454,0,14,199
2025-12-31,SKU01158,5024,0,14,1047
2025-12-31,SKU01159,64,0,14,70
2025-12-31,SKU01160,467,0,14,179
2025-12-31,SKU01161,120,0,14,70
2025-12-31,SKU01162,186,0,14,98
2025-12-31,SKU01163,160,0,14,166
2025-12-31,SKU01164,323,0,14,1090
2025-12-31,SKU01165,203,0,14,158
2025-12-31,SKU01167,4604,0,14,1195
2025-12-31,SKU01168,51,0,14,79
2025-12-31,SKU01169,129,0,14,179
2025-12-31,SKU01170,0,0,14,1338
2025-12-31,SKU01171,8117,0,14,1805
2025-12-31,SKU01172,117,0,14,51
2025-12-31,SKU01174,9037,0,14,1898
2025-12-31,SKU01175,260,0,14,148
2025-12-31,SKU01176,468,0,14,240
2025-12-31,SKU01177,49,0,14,79
2025-12-31,SKU01178,1,0,14,20
2025-12-31,SKU01179,7122,0,14,1622
2025-12-31,SKU01181,184,0,14,70
2025-12-31,SKU01182,85,0,14,44
2025-12-31,SKU01183,152,0,14,119
2025-12-31,SKU01184,8,0,14,56
2025-12-31,SKU01185,101,0,14,94
2025-12-31,SKU01186,245,0,14,176
2025-12-31,SKU01187,4938,0,14,1092
2025-12-31,SKU01188,208,0,14,122
2025-12-31,SKU01189,0,0,14,972
2025-12-31,SKU01190,58,0,14,45
2025-12-31,SKU01191,7071,0,14,1585
2025-12-31,SKU01193,115,0,14,41
2025-12-31,SKU01194,346,0,14,246
2025-12-31,SKU01195,521,0,14,371
2025-12-31,SKU01196,171,0,14,136
2025-12-31,SKU01199,179,0,14,223
2025-12-31,SKU01200,4575,0,14,1044
2025-12-31,SKU01201,156,0,14,132
2025-12-31,SKU01202,100,0,14,78
2025-12-31,SKU01203,264,0,14,251
2025-12-31,SKU01204,42,0,14,26
2025-12-31,SKU01205,317,0,14,175
2025-12-31,SKU01206,287,0,14,163
2025-12-31,SKU01207,213,0,14,141
2025-12-31,SKU01208,241,0,14,146
2025-12-31,SKU01209,59,0,14,33
2025-12-31,SKU01210,377,0,14,247
2025-12-31,SKU01211,206,0,14,152
2025-12-31,SKU01213,198,0,14,144
2025-12-31,SKU01215,377,0,14,138
2025-12-31,SKU01216,250,0,14,215
2025-12-31,SKU01217,103,0,14,47
2025-12-31,SKU01218,156,0,14,126
2025-12-31,SKU01220,212,0,14,74
2025-12-31,SKU01221,4,0,14,77
2025-12-31,SKU01222,328,0,14,213
2025-12-31,SKU01223,61,0,14,25
2025-12-31,SKU01224,7713,0,14,1629
2025-12-31,SKU01225,201,0,14,277
2025-12-31,SKU01226,92,0,14,47
2025-12-31,SKU01227,165,0,14,157
2025-12-31,SKU01228,137,0,14,97
2025-12-31,SKU01229,7128,0,14,1594
2025-12-31,SKU01230,402,0,14,206
2025-12-31,SKU01231,25,0,14,20
2025-12-31,SKU01232,20,0,14,35
2025-12-31,SKU01234,244,0,14,98
2025-12-31,SKU01235,74,0,14,83
2025-12-31,SKU01236,232,0,14,95
2025-12-31,SKU01237,228,0,14,195
2025-12-31,SKU01238,337,0,14,152
2025-12-31,SKU01241,207,0,14,95
2025-12-31,SKU01242,349,0,14,202
2025-12-31,SKU01243,202,0,14,85
2025-12-31,SKU01246,174,0,14,289
2025-12-31,SKU01247,463,0,14,228
2025-12-31,SKU01248,82,0,14,88
2025-12-31,SKU01249,44,0,14,113
2025-12-31,SKU01250,22,0,14,26
2025-12-31,SKU01251,231,0,14,222
2025-12-31,SKU01253,177,0,14,171
2025-12-31,SKU01254,180,0,14,118
2025-12-31,SKU01255,170,0,14,150
2025-12-31,SKU01256,4290,0,14,1055
2025-12-31,SKU01257,480,0,14,290
2025-12-31,SKU01258,145,0,14,231
2025-12-31,SKU01259,145,0,14,94
2025-12-31,SKU01261,106,0,14,56
2025-12-31,SKU01262,370,0,14,208
2025-12-31,SKU01263,273,0,14,94
2025-12-31,SKU01264,5425,0,14,1155
2025-12-31,SKU01265,99,0,14,86
2025-12-31,SKU01266,301,0,14,277
2025-12-31,SKU01267,326,0,14,153
2025-12-31,SKU01268,513,0,14,294
2025-12-31,SKU01269,78,0,14,69
2025-12-31,SKU01270,445,0,14,215
2025-12-31,SKU01271,171,0,14,174
2025-12-31,SKU01272,107,0,14,134
2025-12-31,SKU01273,186,0,14,91
2025-12-31,SKU01274,0,0,14,1452
2025-12-31,SKU01275,254,0,14,155
2025-12-31,SKU01276,114,0,14,177
2025-12-31,SKU01277,221,0,14,115
2025-12-31,SKU01278,367,0,14,209
2025-12-31,SKU01280,364,0,14,245
2025-12-31,SKU01281,133,0,14,116
2025-12-31,SKU01282,446,0,14,214
2025-12-31,SKU01283,142,0,14,84
2025-12-31,SKU01284,81,0,14,64
2025-12-31,SKU01286,96,0,14,76
2025-12-31,SKU01287,8837,0,14,1877
2025-12-31,SKU01288,140,0,14,97
2025-12-31,SKU01289,58,0,14,22
2025-12-31,SKU01290,365,0,14,196
2025-12-31,SKU01292,150,0,14,70
2025-12-31,SKU01293,90,0,14,79
2025-12-31,SKU01294,44,0,14,106
2025-12-31,SKU01295,31,0,14,100
2025-12-31,SKU01296,156,0,14,112
2025-12-31,SKU01297,81,0,14,43
2025-12-31,SKU01298,127,0,14,74
2025-12-31,SKU01299,286,0,14,122
2025-12-31,SKU01301,168,0,14,236
2025-12-31,SKU01302,368,0,14,262
2025-12-31,SKU01303,7196,0,14,1639
2025-12-31,SKU01305,253,0,14,241
2025-12-31,SKU01306,39,0,14,55
2025-12-31,SKU01308,8,0,14,70
2025-12-31,SKU01309,354,0,14,161
2025-12-31,SKU01310,8360,0,14,1901
2025-12-31,SKU01311,83,0,14,87
2025-12-31,SKU01312,404,0,14,160
2025-12-31,SKU01313,287,0,14,210
2025-12-31,SKU01314,210,0,14,138
2025-12-31,SKU01315,209,0,14,119
2025-12-31,SKU01316,331,0,14,177
2025-12-31,SKU01317,142,0,14,1566
2025-12-31,SKU01318,7148,0,14,1639
2025-12-31,SKU01319,203,0,14,173
2025-12-31,SKU01320,642,0,14,355
2025-12-31,SKU01321,561,0,14,347
2025-12-31,SKU01323,476,0,14,202
2025-12-31,SKU01324,80,0,14,74
2025-12-31,SKU01325,46,0,14,103
2025-12-31,SKU01326,233,0,14,194
2025-12-31,SKU01327,69,0,14,30
2025-12-31,SKU01328,118,0,14,77
2025-12-31,SKU01329,158,0,14,96
2025-12-31,SKU01330,59,0,14,31
2025-12-31,SKU01331,633,0,14,258
2025-12-31,SKU01332,158,0,14,99
2025-12-31,SKU01333,245,0,14,181
2025-12-31,SKU01334,7,0,14,92
2025-12-31,SKU01335,132,0,14,52
2025-12-31,SKU01336,293,0,14,164
2025-12-31,SKU01337,7791,0,14,1746
2025-12-31,SKU01338,144,0,14,127
2025-12-31,SKU01339,8910,0,14,1887
2025-12-31,SKU01340,6594,0,14,1446
2025-12-31,SKU01341,390,0,14,190
2025-12-31,SKU01342,399,0,14,244
2025-12-31,SKU01343,85,0,14,128
2025-12-31,SKU01346,111,0,14,142
2025-12-31,SKU01347,6574,0,14,1451
2025-12-31,SKU01348,44,0,14,58
2025-12-31,SKU01349,64,0,14,65
2025-12-31,SKU01350,55,0,14,23
2025-12-31,SKU01351,537,0,14,263
2025-12-31,SKU01352,149,0,14,108
2025-12-31,SKU01354,22,0,14,96
2025-12-31,SKU01355,363,0,14,201
2025-12-31,SKU01356,6931,0,14,1502
2025-12-31,SKU01357,295,0,14,172
2025-12-31,SKU01358,174,0,14,111
2025-12-31,SKU01359,172,0,14,167
2025-12-31,SKU01360,610,0,14,278
2025-12-31,SKU01361,329,0,14,224
2025-12-31,SKU01362,339,0,14,158
2025-12-31,SKU01363,19,0,14,1026
2025-12-31,SKU01365,144,0,14,162
2025-12-31,SKU01366,216,0,14,173
2025-12-31,SKU01367,77,0,14,80
2025-12-31,SKU01369,141,0,14,74
2025-12-31,SKU01370,0,0,14,1392
2025-12-31,SKU01371,0,0,14,1230
2025-12-31,SKU01372,31,0,14,83
2025-12-31,SKU01373,28,0,14,36
2025-12-31,SKU01374,99,0,14,127
2025-12-31,SKU01375,185,0,14,131
2025-12-31,SKU01376,154,0,14,83
2025-12-31,SKU01377,43,0,14,41
2025-12-31,SKU01378,50,0,14,99
2025-12-31,SKU01379,264,0,14,99
2025-12-31,SKU01382,259,0,14,159
2025-12-31,SKU01383,292,0,14,203
2025-12-31,SKU01384,131,0,14,84
2025-12-31,SKU01385,67,0,14,50
2025-12-31,SKU01386,352,0,14,236
2025-12-31,SKU01387,203,0,14,150
2025-12-31,SKU01388,10,0,14,27
2025-12-31,SKU01389,474,0,14,326
2025-12-31,SKU01390,307,0,14,152
2025-12-31,SKU01391,14,0,14,66
2025-12-31,SKU01392,4808,0,14,1114
2025-12-31,SKU01393,257,0,14,149
2025-12-31,SKU01394,94,0,14,84
2025-12-31,SKU01395,267,0,14,218
2025-12-31,SKU01396,8350,0,14,1800
2025-12-31,SKU01397,54,0,14,33
2025-12-31,SKU01398,175,0,14,320
2025-12-31,SKU01399,224,0,14,134
2025-12-31,SKU01401,874,0,14,367
2025-12-31,SKU01402,584,0,14,268
2025-12-31,SKU01403,202,0,14,181
2025-12-31,SKU01404,47,0,14,47
2025-12-31,SKU01405,550,0,14,308
2025-12-31,SKU01406,122,0,14,138
2025-12-31,SKU01407,7961,0,14,1735
2025-12-31,SKU01411,116,0,14,69
2025-12-31,SKU01412,158,0,14,93
2025-12-31,SKU01413,4195,0,14,856
2025-12-31,SKU01414,0,0,14,1467
2025-12-31,SKU01415,361,0,14,250
2025-12-31,SKU01416,213,0,14,175
2025-12-31,SKU01417,101,0,14,34
2025-12-31,SKU01418,95,0,14,96
2025-12-31,SKU01419,94,0,14,58
2025-12-31,SKU01420,0,0,14,1291
2025-12-31,SKU01421,23,0,14,27
2025-12-31,SKU01422,167,0,14,217
2025-12-31,SKU01423,8702,0,14,1858
2025-12-31,SKU01424,6,0,14,50
2025-12-31,SKU01425,347,0,14,263
2025-12-31,SKU01427,22,0,14,75
2025-12-31,SKU01428,7485,0,14,1615
2025-12-31,SKU01429,339,0,14,187
2025-12-31,SKU01430,238,0,14,112
2025-12-31,SKU01431,171,0,14,81
2025-12-31,SKU01433,8401,0,14,1892
2025-12-31,SKU01434,397,0,14,247
2025-12-31,SKU01436,77,0,14,56
2025-12-31,SKU01437,370,0,14,212
2025-12-31,SKU01438,0,0,14,1033
2025-12-31,SKU01439,156,0,14,71
2025-12-31,SKU01440,81,0,14,76
2025-12-31,SKU01441,6621,0,14,1454
2025-12-31,SKU01442,94,0,14,90
2025-12-31,SKU01443,155,0,14,79
2025-12-31,SKU01444,415,0,14,204
2025-12-31,SKU01445,325,0,14,161
2025-12-31,SKU01446,143,0,14,212
2025-12-31,SKU01450,91,0,14,123
2025-12-31,SKU01451,271,0,14,161
2025-12-31,SKU01452,115,0,14,72
2025-12-31,SKU01453,355,0,14,151
2025-12-31,SKU01454,136,0,14,104
2025-12-31,SKU01455,423,0,14,382
2025-12-31,SKU01456,404,0,14,302
2025-12-31,SKU01457,5091,0,14,1193
2025-12-31,SKU01458,212,0,14,85
2025-12-31,SKU01459,337,0,14,187
2025-12-31,SKU01460,571,0,14,220
2025-12-31,SKU01461,123,0,14,139
2025-12-31,SKU01462,168,0,14,85
2025-12-31,SKU01463,151,0,14,54
2025-12-31,SKU01464,52,0,14,55
2025-12-31,SKU01465,233,0,14,128
2025-12-31,SKU01466,0,0,14,1683
2025-12-31,SKU01467,205,0,14,117
2025-12-31,SKU01468,490,0,14,334
2025-12-31,SKU01469,380,0,14,190
2025-12-31,SKU01470,274,0,14,134
2025-12-31,SKU01471,373,0,14,155
2025-12-31,SKU01472,611,0,14,277
2025-12-31,SKU01473,176,0,14,125
2025-12-31,SKU01476,121,0,14,43
2025-12-31,SKU01477,68,0,14,40
2025-12-31,SKU01479,330,0,14,239
2025-12-31,SKU01480,48,0,14,60
2025-12-31,SKU01481,273,0,14,239
2025-12-31,SKU01483,297,0,14,150
2025-12-31,SKU01484,6,0,14,100
2025-12-31,SKU01485,0,0,14,1043
2025-12-31,SKU01486,164,0,14,136
2025-12-31,SKU01487,76,0,14,47
