date,sku_id,units_sold,revenue,unit_price,promo_flag,week,month,season,is_holiday,promo_event,category,subcategory,launch_date,unit_cost,list_price
2023-02-17,SKU03891,1,159.69,159.69,,7,2,Winter,,,Dairy & Bakery,Eggs,2022-02-01,112.65,159.69
2023-02-17,SKU04252,2,232.06,116.03,,7,2,Winter,,,Beverages,Energy Drinks,2023-02-17,90.85,116.03
2023-02-17,SKU04321,4,3845.2,961.3,,7,2,Winter,,,Personal Care,Hair Care,2022-01-01,658.32,961.3
2023-02-18,SKU00062,4,1997.8,499.45,,7,2,Winter,,,Electronics & Accessories,Mobile Accessories,2022-01-17,291.09,499.45
2023-02-18,SKU00068,1,266.94,266.94,,7,2,Winter,,,Beverages,Tea,2022-04-28,161.78,266.94
2023-02-18,SKU00383,1,124.69,124.69,,7,2,Winter,,,Beverages,Tea,2022-01-02,78.59,124.69
2023-02-18,SKU00625,2,724.86,362.43,,7,2,Winter,,,Home & Kitchen,Storage & Containers,2022-02-08,288.56,362.43
2023-02-18,SKU00931,1,373.2,373.2,,7,2,Winter,,,Stationery & Office,Office Supplies,2023-02-18,290.43,373.2
2023-02-18,SKU01370,2,390.02,195.01,,7,2,Winter,,,Home Care,Laundry,2022-02-07,123.07,195.01
2023-02-18,SKU01371,1,1277.61,1277.61,,7,2,Winter,,,Home & Kitchen,Cookware,2022-01-08,907.68,1277.61
2023-02-18,SKU01578,2,1080.7,540.35,,7,2,Winter,,,Frozen Foods,Ice Cream,2022-01-13,338.5,540.35
2023-02-18,SKU01775,3,612.45,204.15,,7,2,Winter,,,Personal Care,Hair Care,2022-01-07,146.54,204.15
2023-02-18,SKU01988,4,1324.48,331.12,,7,2,Winter,,,Grocery,Sugar & Salt,2022-07-08,186.02,331.12
2023-02-18,SKU02234,3,927.99,309.33,,7,2,Winter,,,Personal Care,Bath & Body,2023-02-18,208.96,309.33
2023-02-18,SKU02603,4,1274.72,318.68,,7,2,Winter,,,Frozen Foods,Frozen Vegetables,2023-02-18,201.27,318.68
2023-02-18,SKU03727,2,3321.86,1660.93,,7,2,Winter,,,Electronics & Accessories,Mobile Accessories,2022-01-03,1291.18,1660.93
2023-02-18,SKU04321,1,961.3,961.3,,7,2,Winter,,,Personal Care,Hair Care,2022-01-01,658.32,961.3
2023-02-18,SKU04511,3,4111.89,1370.63,,7,2,Winter,,,Apparel & Footwear,Men's Wear,2022-04-12,1017.56,1370.63
2023-02-19,SKU00079,1,197.9,197.9,,7,2,Winter,,,Frozen Foods,Frozen Vegetables,2022-01-20,137.37,197.9
2023-02-19,SKU00216,1,678.4,678.4,,7,2,Winter,,,Frozen Foods,Frozen Vegetables,2022-04-28,406.14,678.4
2023-02-19,SKU00376,1,207.45,207.45,,7,2,Winter,,,Dairy & Bakery,Milk,2022-01-16,152.54,207.45
2023-02-19,SKU00924,1,401.13,401.13,,7,2,Winter,,,Frozen Foods,Ice Cream,2023-02-19,294.61,401.13
2023-02-19,SKU01731,2,448.3,224.15,,7,2,Winter,,,Personal Care,Hair Care,2023-02-19,139.96,224.15
2023-02-19,SKU01771,1,336.08,336.08,,7,2,Winter,,,Personal Care,Hair Care,2023-02-19,200.22,336.08
2023-02-19,SKU01821,1,2543.99,2543.99,,7,2,Winter,,,Apparel & Footwear,Men's Wear,2022-07-13,1468.0,2543.99
2023-02-19,SKU02189,2,201.74,100.87,,7,2,Winter,,,Grocery,Rice & Grains,2023-02-12,61.1,100.87
2023-02-19,SKU02432,2,652.9,326.45,,7,2,Winter,,,Home Care,Dishwashing,2023-02-19,208.19,326.45
2023-02-19,SKU02928,2,3692.54,1846.27,,7,2,Winter,,,Apparel & Footwear,Women's Wear,2022-06-14,1469.0,1846.27
2023-02-19,SKU03004,4,8349.4,2087.35,,7,2,Winter,,,Apparel & Footwear,Kids Wear,2022-08-24,1519.92,2087.35
2023-02-19,SKU03406,1,256.16,256.16,,7,2,Winter,,,Home Care,Pest Control,2022-10-09,176.03,256.16
2023-02-19,SKU03780,1,3123.93,3123.93,,7,2,Winter,,,Electronics & Accessories,Mobile Accessories,2023-02-19,2069.55,3123.93
2023-02-19,SKU04032,1,203.7,203.7,,7,2,Winter,,,Personal Care,Hair Care,2022-01-08,144.36,203.7
2023-02-19,SKU04178,1,295.35,295.35,,7,2,Winter,,,Home Care,Laundry,2022-07-19,199.69,295.35
2023-02-19,SKU04596,1,335.55,335.55,,7,2,Winter,,,Dairy & Bakery,Eggs,2022-01-02,242.79,335.55
2023-02-20,SKU00238,1,1766.09,1766.09,,8,2,Winter,,,Apparel & Footwear,Footwear,2022-07-27,1152.63,1766.09
2023-02-20,SKU00953,1,273.99,273.99,,8,2,Winter,,,Stationery & Office,Writing Instruments,2022-02-09,178.24,273.99
2023-02-20,SKU01507,1,220.84,220.84,,8,2,Winter,,,Home & Kitchen,Home Decor,2022-01-13,153.68,220.84
2023-02-20,SKU01804,2,441.84,220.92,,8,2,Winter,,,Home Care,Pest Control,2022-03-16,148.59,220.92
2023-02-20,SKU02484,2,1134.52,567.26,,8,2,Winter,,,Frozen Foods,Frozen Meat,2022-02-18,344.19,567.26
2023-02-20,SKU03854,2,964.86,482.43,,8,2,Winter,,,Home Care,Surface Cleaners,2022-11-07,337.85,482.43
2023-02-20,SKU04275,1,240.04,240.04,,8,2,Winter,,,Dairy & Bakery,Cheese,2022-02-01,137.54,240.04
2023-02-20,SKU04306,3,488.82,162.94,,8,2,Winter,,,Grocery,Pulses & Lentils,2023-01-19,91.16,162.94
2023-02-20,SKU04847,2,1261.92,630.96,,8,2,Winter,,,Electronics & Accessories,Small Appliances,2022-02-02,434.38,630.96
2023-02-21,SKU00113,1,136.55,136.55,,8,2,Winter,,,Dairy & Bakery,Bread,2023-02-21,82.18,136.55
2023-02-21,SKU00136,1,497.37,497.37,,8,2,Winter,,,Stationery & Office,Writing Instruments,2022-07-18,390.01,497.37
2023-02-21,SKU00554,3,264.96,88.32,,8,2,Winter,,,Snacks & Confectionery,Chocolates,2022-03-03,49.66,88.32
2023-02-21,SKU00893,3,2071.98,690.66,,8,2,Winter,,,Personal Care,Hair Care,2022-02-14,488.07,690.66
2023-02-21,SKU00994,1,602.13,602.13,,8,2,Winter,,,Home & Kitchen,Home Decor,2022-01-16,395.46,602.13
2023-02-21,SKU02064,1,45.95,45.95,,8,2,Winter,,,Beverages,Soft Drinks,2023-02-21,29.12,45.95
2023-02-21,SKU02141,1,471.88,471.88,,8,2,Winter,,,Personal Care,Bath & Body,2022-01-06,351.16,471.88
2023-02-21,SKU02148,2,529.42,264.71,,8,2,Winter,,,Home Care,Dishwashing,2023-02-21,178.78,264.71
2023-02-21,SKU02637,3,306.84,102.28000000000002,,8,2,Winter,,,Dairy & Bakery,Eggs,2023-02-21,70.94,102.28
2023-02-21,SKU03748,2,331.34,165.67,,8,2,Winter,,,Grocery,Flour & Atta,2023-02-21,131.96,165.67
2023-02-21,SKU03785,1,233.48,233.48,,8,2,Winter,,,Snacks & Confectionery,Biscuits & Cookies,2022-05-27,160.77,233.48
2023-02-21,SKU04245,2,435.56,217.78,,8,2,Winter,,,Frozen Foods,Frozen Vegetables,2022-04-15,127.83,217.78
2023-02-21,SKU04278,3,1320.78,440.26,,8,2,Winter,,,Home Care,Pest Control,2023-02-21,265.92,440.26
2023-02-21,SKU04321,5,4806.5,961.3,,8,2,Winter,,,Personal Care,Hair Care,2022-01-01,658.32,961.3
2023-02-21,SKU04596,3,1006.65,335.55,,8,2,Winter,,,Dairy & Bakery,Eggs,2022-01-02,242.79,335.55
2023-02-22,SKU00475,1,685.08,685.08,,8,2,Winter,,,Health & Wellness,Vitamins & Supplements,2023-02-22,381.79,685.08
2023-02-22,SKU00600,2,215.66,107.83,,8,2,Winter,,,Beverages,Soft Drinks,2022-05-18,59.81,107.83
2023-02-22,SKU00694,3,539.13,179.71,,8,2,Winter,,,Grocery,Rice & Grains,2023-01-23,115.0,179.71
2023-02-22,SKU00788,1,88.38,88.38,,8,2,Winter,,,Beverages,Tea,2023-02-22,61.04,88.38
2023-02-22,SKU01034,1,313.23,313.23,,8,2,Winter,,,Home Care,Pest Control,2022-05-17,198.33,313.23
2023-02-22,SKU01600,1,419.03,419.03,,8,2,Winter,,,Electronics & Accessories,Batteries,2023-02-22,241.87,419.03
2023-02-22,SKU01785,1,110.74,110.74,,8,2,Winter,,,Beverages,Bottled Water,2023-02-22,83.51,110.74
2023-02-22,SKU02024,1,1610.6,1610.6,,8,2,Winter,,,Apparel & Footwear,Women's Wear,2022-08-28,899.92,1610.6
2023-02-22,SKU02167,1,189.86,189.86,,8,2,Winter,,,Beverages,Coffee,2022-01-25,118.27,189.86
2023-02-22,SKU02178,2,376.54,188.27,,8,2,Winter,,,Snacks & Confectionery,Namkeen,2022-02-01,127.67,188.27
2023-02-22,SKU02779,1,118.72,118.72,,8,2,Winter,,,Snacks & Confectionery,Candy,2023-02-22,80.28,118.72
2023-02-22,SKU03389,1,580.11,580.11,,8,2,Winter,,,Frozen Foods,Frozen Vegetables,2022-06-15,426.02,580.11
2023-02-22,SKU03556,3,1970.64,656.88,,8,2,Winter,,,Frozen Foods,Ice Cream,2022-10-28,385.51,656.88
2023-02-22,SKU03574,2,261.92,130.96,,8,2,Winter,,,Stationery & Office,Writing Instruments,2022-07-14,90.05,130.96
2023-02-22,SKU03978,2,385.14,192.57,,8,2,Winter,,,Beverages,Coffee,2022-06-10,120.65,192.57
2023-02-22,SKU04119,3,1426.8,475.6000000000001,,8,2,Winter,,,Grocery,Spices & Seasoning,2023-02-22,311.34,475.6
2023-02-22,SKU04185,2,159.66,79.83,,8,2,Winter,,,Stationery & Office,Office Supplies,2022-10-25,54.22,79.83
2023-02-22,SKU04200,5,2604.2,520.84,,8,2,Winter,,,Personal Care,Bath & Body,2023-02-22,327.77,520.84
2023-02-22,SKU04321,1,961.3,961.3,,8,2,Winter,,,Personal Care,Hair Care,2022-01-01,658.32,961.3
2023-02-22,SKU04596,3,1006.65,335.55,,8,2,Winter,,,Dairy & Bakery,Eggs,2022-01-02,242.79,335.55
2023-02-22,SKU04663,1,715.73,715.73,,8,2,Winter,,,Frozen Foods,Frozen Meat,2022-01-27,556.48,715.73
2023-02-23,SKU00002,2,140.76,70.38,,8,2,Winter,,,Dairy & Bakery,Bread,2022-01-02,49.57,70.38
2023-02-23,SKU00285,1,505.67,505.67,,8,2,Winter,,,Home Care,Surface Cleaners,2022-01-24,387.2,505.67
2023-02-23,SKU00610,1,1954.6,1954.6,,8,2,Winter,,,Electronics & Accessories,Mobile Accessories,2023-02-23,1097.2,1954.6
2023-02-23,SKU01420,1,213.65,213.65,,8,2,Winter,,,Stationery & Office,Notebooks,2022-01-28,128.04,213.65
2023-02-23,SKU01707,3,1056.6,352.2,,8,2,Winter,,,Personal Care,Bath & Body,2022-02-23,238.65,352.2
2023-02-23,SKU02080,1,100.16,100.16,,8,2,Winter,,,Stationery & Office,Writing Instruments,2023-02-23,71.61,100.16
2023-02-23,SKU02314,5,2356.65,471.33000000000004,,8,2,Winter,,,Health & Wellness,OTC Medicine,2022-02-02,262.56,471.33
2023-02-23,SKU02815,4,2756.04,689.01,,8,2,Winter,,,Electronics & Accessories,Mobile Accessories,2023-02-23,446.34,689.01
2023-02-23,SKU03004,2,4174.7,2087.35,,8,2,Winter,,,Apparel & Footwear,Kids Wear,2022-08-24,1519.92,2087.35
2023-02-23,SKU03193,5,1295.8,259.16,,8,2,Winter,,,Beverages,Juices,2023-01-06,203.19,259.16
2023-02-23,SKU03383,2,428.92,214.46,,8,2,Winter,,,Grocery,Pulses & Lentils,2023-02-23,157.28,214.46
2023-02-23,SKU04321,6,5767.799999999999,961.2999999999998,,8,2,Winter,,,Personal Care,Hair Care,2022-01-01,658.32,961.3
2023-02-23,SKU04596,2,671.1,335.55,,8,2,Winter,,,Dairy & Bakery,Eggs,2022-01-02,242.79,335.55
2023-02-23,SKU04782,2,3278.0,1639.0,,8,2,Winter,,,Electronics & Accessories,Mobile Accessories,2022-11-29,1304.46,1639.0
2023-02-23,SKU04878,2,300.78,150.39,,8,2,Winter,,,Beverages,Coffee,2023-02-23,97.11,150.39
2023-02-24,SKU00158,1,487.98,487.98,,8,2,Winter,,Winter Deal Days,Frozen Foods,Ice Cream,2022-04-20,309.41,487.98
2023-02-24,SKU00599,1,46.97,46.97,,8,2,Winter,,Winter Deal Days,Dairy & Bakery,Yogurt,2022-03-25,25.96,46.97
2023-02-24,SKU00675,1,942.87,942.87,,8,2,Winter,,Winter Deal Days,Health & Wellness,First Aid,2022-04-29,543.46,942.87
2023-02-24,SKU00896,1,194.43,194.43,,8,2,Winter,,Winter Deal Days,Beverages,Bottled Water,2022-01-03,140.2,194.43
2023-02-24,SKU00953,1,273.99,273.99,,8,2,Winter,,Winter Deal Days,Stationery & Office,Writing Instruments,2022-02-09,178.24,273.99
2023-02-24,SKU00994,2,1204.26,602.13,,8,2,Winter,,Winter Deal Days,Home & Kitchen,Home Decor,2022-01-16,395.46,602.13
2023-02-24,SKU01414,1,193.44,193.44,,8,2,Winter,,Winter Deal Days,Stationery & Office,Notebooks,2022-02-25,136.08,193.44
2023-02-24,SKU01595,4,682.72,170.68,,8,2,Winter,,Winter Deal Days,Snacks & Confectionery,Candy,2022-05-26,115.77,170.68
2023-02-24,SKU02692,1,2095.03,2095.03,,8,2,Winter,,Winter Deal Days,Electronics & Accessories,Mobile Accessories,2022-01-23,1551.16,2095.03
2023-02-24,SKU02825,1,212.23,212.23,,8,2,Winter,,Winter Deal Days,Grocery,Rice & Grains,2022-03-21,124.79,212.23
2023-02-24,SKU02930,2,340.32,170.16,,8,2,Winter,,Winter Deal Days,Home Care,Pest Control,2022-01-01,133.92,170.16
2023-02-24,SKU03030,1,108.63,108.63,,8,2,Winter,,Winter Deal Days,Snacks & Confectionery,Chips & Crisps,2022-01-11,63.46,108.63
2023-02-24,SKU04240,1,701.01,701.01,,8,2,Winter,,Winter Deal Days,Health & Wellness,First Aid,2022-05-15,513.08,701.01
2023-02-24,SKU04321,4,3845.2,961.3,,8,2,Winter,,Winter Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2023-02-25,SKU00190,3,436.26,145.42,,8,2,Winter,,Winter Deal Days,Stationery & Office,Writing Instruments,2022-02-06,84.74,145.42
2023-02-25,SKU01371,2,2555.22,1277.61,,8,2,Winter,,Winter Deal Days,Home & Kitchen,Cookware,2022-01-08,907.68,1277.61
2023-02-25,SKU01714,2,673.44,336.72,,8,2,Winter,,Winter Deal Days,Personal Care,Oral Care,2022-04-18,190.75,336.72
2023-02-25,SKU02429,4,225.92,56.48,,8,2,Winter,,Winter Deal Days,Stationery & Office,Writing Instruments,2022-09-28,36.77,56.48
2023-02-25,SKU02691,1,309.21,309.21,,8,2,Winter,,Winter Deal Days,Home Care,Surface Cleaners,2022-04-07,212.67,309.21
2023-02-25,SKU02824,2,108.26,54.13,,8,2,Winter,,Winter Deal Days,Stationery & Office,Notebooks,2022-07-01,37.28,54.13
2023-02-25,SKU03417,3,1414.5,471.5,,8,2,Winter,,Winter Deal Days,Home Care,Air Fresheners,2023-01-01,318.55,471.5
2023-02-25,SKU04710,1,1632.84,1632.84,,8,2,Winter,,Winter Deal Days,Apparel & Footwear,Women's Wear,2022-02-20,1089.13,1632.84
2023-02-25,SKU04770,1,343.82,343.82,,8,2,Winter,,Winter Deal Days,Frozen Foods,Ice Cream,2023-02-25,230.72,343.82
2023-02-25,SKU04995,2,2162.7,1081.35,,8,2,Winter,,Winter Deal Days,Health & Wellness,Vitamins & Supplements,2023-02-25,734.54,1081.35
2023-02-26,SKU00158,2,975.96,487.98,,8,2,Winter,,Winter Deal Days,Frozen Foods,Ice Cream,2022-04-20,309.41,487.98
2023-02-26,SKU00534,1,134.81,171.95,1,8,2,Winter,,Winter Deal Days,Stationery & Office,Writing Instruments,2023-02-26,124.58,171.95
2023-02-26,SKU00953,5,1074.04,273.99,1,8,2,Winter,,Winter Deal Days,Stationery & Office,Writing Instruments,2022-02-09,178.24,273.99
2023-02-26,SKU01685,1,135.27,135.27,,8,2,Winter,,Winter Deal Days,Personal Care,Skin Care,2022-01-20,77.19,135.27
2023-02-26,SKU01870,3,678.48,226.16,,8,2,Winter,,Winter Deal Days,Home Care,Dishwashing,2022-01-14,158.21,226.16
2023-02-26,SKU02012,3,214.8,71.6,,8,2,Winter,,Winter Deal Days,Snacks & Confectionery,Namkeen,2023-02-26,40.22,71.6
2023-02-26,SKU02355,1,321.17,321.17,,8,2,Winter,,Winter Deal Days,Grocery,Spices & Seasoning,2022-04-13,198.69,321.17
2023-02-26,SKU02883,5,5200.1,1040.02,,8,2,Winter,,Winter Deal Days,Frozen Foods,Ice Cream,2022-02-11,819.68,1040.02
2023-02-26,SKU03134,5,501.21,196.94,1,8,2,Winter,,Winter Deal Days,Beverages,Tea,2022-06-19,144.57,196.94
2023-02-26,SKU03992,2,2227.5,1113.75,,8,2,Winter,,Winter Deal Days,Home & Kitchen,Cookware,2022-10-30,834.2,1113.75
2023-02-26,SKU04027,5,591.45,118.29,,8,2,Winter,,Winter Deal Days,Dairy & Bakery,Milk,2022-07-12,73.45,118.29
2023-02-26,SKU04204,1,714.36,714.36,,8,2,Winter,,Winter Deal Days,Personal Care,Skin Care,2022-05-17,431.73,714.36
2023-02-26,SKU04321,1,961.3,961.3,,8,2,Winter,,Winter Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2023-02-26,SKU04910,3,1109.61,369.87000000000006,,8,2,Winter,,Winter Deal Days,Health & Wellness,Vitamins & Supplements,2023-02-26,266.97,369.87
2023-02-27,SKU00034,1,2105.17,2105.17,,9,2,Winter,,Winter Deal Days,Electronics & Accessories,Small Appliances,2023-02-27,1355.55,2105.17
2023-02-27,SKU00087,1,231.1,231.1,,9,2,Winter,,Winter Deal Days,Health & Wellness,First Aid,2022-06-11,180.72,231.1
2023-02-27,SKU00214,1,392.18,392.18,,9,2,Winter,,Winter Deal Days,Home & Kitchen,Home Decor,2023-02-27,307.22,392.18
2023-02-27,SKU00942,2,345.8,172.9,,9,2,Winter,,Winter Deal Days,Home Care,Pest Control,2022-01-29,121.42,172.9
2023-02-27,SKU01317,2,1289.66,644.83,,9,2,Winter,,Winter Deal Days,Health & Wellness,First Aid,2022-01-05,438.36,644.83
2023-02-27,SKU02092,1,420.0,420.0,,9,2,Winter,,Winter Deal Days,Health & Wellness,First Aid,2023-02-27,330.88,420.0
2023-02-27,SKU02389,4,3323.28,830.82,,9,2,Winter,,Winter Deal Days,Frozen Foods,Frozen Meat,2022-01-10,505.99,830.82
2023-02-27,SKU02988,1,252.98,252.98,,9,2,Winter,,Winter Deal Days,Home Care,Pest Control,2023-01-02,153.96,252.98
2023-02-27,SKU03088,1,175.26,223.55,1,9,2,Winter,,Winter Deal Days,Stationery & Office,Notebooks,2022-03-25,153.21,223.55
2023-02-27,SKU03960,1,171.93,171.93,,9,2,Winter,,Winter Deal Days,Dairy & Bakery,Cheese,2023-02-27,135.26,171.93
2023-02-27,SKU04321,2,1922.6,961.3,,9,2,Winter,,Winter Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2023-02-27,SKU04596,1,335.55,335.55,,9,2,Winter,,Winter Deal Days,Dairy & Bakery,Eggs,2022-01-02,242.79,335.55
2023-02-28,SKU00050,1,26.72,34.08,1,9,2,Winter,,Winter Deal Days,Stationery & Office,Office Supplies,2022-01-30,20.25,34.08
2023-02-28,SKU01169,1,146.46,146.46,,9,2,Winter,,Winter Deal Days,Home Care,Surface Cleaners,2022-09-22,116.0,146.46
2023-02-28,SKU02088,2,138.62,69.31,,9,2,Winter,,Winter Deal Days,Dairy & Bakery,Cheese,2022-06-07,53.42,69.31
2023-02-28,SKU03970,3,1578.09,526.03,,9,2,Winter,,Winter Deal Days,Grocery,Spices & Seasoning,2023-02-28,404.19,526.03
2023-02-28,SKU04024,1,267.98,267.98,,9,2,Winter,,Winter Deal Days,Personal Care,Oral Care,2023-02-28,168.42,267.98
2023-02-28,SKU04304,1,393.38,393.38,,9,2,Winter,,Winter Deal Days,Electronics & Accessories,Small Appliances,2022-03-07,236.61,393.38
2023-02-28,SKU04321,2,1922.6,961.3,,9,2,Winter,,Winter Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2023-02-28,SKU04390,1,1832.3,1832.3,,9,2,Winter,,Winter Deal Days,Home & Kitchen,Home Decor,2022-03-06,1339.37,1832.3
2023-02-28,SKU04443,1,152.19,152.19,,9,2,Winter,,Winter Deal Days,Grocery,Sugar & Salt,2023-02-28,116.32,152.19
2023-02-28,SKU04508,3,1126.65,375.55,,9,2,Winter,,Winter Deal Days,Frozen Foods,Ready Meals,2022-01-13,236.38,375.55
2023-02-28,SKU04571,1,868.52,868.52,,9,2,Winter,,Winter Deal Days,Frozen Foods,Ready Meals,2022-01-16,532.19,868.52
2023-02-28,SKU04810,3,78.35,33.31,1,9,2,Winter,,Winter Deal Days,Stationery & Office,Office Supplies,2022-05-24,23.14,33.31
2023-03-01,SKU00830,3,870.03,290.01,,9,3,Spring,,Winter Deal Days,Frozen Foods,Ice Cream,2022-01-10,208.06,290.01
2023-03-01,SKU00909,1,403.57,403.57,,9,3,Spring,,Winter Deal Days,Home Care,Air Fresheners,2022-10-29,278.89,403.57
2023-03-01,SKU01420,1,167.5,213.65,1,9,3,Spring,,Winter Deal Days,Stationery & Office,Notebooks,2022-01-28,128.04,213.65
2023-03-01,SKU01916,1,572.96,572.96,,9,3,Spring,,Winter Deal Days,Frozen Foods,Frozen Meat,2023-03-01,391.3,572.96
2023-03-01,SKU02141,3,1415.64,471.87999999999994,,9,3,Spring,,Winter Deal Days,Personal Care,Bath & Body,2022-01-06,351.16,471.88
2023-03-01,SKU02155,1,1113.48,1113.48,,9,3,Spring,,Winter Deal Days,Home & Kitchen,Home Decor,2022-01-02,866.65,1113.48
2023-03-01,SKU02336,2,674.14,337.07,,9,3,Spring,,Winter Deal Days,Personal Care,Men's Grooming,2022-03-06,269.19,337.07
2023-03-01,SKU03727,1,1660.93,1660.93,,9,3,Spring,,Winter Deal Days,Electronics & Accessories,Mobile Accessories,2022-01-03,1291.18,1660.93
2023-03-01,SKU03897,1,97.07,97.07,,9,3,Spring,,Winter Deal Days,Home Care,Pest Control,2022-07-23,60.29,97.07
2023-03-01,SKU04467,2,527.56,263.78,,9,3,Spring,,Winter Deal Days,Dairy & Bakery,Butter & Ghee,2022-09-27,190.79,263.78
2023-03-01,SKU04586,2,962.76,481.38,,9,3,Spring,,Winter Deal Days,Home Care,Dishwashing,2022-12-31,354.22,481.38
2023-03-01,SKU04655,2,4152.42,2076.21,,9,3,Spring,,Winter Deal Days,Electronics & Accessories,Small Appliances,2022-11-22,1512.79,2076.21
2023-03-01,SKU04783,1,1943.37,1943.37,,9,3,Spring,,Winter Deal Days,Home & Kitchen,Cookware,2022-05-03,1433.97,1943.37
2023-03-02,SKU00205,5,873.73,222.88999999999996,1,9,3,Spring,,Winter Deal Days,Stationery & Office,Office Supplies,2023-03-02,154.95,222.89
2023-03-02,SKU00990,2,970.86,485.43,,9,3,Spring,,Winter Deal Days,Frozen Foods,Frozen Meat,2023-03-02,383.25,485.43
2023-03-02,SKU01227,2,629.99,401.78,1,9,3,Spring,,Winter Deal Days,Stationery & Office,Notebooks,2023-03-02,305.31,401.78
2023-03-02,SKU01395,3,367.11,122.37,,9,3,Spring,,Winter Deal Days,Snacks & Confectionery,Chips & Crisps,2022-11-04,86.92,122.37
2023-03-02,SKU01765,1,184.81,184.81,,9,3,Spring,,Winter Deal Days,Dairy & Bakery,Cheese,2023-03-02,146.62,184.81
2023-03-02,SKU02937,1,175.74,175.74,,9,3,Spring,,Winter Deal Days,Snacks & Confectionery,Namkeen,2023-03-02,105.47,175.74
2023-03-02,SKU03386,3,871.86,290.62,,9,3,Spring,,Winter Deal Days,Grocery,Spices & Seasoning,2022-11-18,230.52,290.62
2023-03-02,SKU03840,2,510.24,255.12,,9,3,Spring,,Winter Deal Days,Home Care,Dishwashing,2022-01-03,177.23,255.12
2023-03-02,SKU04273,1,1786.15,1786.15,,9,3,Spring,,Winter Deal Days,Apparel & Footwear,Women's Wear,2022-04-24,1117.09,1786.15
2023-03-02,SKU04321,4,3845.2,961.3,,9,3,Spring,,Winter Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2023-03-02,SKU04350,2,789.86,394.93,,9,3,Spring,,Winter Deal Days,Personal Care,Skin Care,2022-03-16,254.76,394.93
2023-03-02,SKU04973,1,909.63,909.63,,9,3,Spring,,Winter Deal Days,Health & Wellness,OTC Medicine,2022-03-16,654.87,909.63
2023-03-03,SKU00685,1,2583.23,2583.23,,9,3,Spring,,Winter Deal Days,Home & Kitchen,Cookware,2022-11-28,1816.98,2583.23
2023-03-03,SKU00866,1,1323.47,1323.47,,9,3,Spring,,Winter Deal Days,Home & Kitchen,Cookware,2023-03-03,822.8,1323.47
2023-03-03,SKU01071,2,1347.82,673.91,,9,3,Spring,,Winter Deal Days,Health & Wellness,Vitamins & Supplements,2023-03-03,487.51,673.91
2023-03-03,SKU01435,2,2075.8,1037.9,,9,3,Spring,,Winter Deal Days,Health & Wellness,OTC Medicine,2022-01-23,740.69,1037.9
2023-03-03,SKU01628,1,156.18,156.18,,9,3,Spring,,Winter Deal Days,Beverages,Bottled Water,2022-03-10,101.09,156.18
2023-03-03,SKU01789,3,395.21,168.03,1,9,3,Spring,,Winter Deal Days,Stationery & Office,Office Supplies,2023-03-03,101.72,168.03
2023-03-03,SKU02141,1,471.88,471.88,,9,3,Spring,,Winter Deal Days,Personal Care,Bath & Body,2022-01-06,351.16,471.88
2023-03-03,SKU02383,1,257.17,328.02,1,9,3,Spring,,Winter Deal Days,Stationery & Office,Office Supplies,2022-08-03,196.71,328.02
2023-03-03,SKU02816,2,2612.68,1306.34,,9,3,Spring,,Winter Deal Days,Health & Wellness,First Aid,2022-10-05,734.19,1306.34
2023-03-03,SKU03612,1,290.1,290.1,,9,3,Spring,,Winter Deal Days,Frozen Foods,Ice Cream,2022-08-09,185.25,290.1
2023-03-03,SKU03616,1,372.86,372.86,,9,3,Spring,,Winter Deal Days,Personal Care,Hair Care,2023-03-03,260.39,372.86
2023-03-03,SKU03727,8,13287.439999999999,1660.9299999999998,,9,3,Spring,,Winter Deal Days,Electronics & Accessories,Mobile Accessories,2022-01-03,1291.18,1660.93
2023-03-03,SKU04027,3,354.87,118.29,,9,3,Spring,,Winter Deal Days,Dairy & Bakery,Milk,2022-07-12,73.45,118.29
2023-03-03,SKU04099,3,6758.82,2252.94,,9,3,Spring,,Winter Deal Days,Home & Kitchen,Storage & Containers,2022-09-07,1309.53,2252.94
2023-03-03,SKU04110,2,898.94,449.47,,9,3,Spring,,Winter Deal Days,Grocery,Pulses & Lentils,2022-03-14,345.72,449.47
2023-03-03,SKU04403,1,108.77,108.77,,9,3,Spring,,Winter Deal Days,Beverages,Bottled Water,2023-03-03,68.31,108.77
2023-03-03,SKU04510,5,1909.1,381.82,,9,3,Spring,,Winter Deal Days,Home Care,Pest Control,2022-08-03,301.13,381.82
2023-03-03,SKU04538,1,215.34,215.34,,9,3,Spring,,Winter Deal Days,Dairy & Bakery,Butter & Ghee,2022-02-02,151.52,215.34
2023-03-03,SKU04720,1,2230.86,2230.86,,9,3,Spring,,Winter Deal Days,Electronics & Accessories,Batteries,2022-03-02,1260.87,2230.86
2023-03-03,SKU04739,2,546.64,273.32,,9,3,Spring,,Winter Deal Days,Personal Care,Men's Grooming,2023-03-03,212.58,273.32
2023-03-04,SKU00264,1,242.74,242.74,,9,3,Spring,,Winter Deal Days,Beverages,Energy Drinks,2022-01-11,153.51,242.74
