sku_id,category,subcategory,decision,recommendation,priority,decision_reason,rupee_value_at_stake,stockout_risk,overstock_risk,coverage_weeks,demand_rate_weekly,forecast_rate_weekly,preferred_demand_source,data_quality_flag
SKU00650,Home Care,Surface Cleaners,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,920150.4,0.0,1.0,4384.0,1.0,1.0,d3_forecast,insufficient_data
SKU00767,Frozen Foods,Frozen Meat,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,917090.0099999999,0.0,1.0,1457.0,3.0,0.0,d3_forecast,insufficient_data
SKU03031,Snacks & Confectionery,Chocolates,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,912111.2000000001,0.0,1.0,2006.0,4.0,0.0,d3_forecast,insufficient_data
SKU00535,Snacks & Confectionery,Chocolates,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,907948.4400000001,0.0,1.0,4648.0,1.5,2.0,d3_forecast,insufficient_data
SKU03493,Stationery & Office,Office Supplies,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,905572.36,0.0,1.0,3770.0,2.0,0.0,d3_forecast,insufficient_data
SKU03416,Dairy & Bakery,Bread,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,897724.0,0.0,1.0,2370.6666666666665,3.0,0.0,d3_forecast,insufficient_data
SKU00972,Beverages,Tea,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,896598.75,0.0,1.0,1402.75,4.0,3.0,d3_forecast,insufficient_data
SKU03457,Dairy & Bakery,Cheese,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,893566.8,0.0,1.0,4252.0,1.6,1.75,d3_forecast,low_history
SKU04797,Personal Care,Bath & Body,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,890211.61,0.0,1.0,4377.0,1.0,0.0,d3_forecast,insufficient_data
SKU00462,Home Care,Dishwashing,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,886540.7466666666,0.0,1.0,3981.6,1.6666666666666667,2.0,d3_forecast,insufficient_data
SKU00991,Home & Kitchen,Cookware,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,876398.0399999999,0.0,1.0,3428.5,1.75,2.0,d3_forecast,low_history
SKU04475,Personal Care,Men's Grooming,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,873910.58,0.0,1.0,2164.4444444444443,4.5,5.0,d3_forecast,insufficient_data
SKU02094,Beverages,Juices,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,868617.11,0.0,1.0,1809.2,2.5,4.0,d3_forecast,insufficient_data
SKU01396,Health & Wellness,First Aid,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,867651.42,0.0,1.0,4175.0,2.0,0.0,d3_forecast,insufficient_data
SKU02918,Electronics & Accessories,Batteries,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,857064.56,0.0,1.0,230.82666666666665,2.0,2.34375,d3_forecast,low_history
SKU02590,Personal Care,Oral Care,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,856858.7600000001,0.0,1.0,6176.0,1.0,0.0,d3_forecast,insufficient_data
SKU02448,Electronics & Accessories,Batteries,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,856506.64,0.0,1.0,376.2,2.75,1.6666666666666667,d3_forecast,low_history
SKU04401,Grocery,Spices & Seasoning,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,849972.64,0.0,1.0,7220.0,1.0,1.0,d3_forecast,insufficient_data
SKU03609,Grocery,Pulses & Lentils,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,849614.0,0.0,1.0,9392.0,1.0,0.0,d3_forecast,insufficient_data
SKU04516,Apparel & Footwear,Kids Wear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,849139.3166666667,0.0,1.0,309.0,2.3333333333333335,2.0,d3_forecast,insufficient_data
SKU02630,Grocery,Pulses & Lentils,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,848216.0116666666,0.0,1.0,3613.9354838709683,1.75,1.2916666666666665,d3_forecast,low_history
SKU03432,Apparel & Footwear,Men's Wear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,845186.0533333335,0.0,1.0,311.4,1.6666666666666667,2.0,d3_forecast,insufficient_data
SKU02057,Beverages,Energy Drinks,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,845042.0,0.0,1.0,2709.0,2.5,2.6666666666666665,d3_forecast,low_history
SKU04177,Home & Kitchen,Cookware,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,843905.2000000001,0.0,1.0,540.0,1.0,1.0,d3_forecast,insufficient_data
SKU01805,Stationery & Office,Writing Instruments,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,842517.0,0.0,1.0,8896.0,1.0,0.0,d3_forecast,insufficient_data
SKU04591,Dairy & Bakery,Butter & Ghee,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,842211.2233333333,0.0,1.0,5286.75,1.3333333333333333,1.5,d3_forecast,insufficient_data
SKU01032,Stationery & Office,Office Supplies,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,840822.0399999999,0.0,1.0,5816.0,1.0,0.0,d3_forecast,insufficient_data
SKU03052,Home & Kitchen,Cookware,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,836892.075,0.0,1.0,296.0,1.8333333333333333,1.875,d3_forecast,low_history
SKU00837,Health & Wellness,OTC Medicine,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,835889.25,0.0,1.0,4241.5,2.0,1.0,d3_forecast,insufficient_data
SKU01356,Snacks & Confectionery,Biscuits & Cookies,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,830270.22,0.0,1.0,6931.0,1.0,0.0,d3_forecast,insufficient_data
SKU03467,Grocery,Spices & Seasoning,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,829944.3666666667,0.0,1.0,3613.5,1.3333333333333333,1.5,d3_forecast,insufficient_data
SKU02488,Electronics & Accessories,Small Appliances,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,828665.05,0.0,1.0,165.1764705882353,2.0,2.125,d3_forecast,low_history
SKU04118,Stationery & Office,Notebooks,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,827505.1633333332,0.0,1.0,1252.9811320754718,4.25,4.416666666666666,d3_forecast,low_history
SKU04222,Snacks & Confectionery,Biscuits & Cookies,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,821719.3866666667,0.0,1.0,5215.2,1.6666666666666667,1.5,d3_forecast,insufficient_data
SKU04653,Snacks & Confectionery,Namkeen,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,820151.6,0.0,1.0,3968.0,2.0,0.0,d3_forecast,insufficient_data
SKU03009,Electronics & Accessories,Small Appliances,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,813032.18,0.0,1.0,202.5,1.75,2.0,d3_forecast,low_history
SKU04065,Electronics & Accessories,Small Appliances,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,812858.4,0.0,1.0,236.0,1.4,1.5,d3_forecast,low_history
SKU04057,Home & Kitchen,Storage & Containers,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,809161.5,0.0,1.0,711.0,1.0,0.0,d3_forecast,insufficient_data
SKU02718,Beverages,Soft Drinks,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,806421.46,0.0,1.0,7986.0,1.0,1.0,d3_forecast,insufficient_data
SKU04958,Stationery & Office,Notebooks,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,805505.76,0.0,1.0,7988.0,1.0,0.0,d3_forecast,insufficient_data
SKU00821,Dairy & Bakery,Eggs,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,802852.5,0.0,1.0,1286.0,5.0,0.0,d3_forecast,insufficient_data
SKU03968,Beverages,Soft Drinks,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,802068.27,0.0,1.0,8543.0,1.0,0.0,d3_forecast,insufficient_data
SKU04249,Grocery,Sugar & Salt,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,800286.24,0.0,1.0,7206.0,1.0,1.0,d3_forecast,insufficient_data
SKU04369,Electronics & Accessories,Small Appliances,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,799780.3366666666,0.0,1.0,551.25,1.3333333333333333,1.5,d3_forecast,insufficient_data
SKU02223,Grocery,Flour & Atta,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,799755.4500000001,0.0,1.0,2090.5,2.0,2.5,d3_forecast,insufficient_data
SKU03548,Personal Care,Oral Care,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,798636.1166666667,0.0,1.0,4833.0,1.6666666666666667,2.0,d3_forecast,insufficient_data
SKU02329,Grocery,Spices & Seasoning,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,792577.61,0.0,1.0,6795.0,1.0,0.0,d3_forecast,insufficient_data
SKU03617,Electronics & Accessories,Mobile Accessories,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,790660.2666666667,0.0,1.0,251.17241379310346,2.0,2.4166666666666665,d3_forecast,low_history
SKU00742,Electronics & Accessories,Batteries,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,780046.8740000001,0.0,1.0,250.45454545454544,2.0,2.2,d3_forecast,low_history
SKU01684,Grocery,Flour & Atta,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,776124.3500000001,0.0,1.0,2901.5,2.0,1.4375,d3_forecast,insufficient_data
SKU04794,Home & Kitchen,Cookware,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,774665.21,0.0,1.0,240.5,2.0,3.0,d3_forecast,insufficient_data
SKU00721,Home Care,Air Fresheners,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,770909.28,0.0,1.0,4365.333333333333,1.5,1.0,d3_forecast,insufficient_data
SKU01729,Electronics & Accessories,Batteries,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,766964.7999999999,0.0,1.0,121.5,4.0,0.0,d3_forecast,insufficient_data
SKU04971,Apparel & Footwear,Kids Wear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,766335.9199999999,0.0,1.0,386.6666666666667,1.5,2.0,d3_forecast,insufficient_data
SKU04702,Electronics & Accessories,Batteries,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,766063.3570637687,0.0,1.0,238.28907391028324,1.9166666666666667,2.1402575939844266,d3_forecast,ok
SKU03780,Electronics & Accessories,Mobile Accessories,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,757455.3,0.0,1.0,370.0,1.0,1.0,d3_forecast,insufficient_data
SKU02639,Grocery,Sugar & Salt,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,752253.0650000001,0.0,1.0,5497.454545454545,2.25,1.375,d3_forecast,low_history
SKU00140,Home Care,Dishwashing,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,751502.65,0.0,1.0,5759.333333333333,1.5,2.0,d3_forecast,insufficient_data
SKU00749,Grocery,Flour & Atta,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,748721.75,0.0,1.0,2745.6666666666665,3.0,0.0,d3_forecast,insufficient_data
SKU04418,Electronics & Accessories,Batteries,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,742392.7466666667,0.0,1.0,228.0,1.3333333333333333,1.5,d3_forecast,insufficient_data
SKU00682,Snacks & Confectionery,Chips & Crisps,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,741122.37,0.0,1.0,4010.5,2.0,0.0,d3_forecast,insufficient_data
SKU01124,Electronics & Accessories,Small Appliances,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,736001.3616666667,0.0,1.0,359.4146341463414,1.75,1.7083333333333335,d3_forecast,low_history
SKU01112,Stationery & Office,Writing Instruments,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,729772.18,0.0,1.0,1936.25,4.0,0.0,d3_forecast,insufficient_data
SKU00855,Beverages,Bottled Water,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,726386.92,0.0,1.0,3431.0,2.0,1.875,d3_forecast,insufficient_data
SKU02277,Beverages,Tea,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,724250.7000000001,0.0,1.0,2821.0,3.0,5.0,d3_forecast,insufficient_data
SKU00553,Snacks & Confectionery,Biscuits & Cookies,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,723849.63,0.0,1.0,6073.0,1.0,0.0,d3_forecast,insufficient_data
SKU00355,Dairy & Bakery,Bread,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,720482.5800000001,0.0,1.0,4373.142857142857,1.6,1.75,d3_forecast,low_history
SKU02662,Dairy & Bakery,Eggs,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,720450.36,0.0,1.0,2573.0,3.0,4.0,d3_forecast,insufficient_data
SKU00958,Home & Kitchen,Home Decor,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,718704.0,0.0,1.0,1244.0,3.0,0.0,d3_forecast,insufficient_data
SKU00717,Apparel & Footwear,Kids Wear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,716194.16,0.0,1.0,326.6666666666667,1.5,1.0,d3_forecast,insufficient_data
SKU02828,Home & Kitchen,Home Decor,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,707590.38375,0.0,1.0,243.94805194805195,2.6,2.40625,d3_forecast,low_history
SKU04540,Electronics & Accessories,Batteries,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,706732.3,0.0,1.0,165.66666666666666,3.0,0.0,d3_forecast,insufficient_data
SKU04505,Beverages,Energy Drinks,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,705409.8400000001,0.0,1.0,8730.0,1.0,1.0,d3_forecast,insufficient_data
SKU00066,Dairy & Bakery,Cheese,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,701852.5499999999,0.0,1.0,1328.75,4.0,0.0,d3_forecast,insufficient_data
SKU00546,Dairy & Bakery,Milk,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,699168.3200000001,0.0,1.0,7461.0,1.0,0.0,d3_forecast,insufficient_data
SKU04906,Home & Kitchen,Cookware,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,697676.1799999999,0.0,1.0,235.5,2.0,3.0,d3_forecast,insufficient_data
SKU00542,Apparel & Footwear,Kids Wear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,696968.5199999999,0.0,1.0,301.2857142857143,2.3333333333333335,3.0,d3_forecast,insufficient_data
SKU03475,Apparel & Footwear,Men's Wear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,688702.9400000001,0.0,1.0,195.5,2.0,0.0,d3_forecast,insufficient_data
SKU01445,Electronics & Accessories,Small Appliances,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,685090.89,0.0,1.0,162.5,2.0,1.0,d3_forecast,insufficient_data
SKU00550,Beverages,Bottled Water,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,683805.78,0.0,1.0,8131.0,1.0,0.0,d3_forecast,insufficient_data
SKU02248,Dairy & Bakery,Milk,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,676947.6666666666,0.0,1.0,5960.25,1.3333333333333333,1.5,d3_forecast,insufficient_data
SKU02376,Dairy & Bakery,Milk,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,675094.8400000001,0.0,1.0,5571.333333333333,1.5,2.0,d3_forecast,insufficient_data
SKU02255,Personal Care,Oral Care,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,668634.84,0.0,1.0,4765.0,1.0,0.0,d3_forecast,insufficient_data
SKU02128,Grocery,Spices & Seasoning,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,663543.72,0.0,1.0,2303.5,2.0,2.0,d3_forecast,insufficient_data
SKU00237,Grocery,Pulses & Lentils,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,661584.24,0.0,1.0,2197.0,4.0,0.0,d3_forecast,insufficient_data
SKU03983,Electronics & Accessories,Small Appliances,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,661576.3200000001,0.0,1.0,335.0,1.0,0.0,d3_forecast,insufficient_data
SKU00754,Home & Kitchen,Home Decor,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,661261.9199999999,0.0,1.0,216.0,2.0,2.0,d3_forecast,low_history
SKU00111,Apparel & Footwear,Footwear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,656751.16,0.0,1.0,294.6666666666667,1.5,2.0,d3_forecast,insufficient_data
SKU03505,Electronics & Accessories,Mobile Accessories,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,650292.7999999999,0.0,1.0,168.0,2.0,1.6666666666666667,d3_forecast,low_history
SKU00227,Electronics & Accessories,Mobile Accessories,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,642764.0,0.0,1.0,374.0,1.0,0.0,d3_forecast,insufficient_data
SKU04768,Dairy & Bakery,Butter & Ghee,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,636738.66,0.0,1.0,7771.0,1.0,0.0,d3_forecast,insufficient_data
SKU03040,Home & Kitchen,Cookware,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,633284.1666666666,0.0,1.0,354.0,1.2857142857142858,1.1666666666666667,d3_forecast,low_history
SKU00127,Home Care,Dishwashing,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,629150.2000000001,0.0,1.0,2136.8571428571427,2.3333333333333335,1.4375,d3_forecast,insufficient_data
SKU04417,Electronics & Accessories,Mobile Accessories,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,627364.0333333333,0.0,1.0,385.5,1.25,1.3333333333333333,d3_forecast,low_history
SKU03005,Grocery,Cooking Oil,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,625740.66,0.0,1.0,4256.4,1.6666666666666667,2.0,d3_forecast,insufficient_data
SKU04945,Home Care,Pest Control,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,621968.1066666668,0.0,1.0,1877.9999999999998,2.3333333333333335,3.0,d3_forecast,insufficient_data
SKU04264,Electronics & Accessories,Mobile Accessories,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,620779.452,0.0,1.0,231.18644067796612,1.6666666666666667,1.4749999999999999,d3_forecast,low_history
SKU04153,Beverages,Tea,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,620075.88,0.0,1.0,5488.0,1.5,2.0,d3_forecast,insufficient_data
SKU00595,Apparel & Footwear,Men's Wear,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,617343.7417371842,0.0,1.0,165.81737716495766,1.5,2.15297097387357,d3_forecast,ok
SKU01949,Apparel & Footwear,Men's Wear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,616833.1,0.0,1.0,434.6666666666667,1.5,1.0,d3_forecast,insufficient_data
SKU04561,Dairy & Bakery,Milk,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,615489.0566666666,0.0,1.0,3257.3999999999996,2.0,1.6666666666666667,d3_forecast,low_history
SKU00574,Beverages,Tea,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,613280.11,0.0,1.0,3198.5,2.0,0.0,d3_forecast,insufficient_data
SKU04916,Electronics & Accessories,Mobile Accessories,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,608768.16,0.0,1.0,368.0,1.4,1.5,d3_forecast,low_history
SKU03108,Snacks & Confectionery,Namkeen,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,597864.4933333333,0.0,1.0,2950.5,3.0,2.6666666666666665,d3_forecast,low_history
SKU03090,Grocery,Cooking Oil,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,596485.71,0.0,1.0,3707.5,1.75,2.0,d3_forecast,low_history
SKU01905,Electronics & Accessories,Small Appliances,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,593197.9,0.0,1.0,219.0,1.75,2.0,d3_forecast,low_history
SKU04690,Stationery & Office,Writing Instruments,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,592217.6000000001,0.0,1.0,2777.3333333333335,3.0,0.0,d3_forecast,insufficient_data
SKU01859,Apparel & Footwear,Footwear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,584421.33,0.0,1.0,421.0,1.0,1.0,d3_forecast,insufficient_data
SKU04028,Electronics & Accessories,Batteries,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,583725.6,0.0,1.0,124.0,3.0,0.0,d3_forecast,insufficient_data
SKU00598,Dairy & Bakery,Cheese,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,582589.08,0.0,1.0,2181.3333333333335,3.0,0.0,d3_forecast,insufficient_data
SKU02154,Home & Kitchen,Cookware,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,578184.25,0.0,1.0,320.6666666666667,1.6,1.5,d3_forecast,low_history
SKU04712,Apparel & Footwear,Footwear,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,576620.1919999999,0.0,1.0,211.76470588235293,1.5,1.7000000000000002,d3_forecast,low_history
SKU03560,Home & Kitchen,Home Decor,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,576091.3200000001,0.0,1.0,248.0,1.0,0.0,d3_forecast,insufficient_data
SKU03676,Home & Kitchen,Home Decor,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,574678.62,0.0,1.0,230.7070707070707,2.3333333333333335,2.475,d3_forecast,low_history
SKU01360,Electronics & Accessories,Mobile Accessories,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,568817.76,0.0,1.0,305.0,2.0,0.0,d3_forecast,insufficient_data
SKU02831,Electronics & Accessories,Small Appliances,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,566481.1,0.0,1.0,98.33333333333333,3.0,1.0,d3_forecast,insufficient_data
